CODE_COM;APL_EHPA;APL_RA;APL_SAPA
76453;82543.73;1959.43;2362.3
76456;85360.24;2151.53;2432.54
76458;70361.46;2098.54;1564.38
76459;62899.16;574.37;872.43
76460;95196.75;446.49;3028.76
76461;64680.68;570.55;504.5
76462;97502.95;793.97;1606.72
76463;63350.52;1132.82;740.93
76464;65191.61;1621.11;1168.25
76468;89291.0;3311.45;2751.2
76470;88493.29;2921.29;1429.49
76472;54103.19;1755.13;1896.05
76476;71396.92;1697.91;794.72
76477;68795.06;2509.35;1851.64
76478;66660.69;2182.37;2242.39
76480;69856.66;2288.07;1000.91
76481;77073.06;1436.82;1571.03
76488;82016.69;2023.81;1068.69
76490;89356.29;2331.58;1025.57
76492;78005.27;2245.82;1650.68
76499;54051.69;1336.23;740.57
76500;69671.45;446.49;1614.09
76501;54061.28;1469.49;491.94
76502;87638.32;1959.43;2348.89
76504;62942.26;1485.24;628.48
76506;89562.35;2208.01;1666.72
76507;96244.08;247.91;2889.54
76509;98914.08;1900.47;2278.6
76510;59729.57;1462.42;800.47
76512;48709.24;566.71;768.99
76518;85128.38;2769.13;1289.67
76520;68825.91;276.54;851.07
76530;71997.76;2275.38;769.8
76535;72549.85;836.57;846.48
76537;71955.07;574.37;728.3
76543;75911.51;2305.59;940.26
76544;77377.55;1081.2;930.0
76545;96219.96;1826.07;1896.05
76546;59562.38;2428.71;1059.83
76548;64613.85;1119.04;1105.5
76549;74842.61;2844.43;2646.04
76551;104410.24;3185.6;2350.75
76553;52893.79;448.86;1219.59
76555;92471.74;2088.23;2348.89
76558;93547.64;2348.2;1457.95
76560;96838.25;2013.52;2143.53
76563;105796.8;2294.23;2221.71
76564;46743.66;2138.69;1044.05
76566;81459.32;2311.98;2479.52
76570;74190.83;2182.37;2116.42
76573;82025.28;1451.17;1069.43
76586;87883.52;3185.6;2439.14
76587;80453.05;1924.97;819.09
76591;103463.23;2036.36;2278.51
76592;82813.78;2390.73;2254.93
76593;91116.54;3275.17;2223.83
76596;94871.93;1728.77;2148.17
76599;117235.12;2142.28;2264.42
76606;68144.16;461.59;606.27
76607;106926.82;3030.24;1464.14
76610;108506.88;3407.36;2591.47
76616;99687.27;1742.21;2116.51
76617;105141.24;1810.03;2375.33
76619;59507.16;386.29;2140.82
76623;61195.2;982.3;919.93
76625;66102.45;1865.24;659.26
76626;75731.96;1881.62;1083.39
76628;85314.42;1961.67;2492.08
76630;57440.99;1666.99;1955.64
76632;55977.99;909.98;1839.75
76639;102111.91;3060.86;1562.59
76643;53903.7;1726.51;1869.94
76647;95004.8;2294.23;2186.69
76653;65765.13;2369.84;702.02
76656;84094.19;1314.52;2136.66
76658;80178.87;2109.32;1995.44
76664;66052.98;2369.84;702.02
76666;72303.77;836.57;1045.89
76667;82390.13;2201.94;2558.28
76668;79086.67;2060.85;1772.09
76677;62652.0;414.92;1357.43
76678;85493.51;1081.2;747.25
76684;89082.23;2216.86;2216.29
76685;75589.5;1913.78;750.52
76690;62196.51;2132.12;908.92
76698;74869.2;2016.77;2022.02
76702;80822.33;1981.76;750.66
76704;63697.08;1818.79;1955.64
76713;54641.12;1520.52;775.85
76724;67836.41;525.0;1456.0
76727;68777.96;1640.28;675.88
76729;84464.2;2044.29;882.74
76730;68486.68;1478.47;769.8
76736;50533.53;1703.74;609.2
76737;69125.27;1358.07;1697.67
76740;74512.6;1707.33;2242.57
76741;63861.17;2509.35;2166.31
76742;53360.36;1762.88;950.14
76747;88417.06;3185.6;2439.14
76748;69363.56;1789.26;1014.54
76749;48955.2;1833.64;993.26
76751;95533.04;2730.88;1237.82
76758;102688.06;2855.01;1202.52
76759;57715.18;1509.66;573.13
77001;92493.07;411.02;324.21
77004;59914.49;567.72;916.2
77015;69837.64;698.57;192.86
77016;114505.89;717.26;185.93
77019;96430.1;672.59;377.71
77020;59348.71;785.24;951.45
77021;104136.65;966.31;504.17
77024;92387.69;432.24;280.69
77028;50082.43;539.33;963.43
77038;66009.12;765.2;541.79
77039;69967.26;915.82;531.92
77042;70702.56;389.9;163.21
77045;95033.76;335.67;385.25
77051;123979.74;888.9;765.4
77054;99164.27;720.4;524.53
77055;53334.22;613.79;543.57
77061;109059.5;754.93;524.53
77066;67750.77;363.37;1238.4
77067;82086.72;946.56;603.6
77068;73387.34;857.69;666.69
77072;77661.94;563.33;182.17
77077;55424.56;80.11;409.6
77080;71347.6;609.29;566.08
77082;62851.25;663.36;963.5
77085;65238.77;417.07;477.47
77088;104197.84;411.02;324.21
77089;67558.05;947.42;1338.85
77091;56110.14;534.82;868.0
77093;63261.24;213.94;556.84
77094;49331.32;160.77;304.49
77095;44430.16;189.85;336.19
77099;101394.83;423.53;973.61
77100;80140.23;955.88;607.17
77101;78680.5;756.59;373.83
77104;57387.4;539.49;797.75
77108;63096.56;779.3;642.16
77109;79169.24;479.35;1339.05
77112;98622.77;363.46;409.55
77115;92735.08;528.45;174.95
77120;78157.94;218.3;386.15
77125;52855.14;330.84;234.0
77131;71124.42;438.23;578.86
77133;87495.25;883.58;440.69
77134;79798.19;777.27;538.9
77136;36942.3;385.07;595.31
77137;86675.5;785.24;1291.2
77145;75737.77;831.82;1070.72
77150;38076.24;99.62;263.94
77151;70725.96;623.33;1100.76
77155;35760.66;198.78;247.6
77156;115804.32;744.37;185.93
77158;87884.88;351.85;157.18
77162;67902.19;425.81;335.15
77163;38084.61;35.9;313.62
77164;68174.46;883.31;587.58
77169;89907.45;1058.06;759.82
77170;100328.24;518.58;240.06
77177;61369.64;397.36;791.57
77178;99240.66;526.26;404.33
77181;84935.77;792.7;1097.58
77182;84408.81;389.9;340.61
77184;84950.95;518.58;241.17
77185;72514.03;469.91;308.42
77192;57049.13;611.02;778.69
77194;114346.35;1392.22;827.28
77195;63959.89;740.59;1031.05
77196;48460.75;308.96;389.61
77199;58588.92;56.74;324.29
77200;81803.13;335.67;396.09
77201;56435.08;368.47;943.79
77207;81180.27;232.53;258.53
77208;97164.9;799.68;658.14
77209;62922.12;528.51;525.79
77216;110958.94;576.23;208.27
77218;108016.53;838.93;465.18
77222;61630.62;596.95;945.41
77226;86507.68;950.33;675.11
77229;56800.8;497.39;876.83
77230;86007.26;232.53;331.27
77232;55144.75;143.86;378.16
77233;51405.81;139.69;299.88
77236;122311.29;888.9;628.13
77241;47118.29;245.82;398.99
77247;65490.12;389.9;556.84
77256;76476.45;802.4;666.69
77257;64549.43;35.9;295.25
77261;100038.91;655.44;159.23
77263;94914.89;857.69;709.61
77264;60531.4;592.39;1139.66
77267;106123.31;526.67;907.9
77268;63334.28;490.1;361.19
77271;93030.34;526.67;385.25
77273;34808.72;74.71;239.38
77275;62302.87;560.96;222.1
77282;60604.14;761.24;525.32
77284;74586.92;149.93;396.86
77285;78752.95;804.55;704.59
77286;61656.99;992.72;720.55
77287;61413.34;213.94;415.63
77305;126646.26;1084.85;520.66
77312;82277.28;518.58;210.98
77315;62107.74;405.37;384.88
77316;96101.05;592.92;570.05
77319;88707.5;932.01;1192.84
77320;69460.83;486.11;708.87
77323;39330.98;267.3;221.75
77332;40527.3;202.54;376.08
77336;46838.03;202.84;593.83
77339;66214.07;324.39;318.41
77349;41882.99;218.74;287.15
77354;91302.98;909.96;690.41
77355;120452.35;1074.0;861.93
77358;67792.16;115.92;442.6
77361;72518.06;223.84;405.6
77366;46280.93;131.01;287.49
77376;41559.69;179.96;313.37
77380;45968.05;391.31;355.21
77381;52867.76;368.47;957.7
77382;71525.6;396.45;380.08
77383;60155.79;614.38;1084.73
77387;110041.61;631.58;195.93
77392;52439.66;686.32;422.43
77396;67092.47;560.96;274.45
77398;88083.36;389.9;238.83
77399;69564.57;351.85;159.23
77400;48909.18;438.23;578.86
77407;76420.9;853.95;651.58
77413;61664.93;439.14;768.67
77415;57606.69;278.04;281.21
77417;71411.55;389.9;195.5
77420;49280.41;245.82;409.07
77428;63406.4;614.59;1336.03
77430;49869.7;534.86;297.99
77433;45527.62;539.33;565.29
77446;105080.08;1159.07;785.74
77447;70275.91;933.77;579.03
77453;74857.28;892.48;660.95
77455;62301.88;662.37;1028.09
77456;99579.55;883.68;658.14
77457;59724.83;718.1;1021.1
77459;118978.75;883.68;1223.29
77463;98966.23;793.61;549.3
77465;102834.6;518.58;252.11
77472;72831.86;389.9;126.53
77477;121472.31;927.02;683.28
77481;77563.88;850.73;1084.73
77485;77304.19;412.68;324.21
77495;80175.04;880.56;597.59
77501;112431.15;518.58;252.11
77506;113464.72;716.58;260.93
77509;62846.36;891.62;742.88
77511;47045.27;247.24;410.69
77514;66088.68;777.21;682.42
77515;51251.32;150.26;309.73
77517;60716.11;586.86;558.77
77521;66307.08;448.49;920.98
77523;105136.16;838.93;391.12
77528;76707.61;875.36;681.09
78003;57759.35;562.81;849.96
78005;63620.84;659.22;488.72
78009;63108.91;409.6;591.64
78015;60268.43;555.41;403.91
78034;49176.22;570.5;441.32
78043;64037.62;830.01;602.65
78049;48925.41;519.61;704.03
78053;46208.08;462.73;483.5
78057;49555.56;944.38;727.39
78062;44013.79;442.63;440.26
78071;61947.07;619.36;794.15
78072;53824.84;288.77;747.66
78077;30185.31;124.69;124.39
78082;54377.0;733.39;824.16
78084;57592.79;577.79;448.72
78087;56722.25;390.09;490.47
78096;58775.71;372.67;237.35
78108;41557.43;266.59;359.1
78118;65670.94;1015.85;896.32
78125;48985.51;379.1;490.8
78126;72275.97;1041.68;695.68
78162;42358.48;398.17;412.97
78171;51447.58;362.54;202.55
78188;61093.97;1349.26;1618.66
78196;43897.89;483.48;390.57
78202;51812.86;878.04;677.55
78209;45698.46;258.08;250.53
78217;54782.89;750.01;848.64
78224;52172.05;578.09;470.14
78231;58395.37;766.27;913.92
78233;59255.2;797.67;707.39
78236;42265.45;310.72;473.96
78261;47216.06;510.26;580.59
78264;53826.79;418.6;288.43
78265;53037.47;708.35;549.43
78276;39611.03;703.35;701.3
78311;74230.24;1084.28;763.78
78314;53851.61;791.51;782.59
78320;66941.53;1400.05;1635.94
78322;70662.24;903.24;641.7
78324;59665.06;786.12;869.75
78334;38714.42;356.62;349.38
78335;58050.26;840.4;804.39
78344;52414.16;928.79;820.22
78349;63318.95;676.68;926.03
78350;72726.38;947.11;651.15
78358;62939.2;833.35;639.06
78372;68115.79;842.28;622.57
78389;66809.0;555.59;405.47
78397;51877.75;469.21;473.75
78398;53584.87;314.71;414.12
78404;66318.56;494.57;269.57
78437;32794.99;709.69;612.24
78439;53338.47;425.13;692.01
78440;61199.69;699.6;877.0
78442;65709.24;553.44;392.04
78464;48537.12;303.73;369.88
78474;52439.19;425.13;631.66
78486;50782.17;340.98;500.6
78490;55114.41;562.87;384.79
78497;41511.58;266.59;407.45
78498;76501.18;977.52;930.11
78501;58181.56;909.11;789.73
78505;48691.68;425.13;594.56
78516;39969.3;185.04;271.59
78520;53256.56;297.91;591.08
78522;71835.32;675.32;898.89
78530;52505.65;298.75;710.39
78531;70392.25;1005.22;1036.97
78536;50437.72;435.14;667.05
78558;47690.38;709.69;747.72
78562;41190.48;266.59;403.72
78565;46294.99;308.93;558.82
78569;40894.54;400.65;312.24
78576;51155.75;320.09;456.02
78588;50341.55;578.61;590.65
78590;48214.24;403.71;529.49
78605;48988.75;297.91;541.18
78606;52977.43;327.01;140.93
78608;47287.11;619.49;815.27
78616;45550.42;396.88;544.47
78623;66222.73;465.75;549.1
78643;56773.38;666.86;636.76
78644;54915.83;442.0;455.35
78647;55948.91;660.49;876.82
78653;58297.3;616.55;448.95
78668;63023.09;1364.85;1707.7
78672;67521.77;927.37;806.1
78674;53487.59;488.16;413.42
78677;52017.4;288.77;713.29
78683;58454.42;467.95;342.07
78686;72160.67;1007.64;741.54
78688;64987.62;702.12;539.24
79002;122625.75;253.59;401.95
79003;168552.05;909.92;1587.18
79005;128645.29;587.56;1512.3
79007;125318.06;432.1;1170.9
79008;136837.69;253.59;401.95
79009;111123.33;853.65;1538.99
79012;105266.78;815.43;1645.83
79015;68816.32;790.22;375.06
79019;76723.51;465.7;444.13
79030;131932.35;869.59;684.49
79031;127779.52;1022.97;2105.19
79034;166754.18;1034.96;1718.74
79035;81288.51;186.82;457.4
79040;87941.18;432.1;1110.02
79044;68021.99;460.02;897.55
79051;121299.44;264.08;745.05
79053;96543.82;556.57;1449.89
79055;82981.03;132.49;410.24
79057;122315.74;524.66;499.91
79066;173574.39;931.02;1547.88
79069;131519.72;77.26;627.97
79071;111111.78;465.7;76.52
79078;120251.23;1265.11;1063.85
79079;159704.69;1014.97;1930.07
79085;80233.38;1064.65;801.24
79087;113055.74;1033.95;593.61
79089;51808.34;0.0;0.0
79090;85465.65;132.49;410.24
79092;87966.47;302.41;15.63
79095;105943.09;1253.16;1002.89
79103;116631.82;161.49;325.7
79104;136040.63;931.02;1502.25
79106;59558.57;265.56;1053.3
79108;92823.29;643.34;517.26
79113;89698.06;295.92;1493.26
79122;80877.04;1064.65;600.4
79124;72466.26;194.15;0.0
79125;107791.57;861.1;1446.67
79131;124858.63;407.3;1061.37
79133;139976.67;677.43;1547.88
79135;111157.97;388.53;444.13
79136;79626.96;1064.65;811.6
79137;111594.84;728.61;1904.35
79145;132399.64;253.59;401.95
79147;99970.48;186.82;745.05
79149;71711.21;465.7;383.24
79152;82699.43;902.32;617.47
79153;68299.65;1064.65;1209.84
79154;59453.02;539.99;1035.63
79159;85012.47;333.98;1061.37
79170;109883.97;1049.59;789.62
79184;122088.67;901.46;560.01
79185;135454.81;1254.95;1433.86
79187;91051.96;460.02;1223.25
79191;181463.46;777.43;1698.91
79196;113908.9;583.32;1934.09
79199;101696.16;524.66;499.91
79201;132641.26;687.8;128.96
79208;92926.69;465.7;76.24
79215;88466.15;253.59;76.52
79223;113011.76;636.92;1871.85
79225;85709.0;302.41;76.52
79229;100757.54;627.49;466.72
79236;103908.26;487.96;638.31
79239;106396.37;253.59;76.52
79242;111859.92;629.9;1318.37
79244;81649.03;590.94;1108.37
79250;111391.51;333.98;1061.37
79252;125243.36;333.98;1451.42
79256;109359.62;586.46;128.96
79257;79958.71;647.14;165.92
79258;103155.33;547.46;1636.07
79263;103567.54;636.92;1871.85
79264;120647.67;1095.2;684.49
79271;113992.61;480.92;1110.02
79278;77670.17;514.52;0.0
79281;151494.77;728.61;1686.1
79283;98544.99;677.43;1449.21
79284;117244.28;677.43;1528.74
79286;154979.3;606.03;653.19
79289;133924.85;846.43;1842.62
79295;122113.5;524.66;499.91
79297;72281.24;958.52;464.65
79302;114992.31;344.32;15.63
79304;136531.16;853.65;1724.66
79307;109279.53;1558.81;1171.72
79310;72104.12;524.66;420.68
79314;106322.18;1064.65;646.03
79316;107498.6;509.29;128.96
79321;115782.56;583.32;1875.25
79322;113664.12;432.1;76.52
79329;126214.4;752.84;2118.74
79334;99782.42;627.49;694.17
79345;101721.75;480.92;15.63
79350;102857.8;749.68;1051.03
79354;110147.07;480.92;76.52
80002;112319.36;142.56;2045.46
80004;84533.78;478.77;3993.86
80009;112343.79;344.84;4622.54
80010;63028.59;388.08;2114.43
80022;65292.83;96.11;1354.14
80025;105169.16;727.69;1865.16
80028;33038.47;0.0;2120.7
80029;93954.52;478.77;3709.51
80032;111366.5;700.24;1518.18
80035;119183.77;215.56;3656.35
80041;65146.13;32.7;891.51
80042;63872.56;351.09;2948.1
80045;70702.53;74.51;1891.51
80047;85216.51;74.51;1994.95
80050;89052.69;180.22;1785.57
80054;111965.16;142.56;2432.3
80055;54934.76;469.92;1981.76
80057;45138.7;65.32;3259.11
80058;104394.24;142.56;2520.34
80059;67154.52;74.51;1949.17
80065;56327.14;74.51;1942.49
80070;68767.53;392.22;4370.79
80071;75208.99;392.22;3642.15
80073;87330.7;142.56;2182.56
80077;90304.32;41.14;2740.74
80080;111408.69;142.56;2623.67
80083;67959.84;32.7;152.29
80085;89779.19;574.56;2231.16
80087;122147.48;612.71;1921.68
80092;93987.46;73.84;2347.95
80096;85805.01;417.87;3254.64
80100;76103.87;243.79;2870.42
80101;89131.54;369.86;1134.84
80109;95686.26;1174.73;1548.14
80117;81991.97;283.94;4103.27
80118;74638.81;815.4;1333.48
80123;84806.44;283.94;4206.11
80124;76480.64;247.91;2084.94
80126;88752.99;598.29;3393.98
80132;80847.88;430.11;1399.08
80134;58094.21;138.32;0.31
80136;91777.8;142.56;1687.43
80143;77189.07;128.81;877.08
80146;90727.74;308.81;2020.55
80147;111078.99;303.7;3085.9
80148;73677.1;247.91;2365.65
80151;95327.91;115.65;2740.74
80152;84108.84;232.41;1565.82
80153;44156.42;65.32;3314.21
80154;78232.54;408.26;1717.0
80155;95801.93;303.7;3039.03
80158;98025.06;0.0;1290.37
80159;119270.6;248.26;3138.3
80160;111319.29;180.22;2463.36
80161;103769.05;326.97;4214.14
80165;93657.74;73.84;2357.92
80168;72729.58;392.22;3915.45
80172;91764.78;142.56;1924.07
80173;114531.72;73.84;2926.17
80182;68147.33;212.7;2020.55
80183;81480.48;266.07;3911.25
80184;91492.24;68.05;1560.58
80185;125409.85;273.86;1554.94
80188;44058.21;346.94;1202.18
80190;100204.85;478.77;4234.06
80194;93370.08;142.56;2107.53
80197;100875.17;409.09;1948.23
80198;108583.0;180.22;1994.05
80200;72208.57;242.8;2497.98
80202;95681.61;73.84;2347.95
80208;102009.0;635.46;2422.18
80209;93541.0;373.39;1778.06
80213;65392.7;147.51;1704.0
80214;65447.74;449.91;1672.01
80215;110572.18;516.63;3039.03
80216;68991.58;141.72;1969.92
80217;43066.18;65.32;3259.11
80230;108008.46;278.97;2057.76
80235;80040.34;247.91;2365.65
80238;88692.54;74.51;1806.26
80240;98124.08;409.09;1998.77
80241;78543.19;283.94;3486.42
80249;104076.74;303.7;3191.02
80250;112652.89;483.64;2215.32
80256;122611.11;73.84;1564.12
80260;119944.71;303.7;3935.66
80263;80169.87;204.46;1134.84
80265;68550.56;247.91;2365.65
80266;62492.28;0.0;2120.7
80269;56642.28;96.11;1476.51
80270;66606.78;242.8;3442.35
80273;98311.17;322.3;1180.59
80276;80736.89;386.78;394.22
80281;77983.11;242.8;3039.03
80287;87608.8;326.97;3194.22
80291;74963.64;339.91;2168.75
80296;102288.92;283.94;4135.54
80301;88067.54;180.22;1214.41
80302;114470.52;719.55;1705.8
80304;100677.49;142.56;2432.3
80310;73798.88;351.09;3003.2
80311;96762.39;533.08;1705.8
80314;54634.43;141.72;856.53
80315;94422.72;526.4;2286.54
80317;71732.2;445.53;1062.43
80318;101838.4;283.94;4206.11
80327;114335.41;696.56;2215.32
80328;80774.21;169.95;2426.75
80333;89321.46;377.8;605.72
80335;105162.8;142.56;2107.53
80336;76744.43;276.54;1616.3
80339;97589.59;278.97;1834.92
80344;109588.75;303.7;3085.9
80348;73449.63;242.8;2422.18
80356;62355.26;96.11;1476.51
80360;99209.65;417.87;3494.84
80362;54702.36;96.11;2131.05
80365;72668.84;73.84;1040.8
80366;97916.05;142.56;2182.56
80367;80221.53;142.56;2012.21
80368;90951.8;417.87;3254.64
80369;74912.47;469.92;2606.15
80371;120679.22;696.56;2215.32
80373;95875.73;598.29;3254.64
80375;85059.83;557.7;1217.59
80377;65409.82;351.09;2729.9
80381;65970.01;72.84;2948.1
80383;106495.28;273.86;2208.24
80388;99730.07;507.4;3973.93
80390;73706.11;362.06;1638.23
80391;110810.37;403.43;1824.5
80393;117230.48;348.37;1996.34
80406;68843.3;169.95;2358.09
80408;59368.42;113.98;2378.17
80411;105868.45;109.18;2760.51
80412;115899.01;109.18;2578.11
80413;75970.31;341.05;1760.62
80414;86936.6;109.18;2322.28
80419;90476.45;533.08;1778.06
80423;64147.85;113.98;2432.18
80425;83083.82;74.51;2166.48
80428;102223.31;209.77;2012.21
80429;85501.97;41.14;2692.22
80431;71931.59;113.98;3860.48
80432;87387.87;142.56;2243.81
80434;72991.32;341.05;1314.97
80437;52066.41;0.0;1469.11
80443;89774.52;73.84;1748.47
80444;106737.63;326.97;4730.13
80445;44195.94;278.24;2707.26
80447;104243.45;142.56;1698.64
80449;94031.5;215.56;3656.35
80450;84827.09;276.54;877.08
80453;89551.53;403.43;1565.82
80456;68055.29;377.27;877.08
80463;120127.63;109.18;3138.0
80466;68454.45;72.84;1562.81
80469;65410.48;526.4;1823.6
80473;117595.74;348.37;1996.34
80476;82745.57;230.86;2722.1
80477;90289.21;410.79;1714.31
80481;94083.4;142.56;2795.21
80491;61403.98;351.09;2948.1
80495;55150.74;351.09;2761.38
80496;85954.3;230.86;1707.87
80503;72524.2;574.56;2231.16
80504;68765.63;362.06;1638.23
80505;89870.9;142.56;2136.78
80511;75586.69;465.04;1326.81
80512;117433.65;326.97;5003.42
80513;94356.82;142.56;2012.21
80516;65716.22;341.05;1479.5
80517;83057.22;300.46;1328.31
80520;86552.59;142.56;1834.92
80521;96269.36;209.77;2012.21
80523;80477.51;142.56;1774.29
80525;76584.5;281.16;292.08
80530;96732.65;109.18;1648.11
80531;75691.84;73.84;2357.92
80535;61676.9;73.84;2145.41
80540;68811.37;74.51;1670.86
80543;64172.61;202.66;2358.09
80549;54905.62;139.82;2357.98
80552;61947.8;141.72;1059.4
80553;80361.11;41.14;3009.18
80555;89024.86;341.05;1822.03
80556;80074.93;326.97;3316.58
80559;74756.11;243.79;3246.91
80571;102267.06;375.25;2840.63
80574;119260.18;283.94;4206.11
80577;63576.31;73.84;1040.8
80578;106166.87;326.97;4578.14
80579;124836.19;406.65;1374.72
80584;50551.81;113.98;3188.67
80586;106231.82;598.29;3028.76
80589;88449.97;815.4;1548.14
80590;131819.95;303.7;3654.95
80591;75042.26;266.07;2914.98
80597;84827.34;417.87;3494.84
80598;132816.52;230.86;2684.32
80604;69604.4;281.16;292.08
80606;91475.97;266.07;3911.25
80607;65109.49;73.84;1382.75
80609;96304.9;303.7;2345.99
80617;109402.32;204.46;2231.98
80620;97450.93;409.09;2482.84
80623;90134.1;384.12;1140.7
80627;95658.56;339.91;1842.07
80631;62259.34;240.84;585.12
80633;101120.65;230.86;2197.95
80638;103228.15;68.05;1539.4
80639;122119.59;73.84;2347.95
80642;80981.01;574.56;3442.35
80643;73415.22;180.22;1360.29
80644;90770.91;142.56;1571.01
80647;111852.11;278.97;2216.99
80649;103143.38;479.02;631.0
80651;78149.21;128.81;877.08
80661;101151.28;41.14;2614.75
80668;66086.16;307.21;2168.44
80669;106119.13;273.86;1616.36
80670;72362.57;73.84;1145.04
80673;51565.37;73.84;1505.12
80682;104581.08;204.46;2265.89
80684;91583.88;68.05;1481.75
80686;71810.55;113.98;2238.15
80690;85428.79;339.91;2150.9
80691;68448.29;230.86;3101.92
80693;87537.55;142.56;892.11
80697;53667.21;404.61;1068.87
80703;71736.11;525.0;725.1
80705;43060.96;65.32;3314.21
80708;117211.6;369.86;1824.5
80711;61122.08;283.94;3212.07
80713;60190.26;60.9;454.87
80723;70697.44;73.84;1406.49
80728;79386.07;281.16;152.29
80736;86656.43;169.95;2358.09
80740;66268.38;346.94;1342.01
80742;96917.05;283.94;4135.24
80743;77320.27;142.56;1665.39
80747;48415.28;141.72;1059.4
80751;79997.04;375.25;2134.66
80753;72670.43;74.51;1891.51
80755;88762.13;386.78;394.22
80766;65726.14;41.14;3711.35
80767;96277.18;598.29;4023.03
80770;82719.42;417.87;3254.64
80771;77720.65;266.54;1254.56
80781;94880.47;142.56;2674.78
80785;116644.66;109.18;2301.78
80790;117805.98;273.86;1393.52
80793;65835.81;113.98;2068.48
80794;101902.13;334.58;1442.18
80795;59457.67;242.8;2323.55
80798;84579.37;113.98;2117.01
80799;123106.74;215.56;3711.76
80809;68019.7;266.07;3759.26
80811;104766.38;68.05;1539.4
80812;99587.11;341.05;1948.23
80820;80486.66;41.14;3086.96
80821;86367.98;243.79;3246.91
80823;95470.56;68.05;1589.55
80827;89453.39;417.87;3254.64
80828;82075.67;266.07;3188.28
80829;114657.84;334.58;2009.65
80830;96319.35;303.7;2414.65
80833;92721.22;635.46;1729.14
80834;94354.05;417.87;3254.64
81008;73664.94;67.72;1417.75
81009;54313.19;0.0;1356.41
81013;91566.42;105.28;2914.9
81015;63712.05;792.8;934.02
81018;80420.64;180.91;2187.5
81021;144473.34;248.88;3206.46
81031;79673.36;0.0;1463.97
81032;97919.28;1235.3;934.02
81034;69086.4;124.69;169.9
81036;127179.93;248.88;1145.5
81041;89215.89;104.06;1606.92
81042;76367.3;0.0;1155.73
81049;92364.08;589.95;1935.75
81050;44888.69;792.8;726.07
81054;128415.72;509.03;3331.9
81055;93028.8;1235.3;663.95
81066;70182.56;248.88;1561.78
81067;70038.32;37.56;1602.07
81068;72700.15;105.28;1949.22
81069;85097.4;37.56;2858.47
81071;57399.31;518.55;2464.44
81083;29131.01;338.4;369.68
81085;93739.94;442.92;2851.92
81087;74969.64;104.06;1602.07
81088;88655.96;602.55;4172.65
81092;66640.93;373.48;1298.18
81100;96416.07;1235.3;997.24
81101;119711.43;105.28;2577.77
81102;45431.97;269.36;608.01
81108;40253.8;0.0;1234.57
81109;107823.08;170.63;1518.08
81110;44448.27;0.0;1657.0
81111;60308.88;0.0;2056.53
81114;67507.71;105.28;2064.37
81115;88628.44;0.0;0.0
81116;67903.68;315.8;972.3
81118;139081.87;170.63;2833.74
81119;106003.99;159.63;4121.27
81121;44996.35;0.0;0.0
81123;76353.51;0.0;2242.33
81124;142605.4;0.0;2503.22
81125;59048.4;0.0;3059.03
81133;113901.18;159.63;3888.7
81136;61037.05;0.0;1354.7
81138;75610.11;84.0;1493.59
81139;126379.94;170.63;1737.76
81141;74070.62;67.72;2965.98
81144;134343.31;180.91;2616.95
81155;70039.55;623.83;2106.75
81156;121023.83;150.5;1971.72
81159;55287.86;249.3;972.3
81161;47975.09;442.92;348.7
81163;119526.31;124.69;1087.13
81166;76732.82;37.56;2724.98
81167;70432.0;442.92;1462.72
81171;89430.97;353.36;2385.53
81172;75094.05;105.28;3692.99
81173;43745.66;330.21;381.62
81176;84318.48;66.5;632.23
81178;70265.23;292.12;1585.93
81180;57008.16;0.0;2346.1
81186;90051.98;105.28;2237.2
81190;96286.34;602.55;3482.19
81191;54315.61;0.0;1014.58
81196;115376.27;248.88;1845.65
81200;99322.08;1235.3;997.24
81202;73908.07;315.8;1429.24
81203;31128.35;518.55;2815.11
81207;109992.81;170.63;1389.94
81208;68392.91;315.8;1086.43
81212;70934.39;711.89;1347.32
81217;66396.69;66.5;1226.55
81222;109656.42;602.55;5274.83
81226;88695.77;602.55;3887.34
81230;99145.27;105.28;2695.2
81232;83546.21;84.0;1714.74
81234;37132.3;0.0;952.92
81238;90505.48;124.69;592.44
81242;108307.58;589.95;2910.74
81243;29720.41;0.0;341.82
81245;52696.36;0.0;1390.98
81250;95876.06;159.63;4020.9
81254;83869.72;105.28;2069.94
81259;92566.61;105.28;2795.59
81263;73023.26;0.0;1231.61
81266;84847.63;711.89;2313.79
81269;55279.91;0.0;1510.38
81271;82051.2;338.35;1127.68
81274;111248.89;227.35;3569.05
81275;74421.05;67.72;1910.15
81280;67813.98;67.72;1807.42
81282;71846.25;442.92;2851.92
81284;119886.77;293.85;2500.61
81286;70374.23;373.48;1702.71
81287;57006.76;46.44;1257.68
81292;84427.99;350.54;2945.39
81297;117441.63;293.85;2028.61
81300;48523.85;0.0;1941.37
81303;103632.63;518.55;3142.92
81304;56089.79;0.0;1477.17
81305;59499.64;0.0;1868.18
81307;136273.2;248.88;1845.65
81308;97163.36;105.28;2795.59
81309;40364.29;0.0;1030.38
81312;81312.39;124.19;1318.7
81313;50996.1;66.5;534.44
81318;51420.96;792.8;852.8
81319;101182.8;37.56;2977.77
81321;65401.36;124.69;123.49
81323;60636.96;373.48;1298.18
81325;141713.23;587.28;3600.66
82002;114728.33;91.22;2293.78
82008;58108.8;126.82;821.35
82020;81177.23;0.0;1112.04
82021;53415.65;366.53;532.86
