CODE_COM;APL_EHPA;APL_RA;APL_SAPA
62019;118030.57;1234.09;1479.32
62020;53660.88;325.93;990.24
62022;80677.52;629.73;1552.12
62024;53462.6;361.04;1260.99
62028;86773.69;907.16;464.24
62033;111039.6;1399.1;2016.15
62035;106895.56;916.13;702.06
62039;89830.79;747.78;1511.37
62043;96689.07;810.0;746.64
62044;99244.01;1018.12;766.88
62046;109584.4;658.1;178.17
62051;97629.79;1085.6;1368.28
62053;64969.24;824.82;349.44
62063;57038.08;434.88;2898.99
62065;105840.38;1087.22;1648.32
62068;61180.05;253.34;2549.71
62072;54950.14;111.61;2919.74
62074;61789.9;111.61;2944.82
62081;75323.28;222.84;926.37
62084;49676.7;434.88;2874.51
62086;55342.18;324.54;2919.74
62095;55733.21;327.15;182.16
62097;70306.89;266.45;2954.94
62101;87848.29;1013.85;26.37
62105;90761.56;552.42;1465.76
62107;124734.2;1305.0;1967.42
62112;48739.7;111.61;2893.37
62114;77789.81;1056.01;26.37
62115;71748.48;295.56;1869.46
62116;80674.45;759.97;1158.53
62117;63765.35;217.65;490.96
62120;64380.14;867.58;376.35
62124;95263.72;838.19;552.22
62127;45800.28;328.11;552.16
62131;66105.86;172.77;2251.96
62138;86946.15;1056.01;26.37
62140;39677.85;263.16;329.59
62143;73474.85;694.89;1613.39
62145;69074.16;358.84;1324.57
62152;63152.15;203.68;489.52
62153;44210.55;109.22;182.16
62156;112083.47;1263.4;1490.17
62161;60670.63;730.11;613.96
62162;95334.08;986.66;641.12
62163;70599.89;687.36;1927.65
62164;91890.7;245.15;1180.24
62165;62133.9;629.73;1286.46
62166;63373.35;847.99;155.84
62168;51074.15;263.16;501.32
62169;57153.14;526.66;1327.71
62171;59310.97;747.96;200.55
62172;72584.73;203.68;553.33
62186;110489.95;1178.55;1432.2
62188;98373.38;996.27;627.06
62189;55131.56;141.72;490.96
62198;78364.35;1026.22;662.35
62204;112769.39;1141.18;562.51
62205;109021.63;970.33;1221.86
62209;82210.19;821.37;85.36
62212;96424.41;658.1;370.45
62215;119339.66;1504.13;2050.73
62216;60778.13;111.61;2919.74
62217;87578.3;972.05;389.65
62218;48188.6;756.21;400.04
62220;93199.59;829.87;91.8
62224;107306.74;997.32;677.09
62226;62172.84;808.46;399.67
62233;112735.23;981.9;780.5
62238;56442.87;937.56;47.46
62240;84559.32;605.24;1450.11
62241;86325.52;974.7;1515.08
62245;61686.33;601.3;1485.34
62250;116272.74;1268.65;2045.33
62252;74829.89;795.5;503.07
62254;77192.63;909.58;1009.95
62257;56806.2;711.03;91.8
62260;83940.33;1013.85;26.37
62262;99043.4;1104.39;1383.11
62263;80835.98;341.18;1243.69
62264;93805.94;1194.46;1389.85
62265;85193.13;868.39;1009.95
62266;41976.19;507.42;1614.62
62269;68182.69;948.78;179.32
62273;55838.02;694.69;1289.2
62278;101149.09;946.21;649.47
62279;86366.95;604.81;1269.68
62285;77658.51;172.77;1241.43
62288;84167.98;970.33;1146.37
62290;105436.39;971.65;1917.92
62292;65014.02;635.88;1540.24
62295;69993.65;649.1;338.67
62298;96313.05;414.39;1775.46
62300;86199.38;518.36;909.35
62303;58965.37;981.37;26.37
62306;78365.96;188.02;1201.55
62307;73647.99;1159.12;1186.64
62310;101924.61;942.64;707.55
62311;101543.17;1291.88;1896.77
62314;80504.46;1037.71;663.29
62317;86167.19;691.45;1473.56
62318;90611.08;1279.4;1190.27
62319;72254.02;511.81;1326.97
62320;88690.16;604.81;1269.68
62325;68610.49;824.82;349.44
62326;85514.53;172.77;1177.07
62327;51484.41;433.43;208.53
62338;96809.3;808.48;1063.06
62341;48392.05;96.36;3447.11
62348;63464.59;719.84;26.37
62349;105138.99;946.21;673.99
62351;112364.98;1093.43;2066.24
62354;66932.02;747.78;991.26
62355;115663.84;1024.17;1946.36
62358;91356.26;722.48;1546.11
62362;53859.69;795.0;389.0
62364;82745.72;790.23;167.28
62367;72701.61;894.88;47.46
62369;109174.36;775.29;1453.07
62371;106407.69;1028.08;1571.96
62372;51263.57;467.36;1781.87
62378;61698.13;302.91;719.77
62380;78034.52;908.93;672.22
62381;50025.92;507.42;1168.91
62383;86431.0;548.52;1359.09
62388;121948.44;981.37;32.81
62389;58151.85;382.13;2983.72
62397;91161.82;944.83;1021.34
62404;69549.87;351.09;3440.86
62405;81563.66;595.47;1399.99
62409;48752.76;96.36;3447.11
62410;59853.58;141.72;490.96
62413;102542.92;1194.1;1964.34
62416;68907.92;654.52;1168.91
62418;55075.02;434.88;1828.13
62419;53280.41;405.12;1050.16
62421;76740.67;143.14;1093.27
62425;59275.92;111.61;1759.93
62426;72468.5;294.97;1114.46
62429;78882.51;629.73;1465.76
62433;61732.17;622.04;26.37
62434;55325.22;111.61;2919.74
62437;70613.87;790.23;507.76
62446;94391.78;974.7;1458.82
62449;62248.2;711.03;91.8
62450;59523.69;989.61;47.46
62452;93576.81;970.33;1228.29
62453;56740.65;613.9;114.43
62454;92020.43;958.82;813.39
62455;64004.13;1119.29;1497.51
62458;92649.91;1263.0;1481.96
62461;95877.0;732.74;91.8
62463;65203.48;687.44;507.76
62465;46726.76;96.36;2868.89
62470;106539.88;1056.01;32.81
62485;56032.28;433.43;182.16
62487;91631.96;1171.32;1324.56
62488;68021.24;644.96;762.39
62493;68309.87;217.65;483.83
62495;50865.67;263.16;501.32
62497;94440.94;928.14;1765.39
62498;120990.71;1356.95;1960.3
62499;106341.97;981.9;780.5
62501;106522.24;1399.16;410.98
62506;74328.11;944.83;1269.02
62507;48903.64;507.42;1614.62
62512;75881.52;860.3;417.73
62519;51274.78;700.54;182.16
62523;128082.27;1296.69;2097.39
62525;104535.2;914.39;1403.56
62526;82490.66;899.38;1882.13
62531;65167.42;914.61;954.9
62535;117048.75;1079.03;716.04
62536;62179.75;898.88;186.55
62537;49624.83;507.42;1563.65
62538;114784.79;1202.08;802.72
62547;65810.59;342.02;178.17
62548;95357.14;934.29;576.36
62549;119649.54;981.37;6.44
62553;69853.46;748.49;329.53
62556;77169.63;1280.32;410.98
62558;67998.55;1006.49;214.71
62561;67920.29;141.72;1969.92
62562;62185.95;745.62;267.52
62563;95787.91;1032.29;1127.61
62564;84695.11;1212.53;1195.43
62565;63670.02;824.82;349.44
62568;76643.03;364.7;1029.4
62570;101444.96;903.39;1665.99
62572;62769.52;217.65;1326.48
62573;101077.81;1104.99;1714.49
62577;63822.67;981.37;1532.91
62583;62247.86;382.13;2983.72
62584;85803.57;881.48;853.81
62585;65540.82;736.96;474.07
62594;75255.95;172.77;1201.55
62597;54939.84;253.34;484.11
62605;101045.55;1056.01;32.81
62607;63966.18;719.84;26.37
62608;58054.0;141.72;1251.3
62610;91214.62;1018.12;625.65
62614;86810.09;1171.03;1160.34
62624;129788.57;1268.65;2091.63
62626;98239.38;1021.65;1045.82
62627;84998.55;587.17;1475.56
62633;69797.62;981.37;26.37
62636;89541.6;1171.32;1414.95
62637;105144.64;1265.63;1906.04
62640;64178.53;351.09;3968.1
62652;72499.45;719.38;308.93
62653;95360.96;538.55;1348.36
62655;81653.86;1013.85;26.37
62657;85214.55;1171.32;1324.56
62658;93650.5;1026.23;1641.32
62662;73954.78;994.5;1009.84
62663;61849.52;351.09;3385.76
62665;75415.71;584.55;444.49
62666;101960.64;1104.99;1714.49
62669;70729.36;719.38;308.93
62681;95143.2;891.13;1164.43
62686;78447.29;821.07;47.46
62692;56459.67;405.12;968.25
62693;82257.45;1053.43;591.56
62694;67105.03;580.26;2008.13
62699;91059.41;1324.46;1232.81
62700;87800.33;828.06;1259.44
62704;59042.83;644.88;349.44
62706;89184.02;946.44;596.19
62708;75658.0;141.72;1671.65
62713;89327.75;908.24;882.89
62716;69789.27;730.11;664.8
62721;78085.39;891.13;1157.82
62722;76922.76;1054.21;444.49
62723;109381.16;723.91;802.72
62726;95378.89;940.21;111.73
62731;54166.22;141.72;888.3
62733;42847.92;65.32;3259.11
62734;88693.42;672.45;1473.56
62735;108627.46;1056.78;1079.44
62737;110886.21;1137.27;1133.45
62738;62194.64;711.03;91.8
62741;33651.14;65.32;2680.89
62752;94597.3;741.06;681.52
62757;106551.24;862.35;1460.98
62758;131195.41;1549.39;1809.65
62764;115064.46;1029.14;2008.79
62770;88896.78;855.18;814.73
62771;113712.56;1213.95;1708.23
62774;71241.52;932.63;883.43
62777;76296.92;141.72;2033.73
62779;58301.41;351.09;3968.1
62780;81291.8;357.59;1402.82
62787;61102.01;236.72;260.08
62791;72096.21;622.04;1532.91
62792;79120.48;722.32;1256.6
62793;91823.1;1102.34;1185.75
62796;61379.94;138.96;2954.94
62801;102196.36;1000.32;1187.36
62802;62421.85;580.26;1617.76
62803;65535.91;631.61;1375.37
62804;49775.55;469.92;1695.11
62810;100301.3;945.76;1540.87
62811;76444.54;900.87;924.59
62815;111809.37;981.9;780.5
62816;62890.95;553.43;1860.72
62817;95424.95;585.48;1202.93
62823;66696.28;711.03;91.8
62825;83549.04;521.48;1503.89
62830;67511.42;143.14;1068.69
62831;63505.69;894.88;47.46
62832;77502.28;838.19;681.52
62839;82645.17;248.7;1294.49
62845;83185.84;974.7;1327.35
62848;111584.73;1002.17;760.72
62851;88972.43;952.98;661.87
62852;71935.07;1434.01;1934.22
62853;47071.96;263.16;755.72
62857;64942.28;774.48;602.74
62860;55095.94;467.36;1781.87
62862;53379.64;648.49;267.52
62865;106653.74;783.31;1571.04
62867;95463.62;1171.32;1414.95
62868;85353.23;981.37;26.37
62870;121998.68;981.9;865.86
62871;86746.14;829.87;91.8
62872;104973.18;843.08;91.8
62875;106590.35;895.69;1221.86
62876;74842.03;141.72;2033.73
62878;70870.48;288.0;1862.3
62880;95255.12;728.74;1465.76
62881;79533.1;574.56;2870.75
62886;46397.64;250.97;501.32
62887;68195.29;974.7;1122.12
62890;69485.3;981.37;26.37
62894;110517.76;1125.24;1727.68
62901;104519.28;1038.4;1272.81
62903;52067.45;263.16;780.46
62905;86026.53;704.87;1263.29
62906;72220.18;724.85;530.65
63003;152931.64;0.0;0.0
63004;59837.22;166.24;1112.01
63005;67443.57;95.55;317.98
63006;31954.31;0.0;0.0
63007;41960.76;0.0;348.31
63008;59800.88;0.0;843.88
63018;82340.47;95.55;372.1
63020;73951.29;209.56;814.72
63023;84530.02;0.0;167.19
63024;91195.61;0.0;156.52
63034;101301.38;287.04;1008.09
63036;94505.3;95.55;483.04
63045;101842.25;210.67;597.94
63048;116952.84;0.0;478.69
63050;102680.36;95.55;1272.85
63054;102707.2;95.55;1008.19
63059;94715.41;382.59;776.94
63066;86088.56;133.2;1250.89
63074;76482.04;95.55;483.04
63076;69288.81;0.0;32.76
63078;38939.51;0.0;127.23
63082;108292.82;332.29;401.38
63084;102058.81;433.91;867.62
63085;49936.4;0.0;976.72
63087;42884.23;95.55;27.24
63091;125614.78;95.55;1272.85
63094;85801.44;166.24;554.73
63098;71439.27;242.23;164.84
63101;94862.79;90.48;1243.58
63102;39775.12;198.7;478.22
63107;108725.3;338.36;1080.9
63108;137865.11;320.15;944.03
63111;70091.9;158.74;161.42
63113;173063.06;433.91;1089.67
63116;129949.98;320.15;985.68
63117;57625.61;242.23;8.31
63119;36616.93;0.0;139.37
63126;131816.43;433.91;1154.89
63128;102488.59;354.99;1191.76
63131;116376.1;471.55;1397.89
63136;80268.77;0.0;328.48
63141;140177.1;338.36;940.75
63153;83297.44;242.23;8.31
63155;81305.53;18.2;255.69
63163;52509.62;0.0;192.29
63164;161484.23;338.36;1087.46
63167;123535.25;320.15;931.19
63168;97830.09;140.66;440.01
63173;80208.35;229.6;258.01
63174;82148.71;0.0;12.13
63177;62116.22;18.2;236.23
63178;119418.24;382.59;1160.04
63186;74055.06;0.0;151.5
63188;98079.39;285.57;404.83
63189;114977.07;0.0;158.73
63191;85445.14;0.0;478.69
63195;137134.18;471.55;1446.54
63197;53579.69;468.5;330.48
63198;91039.3;314.58;1697.59
63199;82620.13;382.59;827.19
63200;131389.26;338.36;1087.46
63201;83320.57;198.7;288.8
63205;86327.74;113.76;256.86
63212;127849.58;338.36;946.68
63218;93886.02;0.0;12.13
63219;67645.43;146.37;830.26
63220;37886.27;0.0;14.96
63224;156518.55;338.36;1031.77
63225;92658.9;0.0;327.19
63226;125126.23;338.36;1119.53
63227;102287.47;433.91;991.11
63231;95657.27;133.2;1250.89
63232;70746.74;371.38;729.07
63234;55726.85;95.55;21.45
63237;111572.19;0.0;554.73
63245;137950.56;338.36;946.68
63247;80398.38;291.59;26.7
63248;64349.12;146.37;801.48
63255;88261.48;95.55;503.67
63256;75957.68;0.0;12.13
63257;72034.65;146.37;800.61
63261;98637.06;208.1;570.49
63263;113837.22;338.36;901.35
63267;56091.68;133.2;1250.89
63268;71871.32;158.74;333.33
63269;103890.13;382.59;1095.06
63273;129995.85;433.91;1106.69
63275;94024.87;158.74;337.24
63276;125103.93;289.48;1458.98
63278;143723.49;338.36;950.59
63279;96661.05;242.23;8.31
63280;83793.74;226.3;302.19
63282;113339.25;433.91;1019.53
63294;35137.72;0.0;960.51
63295;97514.49;371.38;787.6
63296;106485.09;174.49;1088.34
63302;141621.02;433.91;1154.89
63305;87877.04;0.0;158.73
63306;110130.39;433.91;978.83
63307;126891.82;433.91;987.57
63309;76835.53;307.7;498.8
63310;58187.02;0.0;933.14
63314;124806.91;0.0;12.13
63317;115091.76;422.7;990.86
63319;60757.63;431.82;258.01
63320;106290.96;0.0;151.5
63323;57393.3;0.0;32.76
63328;53905.77;0.0;313.27
63329;52482.37;468.5;733.71
63332;114456.19;422.7;882.13
63337;78222.47;0.0;32.76
63339;66383.1;0.0;151.5
63340;43400.26;95.55;127.23
63341;75144.26;0.0;12.13
63344;57686.32;583.23;284.09
63347;129576.45;224.0;818.31
63349;64082.71;166.24;960.69
63350;117316.44;433.91;1065.44
63356;75520.24;95.55;975.29
63357;38303.68;95.55;199.1
63358;68315.78;51.32;114.47
63364;111974.7;307.69;1214.61
63365;73957.14;18.2;236.23
63366;66554.83;95.55;375.68
63370;118317.63;0.0;327.19
63381;89243.28;197.69;815.22
63385;49695.9;0.0;208.5
63386;84959.49;146.37;817.97
63390;96291.53;332.29;286.91
63391;43495.99;302.25;330.48
63392;94865.72;95.55;387.95
63395;72969.44;382.59;720.59
63400;81784.91;371.38;921.73
63401;69560.57;242.23;22.79
63402;33040.92;133.2;448.92
63403;69528.36;95.55;128.06
63405;78318.42;113.76;255.69
63409;53064.98;337.79;20.59
63410;71032.4;0.0;151.5
63417;111650.9;320.15;937.75
63419;69036.01;749.47;312.44
63423;92805.76;95.55;256.86
63425;107751.03;433.91;1018.74
63427;102523.68;270.79;911.73
63428;62065.01;749.47;733.71
63429;44344.45;95.55;317.98
63432;130068.36;386.52;1333.47
63437;120583.32;542.29;494.17
63438;89254.79;18.2;397.38
63443;129745.68;320.15;944.03
63444;105600.18;95.55;552.99
63445;136992.35;338.36;1112.97
63446;97006.82;51.32;306.24
63454;76237.04;0.0;168.52
63455;117522.95;433.91;1099.91
63457;105250.33;382.59;954.62
63458;57921.02;95.55;483.04
63459;111439.36;422.7;881.96
63460;72247.83;0.0;151.5
63462;88509.99;558.98;1439.62
63463;56957.11;0.0;1092.71
63466;48501.12;95.55;133.84
63469;54842.19;0.0;719.68
63471;92804.88;839.96;927.73
64006;15737.77;0.0;0.0
64007;82189.93;539.1;2869.7
64008;98546.81;0.0;1050.92
64013;94039.94;0.0;1050.92
64014;59268.13;40.53;124.78
64019;70054.34;164.02;975.03
64021;75939.4;340.01;1831.88
64029;80003.53;465.17;93.22
64031;61840.97;164.02;2158.0
64032;69847.22;0.0;1577.72
64033;59249.12;0.0;1577.72
64035;88815.89;202.29;1294.6
64041;99122.14;227.71;1527.68
64045;74471.08;0.0;2025.96
64050;73275.49;0.0;2336.71
64054;65329.52;75.47;835.22
64057;59049.59;0.0;1156.6
64061;92961.85;227.71;1942.31
64064;98628.35;539.1;2869.7
64066;118281.04;0.0;1050.92
64067;90684.18;227.71;1356.31
64070;81670.32;266.57;1443.01
64075;72218.93;0.0;2390.15
64078;65525.83;266.57;1238.7
64085;9962.79;0.0;0.0
64086;69062.08;16.85;337.26
64088;53578.0;62.4;1091.85
64090;49677.34;38.85;745.78
64092;15029.54;0.0;0.0
64093;74720.51;465.17;911.84
64097;96274.61;340.01;1832.73
64099;55314.62;0.0;120.92
64107;31475.23;0.0;0.0
64111;43020.01;196.65;903.69
64113;60096.24;164.02;1727.12
64115;95489.85;0.0;911.84
64119;69965.98;227.71;1316.31
64126;125571.12;539.1;2933.65
64127;17697.98;0.0;45.2
64131;101495.54;239.26;1883.04
64133;79021.09;227.71;1314.77
64135;75690.88;107.99;1131.63
64136;6351.69;0.0;9994.5
64137;67722.53;96.44;749.26
64138;96277.94;227.71;1334.48
64140;112040.46;202.29;1521.77
64141;67877.55;38.85;985.68
64147;102109.13;366.32;1857.53
64148;58731.35;0.0;514.32
64154;77865.67;0.0;1050.92
64158;43484.43;38.85;1217.8
64159;48674.17;175.68;868.28
64161;76476.89;209.61;2253.35
64162;38151.84;0.0;0.0
64173;61703.03;196.65;903.69
64174;56751.17;196.65;903.69
64176;43389.66;0.0;710.3
64179;62917.47;62.4;1100.61
64181;52095.24;0.0;455.69
64186;70880.57;0.0;1577.72
64193;40615.86;196.65;1228.26
64196;61540.41;175.68;1906.99
64200;42496.1;0.0;455.69
64202;103278.68;0.0;3603.68
64203;64862.29;266.57;1352.13
64205;100431.3;209.61;3069.83
64207;79736.95;539.1;3024.46
64209;84153.95;539.1;3011.75
64210;45963.68;196.65;1267.53
64212;47578.14;227.71;965.32
64214;75431.6;0.0;2336.71
64217;52283.6;465.17;0.0
64218;29691.99;0.0;0.0
64221;88400.24;0.0;2552.75
64228;79366.08;164.02;2543.36
64230;96796.6;766.81;1069.5
64235;110102.42;164.02;3680.49
64238;81283.52;318.56;1250.0
64243;48120.17;152.73;1207.76
64244;65293.21;465.17;9.39
64246;85596.26;340.01;1743.39
64247;74914.42;0.0;911.84
64249;96027.37;202.29;1294.6
64254;64755.63;0.0;1288.77
64255;98684.47;202.29;1358.52
64257;47697.07;54.01;536.19
64266;77118.56;340.01;1637.73
64269;122281.58;378.86;2226.56
64273;75584.15;0.0;1357.76
64274;90823.42;0.0;1050.92
64275;124366.69;0.0;1050.92
64276;69739.43;465.17;2824.5
64277;72524.48;164.02;1312.29
64280;37714.02;0.0;205.68
64283;63011.48;0.0;1050.92
64288;89389.56;227.71;1943.01
64291;76640.07;164.02;2158.0
64298;15928.79;0.0;0.0
64311;21160.34;175.68;433.34
64314;73149.29;0.0;2025.96
64315;101229.45;340.5;1486.01
64316;15364.48;0.0;0.0
64322;67260.39;0.0;1050.92
64331;48565.82;196.65;1267.53
64332;53075.97;212.55;1943.94
64335;119843.78;266.57;1485.63
64338;43035.93;381.93;1104.82
64344;62987.01;318.56;1383.38
64357;41127.09;196.65;1337.03
64358;73391.87;340.01;1637.73
64359;55936.64;465.17;120.92
64360;72242.75;465.17;2824.5
64361;39362.15;420.79;1425.35
64368;71950.12;164.02;2413.52
64370;77265.36;442.24;1029.94
64373;105068.3;301.64;1571.34
64376;100602.46;227.71;1356.31
64381;70119.59;465.17;1023.36
64382;43955.1;0.0;1079.2
64392;49380.13;214.53;540.61
64394;57517.92;175.68;1974.95
64395;60768.4;175.68;1582.42
64398;56969.45;287.98;928.4
64399;85504.83;266.57;1352.13
64403;89805.41;0.0;2552.75
64406;47975.54;38.85;979.82
64408;31597.83;214.53;668.37
64409;92028.1;539.1;2879.09
64414;76736.31;0.0;2552.75
64418;84167.09;152.73;1145.83
64421;77949.17;614.57;3278.81
64423;88980.9;107.99;3330.47
64424;68391.77;0.0;911.84
64425;49938.3;164.02;1061.24
64430;106578.5;107.99;1394.09
64433;95072.48;0.0;93.22
64435;121460.05;272.01;2638.95
64437;57378.26;0.0;2025.96
64439;106789.61;340.01;1987.96
64449;66693.31;539.1;2785.88
64450;55617.57;152.73;1697.34
64451;56166.92;308.95;948.83
64453;106748.46;318.56;1592.4
64458;105786.8;539.1;3799.85
64462;86620.6;272.01;1732.4
64466;70266.49;0.0;2552.75
64471;88958.42;107.99;1196.36
64473;34495.68;0.0;205.68
64476;83372.1;0.0;1312.29
64480;99983.77;0.0;2552.75
64482;70633.98;442.24;1413.26
64484;124971.01;0.0;1050.92
64485;127961.03;0.0;1050.92
64486;41280.82;214.53;884.67
64488;49013.86;442.24;1738.68
64489;73088.11;0.0;1312.29
64493;100372.71;164.02;3594.28
64495;78413.89;157.29;1238.68
64496;132006.4;366.32;2052.98
64500;82148.38;107.99;1732.4
64504;56221.61;40.53;764.52
64505;79629.28;107.99;1394.09
64508;52933.96;465.17;9.39
64514;43728.24;191.58;1462.12
64515;38808.66;196.65;477.08
64518;80803.17;340.01;1831.88
64521;62994.05;152.73;1213.85
64525;88169.51;227.71;1319.51
64529;97209.18;465.17;1473.2
64532;54048.38;214.53;884.67
64537;84141.97;0.0;902.44
64542;7732.92;0.0;9994.5
64544;41136.24;327.92;1036.86
64546;98659.93;366.32;1578.47
64548;47334.13;191.58;1224.15
64550;83649.13;301.64;1326.77
64551;79028.19;539.1;2933.65
64552;31865.84;175.68;777.4
64559;77404.04;0.0;911.84
64560;58829.75;266.57;1577.25
65002;117169.83;112.3;1336.42
65009;107881.69;95.4;547.56
65012;146787.71;0.0;1394.52
65014;100659.42;0.0;825.97
65018;14315.75;0.0;0.0
65021;20981.1;0.0;288.63
65023;28040.76;0.0;0.0
65026;114169.63;0.0;992.18
65028;76190.31;95.4;276.73
65034;31146.15;0.0;455.06
65035;96534.18;577.26;1333.83
65039;37050.48;0.0;2346.38
65041;16953.11;0.0;455.06
65045;19867.23;0.0;288.63
65049;91463.72;175.68;1405.34
65052;83430.08;112.3;973.22
65055;84269.47;0.0;845.7
65057;106283.17;112.3;1143.02
65058;20498.16;0.0;0.0
65059;99699.75;0.0;506.24
65062;93248.27;112.3;952.91
65064;11614.44;0.0;0.0
65065;100391.96;297.59;1809.57
65068;89070.64;0.0;612.51
65073;83423.88;401.58;1639.41
65074;78321.54;95.4;230.88
65075;83502.56;0.0;2588.47
65092;35380.55;0.0;0.0
65094;108671.03;0.0;633.4
65099;65657.91;0.0;2588.47
65103;66128.0;401.58;1302.99
65107;87373.11;112.3;941.03
65110;56310.56;0.0;716.07
65111;35210.16;0.0;455.06
65120;78890.8;112.3;885.31
65124;40228.96;0.0;0.0
65126;103966.06;0.0;863.67
65128;103021.73;0.0;630.95
65129;122019.53;0.0;1439.94
65130;97905.2;175.68;1743.27
65132;74122.3;112.3;1568.14
65138;12812.47;0.0;364.1
65139;98535.01;0.0;825.97
65143;50670.55;0.0;663.19
65144;58626.68;0.0;465.46
65145;74785.53;0.0;736.47
65146;88518.21;401.58;1149.28
65150;91239.0;0.0;226.09
65151;75345.85;401.58;1302.99
65153;67173.65;112.3;1027.23
65154;140110.74;0.0;1394.52
65160;47304.77;196.65;452.83
65164;83359.63;112.3;941.03
65166;33132.28;0.0;455.06
65169;12351.9;0.0;288.63
65175;25310.61;0.0;259.52
65176;6553.11;0.0;0.0
65178;51168.04;289.28;519.13
65187;118573.72;95.4;646.23
65191;18659.85;0.0;67.6
65196;83778.02;464.96;1504.79
65200;27959.32;0.0;176.83
65203;76653.35;112.3;941.03
65205;68060.59;0.0;2588.47
65206;57656.86;112.3;1027.23
65208;37965.06;0.0;0.0
65211;77920.63;0.0;2588.47
65217;97732.96;0.0;547.56
65220;95632.67;112.3;739.02
65221;80495.67;112.3;1700.32
65225;67154.86;112.3;1027.23
65226;104625.62;112.3;892.47
65230;169241.44;95.4;1585.29
65232;53342.4;401.58;1235.02
65238;34662.55;0.0;176.83
65250;68907.6;289.28;1131.98
65251;111009.61;112.3;1082.11
65254;71206.32;401.58;1302.99
65255;55679.53;0.0;2588.47
65257;119748.44;112.3;1392.37
65261;99599.92;95.4;312.49
65264;76014.45;175.68;2014.22
65265;64480.7;112.3;1027.23
65268;66673.45;112.3;684.6
65271;99371.66;112.3;973.22
65282;12586.86;0.0;2588.47
65289;66002.36;289.28;956.05
65292;81228.78;340.01;1775.58
65297;67326.81;401.58;1302.99
65301;70731.17;401.58;1345.78
65304;105482.1;175.68;1788.67
65306;90325.13;0.0;834.86
65307;149635.03;95.4;1585.29
65308;50245.9;289.28;629.89
65312;93110.13;0.0;834.86
65313;81353.79;112.3;892.73
65316;102498.66;95.4;452.73
65319;113069.59;95.4;566.46
65324;40544.52;112.3;776.08
65329;39470.18;0.0;140.25
65338;55845.27;112.3;1347.79
65346;54661.56;112.3;952.91
65347;64739.71;0.0;825.97
65348;49725.6;0.0;465.46
65349;47637.07;0.0;465.46
65353;97373.21;112.3;1316.98
65355;79836.17;112.3;941.03
65357;73885.28;112.3;1316.98
65358;93823.26;0.0;530.9
65362;69429.79;0.0;736.47
65364;54101.95;112.3;616.54
65366;103818.66;112.3;1330.01
65368;88261.24;95.4;992.18
65369;74537.34;112.3;1235.02
65371;80674.61;0.0;845.7
65374;93431.38;289.28;923.85
65378;59903.8;112.3;1231.14
65379;54567.44;0.0;2588.47
65383;87356.22;289.28;923.85
65392;70061.33;112.3;739.02
65395;52946.18;0.0;516.29
65396;63828.23;0.0;845.7
65397;72750.93;401.58;1302.99
65398;142991.67;0.0;825.97
65401;94829.81;112.3;892.73
65404;94468.01;0.0;420.14
65408;4229.28;0.0;0.0
65414;78880.12;401.58;1639.41
65417;109708.95;112.3;1022.41
65418;65778.36;401.58;1302.99
65422;43138.36;196.65;473.26
65427;139523.24;0.0;825.97
65428;29703.85;0.0;288.63
65435;66366.49;0.0;736.47
65439;53965.97;112.3;616.54
65443;56886.01;112.3;1235.02
65445;89948.36;0.0;834.86
65449;103703.21;0.0;863.67
65450;31553.17;0.0;0.0
65452;86449.29;289.28;1077.56
65453;95406.36;0.0;825.97
65455;116681.44;95.4;633.4
65458;33948.37;0.0;288.63
65461;81395.84;289.28;1131.98
65468;93869.68;0.0;612.51
65472;107502.34;175.68;2131.42
65475;76014.72;95.4;230.88
65476;53084.95;196.65;477.08
65478;34321.96;0.0;593.39
65480;58375.84;0.0;593.39
66001;24930.61;55.35;24.41
66002;82473.42;313.88;1670.92
66003;25705.02;1658.79;0.0
66004;14222.73;0.0;0.0
66008;70918.44;313.88;1618.29
66011;79432.12;313.88;1646.14
66016;49290.28;157.43;100.04
66020;44781.84;0.0;0.0
66022;9946.63;0.0;9460.83
66026;60357.98;313.88;1581.92
66030;45491.3;35.62;911.62
66038;86012.75;156.45;1149.18
66040;16502.97;0.0;9460.83
66046;43195.82;1572.38;480.28
66053;51993.95;278.27;879.97
66057;68919.91;0.0;685.96
66062;50166.96;615.1;0.0
66063;47243.43;72.88;127.06
66071;54591.94;1607.99;1360.9
66074;46713.41;0.0;685.96
66082;19407.16;0.0;0.0
66089;44238.91;0.0;751.24
66091;26957.87;0.0;0.0
66093;38879.75;278.27;829.67
66094;69388.72;313.88;1634.57
66095;109205.65;615.1;0.0
66096;48311.35;1589.91;654.66
66098;62106.17;0.0;0.0
66101;66965.45;156.45;987.59
66107;41763.04;1572.38;567.36
66108;80056.1;35.62;1030.11
66109;30533.45;0.0;685.96
66112;35701.67;72.88;53.29
66113;4308.22;0.0;0.0
66115;41937.03;295.8;808.91
66118;32991.41;0.0;640.5
66121;62446.51;35.62;907.91
66122;10207.86;0.0;0.0
66125;27486.2;0.0;0.0
66128;20011.07;0.0;0.0
66129;77488.13;313.88;1646.14
66130;65322.88;615.1;0.0
66133;81275.61;313.88;1634.57
66138;77397.32;156.45;1054.89
66139;46342.15;1572.38;480.28
66140;58934.87;35.62;936.16
66141;79820.42;156.45;1054.89
66143;32196.73;0.0;615.54
66145;80866.97;156.45;1149.18
66147;54224.29;615.1;0.0
66157;16903.09;0.0;0.0
