CODGEO;LIBGEO;MED15;TP6015
31239;L'Isle-en-Dodon;17435;
31240;Issus;23461;
31241;Izaut-de-l'Hôtel;17609;
31242;Jurvielle;;
31243;Juzes;;
31244;Juzet-de-Luchon;20865;
31245;Juzet-d'Izaut;19595;
31246;Labarthe-Inard;19638;
31247;Labarthe-Rivière;20623;
31248;Labarthe-sur-Lèze;22361;9
31249;Labastide-Beauvoir;23052;
31250;Labastide-Clermont;19050;
31251;Labastide-Paumès;19030;
31252;Labastide-Saint-Sernin;23266;
31253;Labastidette;21841;9
31254;Labège;23214;9
31255;Labroquère;20464;
31256;Labruyère-Dorsa;24783;
31258;Lacaugne;20643;
31259;Lacroix-Falgarde;28892;
31260;Laffite-Toupière;;
31261;Lafitte-Vigordane;21975;
31262;Lagarde;20996;
31263;Lagardelle-sur-Lèze;22114;8
31264;Lagrâce-Dieu;22798;
31265;Lagraulet-Saint-Nicolas;21409;
31266;Lahage;20401;
31267;Lahitère;;
31268;Lalouret-Laffiteau;19605;
31269;Lamasquère;22328;
31270;Landorthe;22024;
31271;Lanta;23865;
31272;Lapeyrère;;
31273;Lapeyrouse-Fossat;28047;
31274;Larcan;19722;
31275;Laréole;21792;
31276;Larroque;18717;
31277;Lasserre;25773;
31278;Latoue;19070;
31279;Latour;;
31280;Latrape;17951;
31281;Launac;20861;
31282;Launaguet;21693;10
31283;Lautignac;21372;
31284;Lauzerville;29456;
31285;Lavalette;26613;
31286;Lavelanet-de-Comminges;20901;
31287;Lavernose-Lacasse;22654;7
31288;Layrac-sur-Tarn;21088;
31289;Lécussan;20199;
31290;Lège;;
31291;Léguevin;24333;7
31292;Lescuns;;
31293;Lespinasse;21948;8
31294;Lespiteau;;
31295;Lespugue;;
31296;Lestelle-de-Saint-Martory;19182;
31297;Lévignac;24384;
31298;Lez;;
31299;Lherm;21841;11
31300;Lieoux;19923;
31301;Lilhac;17887;
31302;Lodes;19375;
31303;Longages;21106;11
31304;Loubens-Lauragais;23291;
31305;Loudet;21363;
31306;Lourde;;
31307;Lunax;;
31308;Luscan;;
31309;Lussan-Adeilhac;19929;
31310;Lux;21876;
31311;La Magdelaine-sur-Tarn;21193;
31312;Mailholas;;
31313;Malvezie;20010;
31314;Mancioux;21025;
31315;Mane;18583;
31316;Marignac;18246;
31317;Marignac-Lasclares;19717;
31318;Marignac-Laspeyres;20520;
31319;Marliac;20197;
31320;Marquefave;21377;
31321;Marsoulas;21302;
31322;Martisserre;;
31323;Martres-de-Rivière;21576;
31324;Martres-Tolosane;18735;16
31325;Mascarville;23378;
31326;Massabrac;;
31327;Mauran;19249;
31328;Mauremont;23922;
31329;Maurens;21373;
31330;Mauressac;19876;
31331;Maureville;23013;
31332;Mauvaisin;20694;
31333;Mauvezin;;
31334;Mauzac;23718;
31335;Mayrègne;;
31336;Mazères-sur-Salat;20288;
31337;Melles;17388;
31338;Menville;25413;
31339;Mérenvielle;25696;
31340;Mervilla;34692;
31341;Merville;22551;9
31342;Milhas;20609;
31343;Mirambeau;;
31344;Miramont-de-Comminges;17813;
31345;Miremont;21011;11
31346;Mirepoix-sur-Tarn;20629;
31347;Molas;18475;
31348;Moncaup;;
31349;Mondavezan;20598;
31350;Mondilhan;;
31351;Mondonville;23226;7
31352;Mondouzil;28707;
31353;Monès;;
31354;Monestrol;;
31355;Mons;29703;
31356;Montaigut-sur-Save;26425;
31357;Montastruc-de-Salies;18447;
31358;Montastruc-la-Conseillère;25125;6
31359;Montastruc-Savès;;
31360;Montauban-de-Luchon;20813;
31361;Montaut;24412;
31362;Montberaud;17917;
31363;Montbernard;16729;
31364;Montberon;24839;
31365;Montbrun-Bocage;14988;
31366;Montbrun-Lauragais;28196;
31367;Montclar-de-Comminges;;
31368;Montclar-Lauragais;22945;
31369;Mont-de-Galié;;
31370;Montégut-Bourjac;19671;
31371;Montégut-Lauragais;20135;
31372;Montespan;19732;
31373;Montesquieu-Guittaut;18624;
31374;Montesquieu-Lauragais;24220;
31375;Montesquieu-Volvestre;18838;19
31376;Montgaillard-de-Salies;17054;
31377;Montgaillard-Lauragais;21811;
31378;Montgaillard-sur-Save;;
31379;Montgazin;24847;
31380;Montgeard;22005;
31381;Montgiscard;24227;
31382;Montgras;22042;
31383;Montjoire;23201;
31384;Montlaur;24476;
31385;Montmaurin;17588;
31386;Montoulieu-Saint-Bernard;21167;
31387;Montoussin;25488;
31388;Montpitol;28348;
31389;Montrabé;25869;7
31390;Montréjeau;16438;29
31391;Montsaunès;21513;
31392;Mourvilles-Basses;;
31393;Mourvilles-Hautes;22950;
31394;Moustajon;22051;
31395;Muret;20236;16
31396;Nailloux;21163;12
31397;Nénigan;;
31398;Nizan-Gesse;;
31399;Noé;20634;10
31400;Nogaret;;
31401;Noueilles;23726;
31402;Odars;27124;
31403;Ondes;22196;
31404;Oô;;
31405;Ore;21749;
31406;Palaminy;19952;
31407;Paulhac;25022;
31408;Payssous;;
31409;Péchabou;28382;
31410;Pechbonnieu;23909;7
31411;Pechbusque;36077;
31412;Péguilhan;17156;
31413;Pelleport;22199;
31414;Peyrissas;;
31415;Peyrouzet;;
31416;Peyssies;23425;
31417;Pibrac;28476;5
31418;Pin-Balma;32827;
31419;Le Pin-Murelet;19225;
31420;Pinsaguel;22709;9
31421;Pins-Justaret;22485;7
31422;Plagne;;
31423;Plagnole;20729;
31424;Plaisance-du-Touch;24087;9
31425;Le Plan;18799;
31426;Pointis-de-Rivière;20995;
31427;Pointis-Inard;18991;
31428;Polastron;;
31429;Pompertuzat;25968;
31430;Ponlat-Taillebourg;20117;
31431;Portet-d'Aspet;;
31432;Portet-de-Luchon;;
31433;Portet-sur-Garonne;21045;12
31434;Poubeau;;
31435;Poucharramet;21053;
31436;Pouy-de-Touges;19825;
31437;Pouze;;
31438;Pradère-les-Bourguets;23825;
31439;Préserville;27672;
31440;Proupiary;;
31441;Prunet;23393;
31442;Puydaniel;21329;
31443;Puymaurin;16717;
31444;Puysségur;21566;
31445;Quint-Fonsegrives;26159;5
31446;Ramonville-Saint-Agne;23226;14
31447;Razecueillé;;
31448;Rebigue;30398;
31449;Régades;21571;
31450;Renneville;22843;
31451;Revel;18697;17
31452;Rieucazé;;
31453;Rieumajou;23272;
31454;Rieumes;19981;11
31455;Rieux-Volvestre;20032;12
31456;Riolas;;
31457;Roquefort-sur-Garonne;20552;
31458;Roques;22895;10
31459;Roquesérière;24742;
31460;Roquettes;23691;6
31461;Rouède;18330;
31462;Rouffiac-Tolosan;29443;
31463;Roumens;22703;
31464;Sabonnères;19389;
31465;Saccourvielle;;
31466;Saiguède;23669;
31467;Saint-Alban;21783;8
31468;Saint-André;18992;
31469;Saint-Araille;18992;
31470;Saint-Aventin;;
31471;Saint-Béat;18341;
31472;Saint-Bertrand-de-Comminges;18137;
31473;Saint-Cézert;22882;
31474;Saint-Christaud;20462;
31475;Saint-Clar-de-Rivière;22041;
31476;Saint-Élix-le-Château;20375;
31477;Saint-Élix-Séglan;;
31478;Saint-Félix-Lauragais;19658;
31479;Saint-Ferréol-de-Comminges;;
31480;Sainte-Foy-d'Aigrefeuille;27763;
31481;Sainte-Foy-de-Peyrolières;21857;
31482;Saint-Frajou;19416;
31483;Saint-Gaudens;18001;23
31484;Saint-Geniès-Bellevue;26264;
31485;Saint-Germier;24385;
31486;Saint-Hilaire;22859;
31487;Saint-Ignan;21092;
31488;Saint-Jean;24088;7
31489;Saint-Jean-Lherm;27407;
31490;Saint-Jory;21444;10
31491;Saint-Julia;20194;
31492;Saint-Julien-sur-Garonne;20387;
31493;Saint-Lary-Boujean;18307;
31494;Saint-Laurent;19700;
31495;Saint-Léon;22616;
31496;Sainte-Livrade;24805;
31497;Saint-Loup-Cammas;25058;
31498;Saint-Loup-en-Comminges;;
31499;Saint-Lys;21635;9
31500;Saint-Mamet;19742;
31501;Saint-Marcel-Paulel;27061;
31502;Saint-Marcet;18987;
31503;Saint-Martory;17948;
31504;Saint-Médard;22943;
31505;Saint-Michel;19831;
31506;Saint-Orens-de-Gameville;24497;7
31507;Saint-Paul-sur-Save;21533;
31508;Saint-Paul-d'Oueil;;
31509;Saint-Pé-d'Ardet;19761;
31510;Saint-Pé-Delbosc;18442;
31511;Saint-Pierre;26127;
31512;Saint-Pierre-de-Lages;25901;
31513;Saint-Plancard;17605;
31514;Saint-Rome;;
31515;Saint-Rustice;23419;
31516;Saint-Sauveur;23269;
31517;Saint-Sulpice-sur-Lèze;19820;16
31518;Saint-Thomas;23069;
31519;Saint-Vincent;23180;
31520;Sajas;19425;
31521;Saleich;18048;
31522;Salerm;;
31523;Salies-du-Salat;19403;
31524;Salles-et-Pratviel;19880;
31525;Salles-sur-Garonne;21101;
31526;La Salvetat-Saint-Gilles;24336;7
31527;La Salvetat-Lauragais;22086;
31528;Saman;18374;
31529;Samouillan;15032;
31530;Sana;20764;
31531;Sarrecave;;
31532;Sarremezan;;
31533;Saubens;25105;
31534;Saussens;22366;
31535;Sauveterre-de-Comminges;19210;
31536;Saux-et-Pomarède;21747;
31537;Savarthès;23144;
31538;Savères;20358;
31539;Sédeilhac;;
31540;Ségreville;21758;
31541;Seilh;27305;
31542;Seilhan;19384;
31543;Sénarens;19388;
31544;Sengouagnet;18646;
31545;Sepx;21834;
31546;Seyre;24187;
31547;Seysses;22136;9
31548;Signac;;
31549;Sode;;
31550;Soueich;19700;
31551;Tarabel;24342;
31552;Terrebasse;20132;
31553;Thil;23297;
31554;Touille;20745;
31555;Toulouse;20289;19
31556;Les Tourreilles;19808;
31557;Tournefeuille;27326;7
31558;Toutens;22368;
31559;Trébons-de-Luchon;;
31560;Trébons-sur-la-Grasse;24012;
31561;L'Union;25685;6
31562;Urau;20849;
31563;Vacquiers;25038;
31564;Valcabrère;21677;
31565;Valentine;18691;
31566;Vallègue;23151;
31567;Vallesvilles;25092;
31568;Varennes;24831;
31569;Vaudreuille;21008;
31570;Vaux;23470;
31571;Vendine;20424;
31572;Venerque;24665;
31573;Verfeil;23032;7
31574;Vernet;22275;9
31575;Vieille-Toulouse;41491;
31576;Vieillevigne;26198;
31577;Vignaux;23496;
31578;Vigoulet-Auzil;38724;
31579;Villariès;23856;
31580;Villate;23954;
31581;Villaudric;20962;
31582;Villefranche-de-Lauragais;21066;10
31583;Villematier;22340;
31584;Villemur-sur-Tarn;19280;15
31585;Villeneuve-de-Rivière;21918;
31586;Villeneuve-Lécussan;20745;
31587;Villeneuve-lès-Bouloc;23123;
31588;Villeneuve-Tolosane;22607;10
31589;Villenouvelle;22300;
31590;Binos;;
31591;Escoulis;;
31592;Larra;23640;
31593;Cazac;;
32001;Aignan;17186;
32002;Ansan;;
32003;Antras;;
32004;Arblade-le-Bas;20433;
32005;Arblade-le-Haut;21035;
32007;Ardizas;21547;
32008;Armentieux;;
32009;Armous-et-Cau;;
32010;Arrouède;15587;
32012;Aubiet;20869;
32013;Auch;19613;17
32014;Augnax;21285;
32015;Aujan-Mournède;;
32016;Auradé;24505;
32017;Aurensan;19948;
32018;Aurimont;19753;
32019;Auterive;21871;
32020;Aux-Aussat;20433;
32021;Avensac;;
32022;Avéron-Bergelle;17054;
32023;Avezan;;
32024;Ayguetinte;18414;
32025;Ayzieu;18268;
32026;Bajonnette;17596;
32027;Barcelonne-du-Gers;20013;
32028;Barcugnan;15213;
32029;Barran;19640;
32030;Bars;23122;
32031;Bascous;16671;
32032;Bassoues;16704;
32033;Bazian;16969;
32034;Bazugues;;
32035;Beaucaire;18862;
32036;Beaumarchés;17750;
32037;Beaumont;21337;
32038;Beaupuy;25206;
32039;Beccas;17232;
32040;Bédéchan;21790;
32041;Bellegarde;18274;
32042;Belloc-Saint-Clamens;20182;
32043;Belmont;18884;
32044;Béraut;22126;
32045;Berdoues;18976;
32046;Bernède;20294;
32047;Berrac;;
32048;Betcave-Aguin;;
32049;Bétous;;
32050;Betplan;;
32051;Bézéril;21238;
32052;Bezolles;14991;
32053;Bézues-Bajon;19161;
32054;Biran;21018;
32055;Bivès;20459;
32056;Blanquefort;;
32057;Blaziert;23015;
32058;Blousson-Sérian;;
32059;Bonas;17792;
32060;Boucagnères;22429;
32061;Boulaur;20053;
32062;Bourrouillan;23756;
32063;Bouzon-Gellenave;18811;
32064;Bretagne-d'Armagnac;18823;
32065;Le Brouilh-Monbert;18909;
32066;Brugnens;20673;
32067;Cabas-Loumassès;;
32068;Cadeilhan;20419;
32069;Cadeillan;;
32070;Cahuzac-sur-Adour;18690;
32071;Caillavet;20220;
32072;Callian;;
32073;Campagne-d'Armagnac;18784;
32074;Cannet;;
32075;Cassaigne;20073;
32076;Castelnau-Barbarens;19876;
32077;Castelnau-d'Anglès;;
32078;Castelnau-d'Arbieu;20171;
32079;Castelnau d'Auzan Labarrère;17923;
32080;Castelnau-sur-l'Auvignon;20575;
32081;Castelnavet;16099;
32082;Castéra-Lectourois;19115;
32083;Castéra-Verduzan;19274;
32084;Castéron;;
32085;Castet-Arrouy;18103;
32086;Castex;;
32087;Castex-d'Armagnac;20560;
32088;Castillon-Debats;19576;
32089;Castillon-Massas;20138;
32090;Castillon-Savès;23044;
32091;Castin;22413;
32092;Catonvielle;23435;
32093;Caumont;19401;
32094;Caupenne-d'Armagnac;20539;
32095;Caussens;19719;
32096;Cazaubon;18117;
32097;Cazaux-d'Anglès;18872;
32098;Cazaux-Savès;22102;
32099;Cazaux-Villecomtal;;
32100;Cazeneuve;18316;
32101;Céran;19567;
32102;Cézan;19731;
32103;Chélan;17147;
32104;Clermont-Pouyguillès;18957;
32105;Clermont-Savès;23967;
32106;Cologne;19493;
32107;Condom;17697;21
32108;Corneillan;19423;
32109;Couloumé-Mondebat;17155;
32110;Courrensan;18977;
32111;Courties;;
32112;Crastes;19914;
32113;Cravencères;;
32114;Cuélas;18102;
32115;Dému;18187;
32116;Duffort;14094;
32117;Duran;23747;
32118;Durban;21383;
32119;Eauze;18128;19
32120;Encausse;23282;
32121;Endoufielle;23455;
32122;Esclassan-Labastide;18735;
32123;Escorneboeuf;22886;
32124;Espaon;21277;
32125;Espas;16852;
32126;Estampes;19643;
32127;Estang;17067;
32128;Estipouy;20223;
32129;Estramiac;18318;
32130;Faget-Abbatial;17370;
32131;Flamarens;19787;
32132;Fleurance;18498;18
32133;Fourcès;18748;
32134;Frégouville;22797;
32135;Fustérouau;16366;
32136;Galiax;18087;
32138;Garravet;18277;
32139;Gaudonville;20843;
32140;Gaujac;;
32141;Gaujan;16164;
32142;Gavarret-sur-Aulouste;19856;
32143;Gazaupouy;18559;
32144;Gazax-et-Baccarisse;;
32145;Gée-Rivière;;
32146;Gimbrède;17848;
32147;Gimont;20110;12
32148;Giscaro;;
32149;Gondrin;18584;
32150;Goutz;19180;
32151;Goux;;
32152;Haget;18838;
32153;Haulies;20277;
32154;Homps;20027;
32155;Le Houga;19144;
32156;Idrac-Respaillès;18374;
32157;L'Isle-Arné;18366;
32158;L'Isle-Bouzon;19717;
32159;L'Isle-de-Noé;19389;
32160;L'Isle-Jourdain;21783;11
32161;Izotges;17721;
32162;Jegun;19867;
32163;Jû-Belloc;17457;
32164;Juillac;16748;
32165;Juilles;21468;
32166;Justian;19489;
32167;Laas;17849;
32168;Labarrère;;
32169;Labarthe;20747;
32170;Labarthète;19457;
32171;Labastide-Savès;22065;
32172;Labéjan;19856;
32173;Labrihe;20344;
32174;Ladevèze-Rivière;19936;
32175;Ladevèze-Ville;20289;
32176;Lagarde;21508;
32177;Lagarde-Hachan;19777;
32178;Lagardère;;
32180;Lagraulet-du-Gers;18673;
32181;Laguian-Mazous;19136;
32182;Lahas;19365;
32183;Lahitte;23039;
32184;Lalanne;18049;
32185;Lalanne-Arqué;19300;
32186;Lamaguère;;
32187;Lamazère;19671;
32188;Lamothe-Goas;;
32189;Lannemaignan;;
32190;Lannepax;18250;
32191;Lanne-Soubiran;18177;
32192;Lannux;17860;
32193;Larée;19551;
32194;Larressingle;21248;
32195;Larroque-Engalin;;
32196;Larroque-Saint-Sernin;17405;
32197;Larroque-sur-l'Osse;20317;
32198;Lartigue;21105;
32199;Lasserade;19591;
32200;Lasséran;22471;
32201;Lasseube-Propre;22610;
32202;Laujuzan;18433;
32203;Lauraët;18022;
32204;Lavardens;19508;
32205;Laveraët;19080;
32206;Laymont;18530;
32207;Leboulin;24502;
32208;Lectoure;19457;16
32209;Lelin-Lapujolle;19252;
32210;Lias;25175;
32211;Lias-d'Armagnac;16850;
32212;Ligardes;18621;
32213;Lombez;19722;12
32214;Loubédat;19087;
32215;Loubersan;18159;
32216;Lourties-Monbrun;19171;
32217;Louslitges;;
32218;Loussous-Débat;;
32219;Lupiac;18174;
32220;Luppé-Violles;19097;
32221;Lussan;21283;
32222;Magnan;18997;
32223;Magnas;;
32224;Maignaut-Tauzia;21665;
32225;Malabat;19038;
32226;Manas-Bastanous;;
32227;Manciet;18599;
32228;Manent-Montané;;
32229;Mansempuy;;
32230;Mansencôme;;
32231;Marambat;20825;
32232;Maravat;;
32233;Marciac;18337;
32234;Marestaing;24084;
32235;Margouët-Meymes;17174;
32236;Marguestau;;
32237;Marsan;20046;
32238;Marseillan;;
32239;Marsolan;18777;
32240;Mascaras;;
32241;Mas-d'Auvignon;18593;
32242;Masseube;18455;
32243;Mauléon-d'Armagnac;19583;
32244;Maulichères;19682;
32245;Maumusson-Laguian;18128;
32246;Maupas;19865;
32247;Maurens;23214;
32248;Mauroux;15630;
32249;Mauvezin;19151;16
32250;Meilhan;;
32251;Mérens;;
32252;Miélan;17767;
32253;Miradoux;18938;
32254;Miramont-d'Astarac;19565;
32255;Miramont-Latour;18427;
32256;Mirande;18042;18
32257;Mirannes;;
32258;Mirepoix;19549;
32260;Monbardon;;
32261;Monblanc;20950;
32262;Monbrun;24219;
32263;Moncassin;21143;
32264;Monclar;20321;
32265;Monclar-sur-Losse;20909;
32266;Moncorneil-Grazan;19011;
32267;Monferran-Plavès;16375;
32268;Monferran-Savès;22089;
32269;Monfort;20116;
32270;Mongausy;;
32271;Monguilhem;18230;
32272;Monlaur-Bernet;19423;
32273;Monlezun;17261;
32274;Monlezun-d'Armagnac;19016;
32275;Monpardiac;;
32276;Montadet;;
32277;Montamat;20968;
32278;Montaut;18494;
32279;Montaut-les-Créneaux;22489;
32280;Mont-d'Astarac;;
32281;Mont-de-Marrast;16229;
32282;Montégut;23378;
32283;Montégut-Arros;19679;
32284;Montégut-Savès;;
32285;Montesquiou;18007;
32286;Montestruc-sur-Gers;19439;
32287;Monties;;
32288;Montiron;21293;
32289;Montpézat;20845;
32290;Montréal;18823;
32291;Mormès;20407;
32292;Mouchan;19762;
32293;Mouchès;;
32294;Mourède;;
32295;Nizas;22263;
32296;Nogaro;18081;
32297;Noilhan;21554;
32298;Nougaroulet;21699;
32299;Noulens;21530;
32300;Orbessan;21200;
32301;Ordan-Larroque;22442;
32302;Ornézan;21615;
32303;Pallanne;;
32304;Panassac;18245;
32305;Panjas;18900;
32306;Pauilhac;20267;
32307;Pavie;22073;
32308;Pébées;;
32309;Pellefigue;21764;
32310;Perchède;19165;
32311;Pergain-Taillac;18551;
32312;Pessan;21430;
32313;Pessoulens;20030;
32314;Peyrecave;;
32315;Peyrusse-Grande;16703;
32316;Peyrusse-Massas;;
32317;Peyrusse-Vieille;;
32318;Pis;18615;
32319;Plaisance;18425;
32320;Plieux;18219;
32321;Polastron;19096;
32322;Pompiac;22688;
32323;Ponsampère;18874;
32324;Ponsan-Soubiran;19122;
32325;Pouydraguin;20905;
32326;Pouylebon;16616;
32327;Pouy-Loubrin;;
32328;Pouy-Roquelaure;19358;
32329;Préchac;19467;
32330;Préchac-sur-Adour;18042;
32331;Preignan;21094;
32332;Préneron;19771;
32333;Projan;18419;
32334;Pujaudran;25583;
32335;Puycasquier;19117;
32336;Puylausic;22268;
32337;Puységur;;
32338;Ramouzens;20286;
32339;Razengues;22524;
32340;Réans;19614;
32341;Réjaumont;18942;
32342;Ricourt;;
32343;Riguepeu;17311;
32344;Riscle;18441;
32345;La Romieu;19953;
32346;Roquebrune;20293;
32347;Roquefort;20103;
32348;Roquelaure;22401;
32349;Roquelaure-Saint-Aubin;21115;
32350;Roquepine;;
32351;Roques;19996;
32352;Rozès;19826;
32353;Sabaillan;19000;
32354;Sabazan;19402;
32355;Sadeillan;;
32356;Saint-André;20523;
32357;Sainte-Anne;19531;
32358;Saint-Antoine;19067;
32359;Saint-Antonin;22315;
32360;Saint-Arailles;20527;
32361;Saint-Arroman;19498;
32362;Saint-Aunix-Lengros;19223;
32363;Sainte-Aurence-Cazaux;18534;
32364;Saint-Avit-Frandat;;
32365;Saint-Blancard;18861;
32366;Saint-Brès;;
32367;Saint-Christaud;;
32368;Sainte-Christie;20616;
32369;Sainte-Christie-d'Armagnac;20345;
32370;Saint-Clar;19909;
32371;Saint-Créac;;
32372;Saint-Cricq;24481;
32373;Sainte-Dode;18987;
32374;Saint-Élix;19879;
32375;Saint-Élix-Theux;;
32376;Sainte-Gemme;19406;
32377;Saint-Georges;20721;
32378;Saint-Germé;18214;
32379;Saint-Germier;23782;
32380;Saint-Griède;20763;
32381;Saint-Jean-le-Comtal;21166;
32382;Saint-Jean-Poutge;19399;
32383;Saint-Justin;18154;
32384;Saint-Lary;21697;
32385;Saint-Léonard;19215;
32386;Saint-Lizier-du-Planté;22142;
32387;Saint-Loube;;
32388;Sainte-Marie;21864;
32389;Saint-Martin;20848;
32390;Saint-Martin-d'Armagnac;19163;
32391;Saint-Martin-de-Goyne;21985;
32392;Saint-Martin-Gimois;;
32393;Saint-Maur;20417;
32394;Saint-Médard;20015;
32395;Sainte-Mère;18360;
32396;Saint-Mézard;18320;
32397;Saint-Michel;17544;
32398;Saint-Mont;18643;
32399;Saint-Orens;;
32400;Saint-Orens-Pouy-Petit;19300;
32401;Saint-Ost;;
32402;Saint-Paul-de-Baïse;;
32403;Saint-Pierre-d'Aubézies;;
32404;Saint-Puy;18642;
32405;Sainte-Radegonde;21509;
32406;Saint-Sauvy;20202;
32407;Saint-Soulan;22374;
32408;Salles-d'Armagnac;17532;
32409;Samaran;;
32410;Samatan;21229;10
32411;Sansan;20258;
32412;Saramon;18942;
32413;Sarcos;;
32414;Sarragachies;19948;
32415;Sarraguzan;;
32416;Sarrant;21175;
32417;La Sauvetat;18281;
32418;Sauveterre;19653;
32419;Sauviac;18512;
32420;Sauvimont;;
32421;Savignac-Mona;18383;
32422;Scieurac-et-Flourès;;
32423;Séailles;;
32424;Ségos;21679;
32425;Ségoufielle;22752;
32426;Seissan;19431;
32427;Sembouès;;
32428;Sémézies-Cachan;;
32429;Sempesserre;20894;
32430;Sère;;
32431;Sérempuy;;
32432;Seysses-Savès;23355;
32433;Simorre;16919;
32434;Sion;20505;
32435;Sirac;21670;
32436;Solomiac;18521;
32437;Sorbets;18732;
32438;Tachoires;;
32439;Tarsac;20361;
32440;Tasque;17835;
32441;Taybosc;;
32442;Terraube;18383;
32443;Termes-d'Armagnac;19229;
32444;Thoux;22792;
32445;Tieste-Uragnoux;17875;
32446;Tillac;17477;
32447;Tirent-Pontéjac;;
32448;Touget;21091;
32449;Toujouse;17779;
32450;Tourdun;18443;
32451;Tournan;18710;
32452;Tournecoupe;19913;
32453;Tourrenquets;20773;
32454;Traversères;;
32455;Troncens;16453;
32456;Tudelle;;
32457;Urdens;18587;
32458;Urgosse;19244;
32459;Valence-sur-Baïse;17441;
32460;Vergoignan;19901;
32461;Verlus;;
32462;Vic-Fezensac;18321;18
32463;Viella;18409;
32464;Villecomtal-sur-Arros;18384;
32465;Villefranche;18511;
32466;Viozan;18763;
32467;Saint-Caprais;19989;
32468;Aussos;;
33001;Abzac;18503;
33002;Aillas;18817;
33003;Ambarès-et-Lagrave;19203;15
33004;Ambès;18339;16
33005;Andernos-les-Bains;23968;9
33006;Anglade;17597;
33007;Arbanats;21821;
33008;Arbis;19377;
33009;Arcachon;24035;12
33010;Arcins;21736;
33011;Arès;22543;10
33012;Arsac;24707;
33013;Artigues-près-Bordeaux;21816;9
33014;Les Artigues-de-Lussac;20215;
33015;Arveyres;23297;
33016;Asques;22035;
33017;Aubiac;18751;
33018;Val de Virvée;20483;10
33019;Audenge;20773;10
33020;Auriolles;16910;
33021;Auros;19091;
33022;Avensan;21358;7
33023;Ayguemorte-les-Graves;22928;
33024;Bagas;19157;
33025;Baigneaux;19455;
33026;Balizac;20639;
33027;Barie;17936;
33028;Baron;21475;
33029;Le Barp;22019;7
33030;Barsac;19824;14
33031;Bassanne;20900;
33032;Bassens;18561;18
33033;Baurech;22721;
33034;Bayas;18651;
