"LIB_MOD";"CODGEO";"C08_POP15P";"P08_ACT1564";"P08_CHOM1564";"C08_POP15P_CS1";"C08_POP15P_CS2";"C08_POP15P_CS3";"C08_POP15P_CS4";"C08_POP15P_CS5";"C08_POP15P_CS6";"C08_POP15P_CS7";"C08_POP15P_CS8";"C13_POP15P";"P13_ACT1564";"P13_CHOM1564";"C13_POP15P_CS1";"C13_POP15P_CS2";"C13_POP15P_CS3";"C13_POP15P_CS4";"C13_POP15P_CS5";"C13_POP15P_CS6";"C13_POP15P_CS7";"C13_POP15P_CS8";"C18_POP15P";"P18_ACT1564";"P18_CHOM1564";"C18_POP15P_CS1";"C18_POP15P_CS2";"C18_POP15P_CS3";"C18_POP15P_CS4";"C18_POP15P_CS5";"C18_POP15P_CS6";"C18_POP15P_CS7";"C18_POP15P_CS8";"Cadres_2008_%";"Cadres_2013_%";"Cadres_2018_%";"Aturats_2008_%";"Aturats_2013_%";"Aturats_2018_%";"Cad_13_18_%";"At_13_18_%";"CHOM_08_%";"CHOM_13_%";"CHOM_18_%";"CHOM_13_18_%"
"Rueil-Malmaison";92063;62164.8114084033;40302.0079003578;2846.20505402306;4.46401427627628;1846.25097244305;16092.88694547;10802.5988706053;8740.53538247738;2961.02676195299;12485.4095389167;9231.63892226164;63367.3734352592;40670.5960570728;3499.4606447973;7.07404936187717;1819.24123511755;17136.1185489478;10864.4339174747;8161.64386602924;2893.61182494455;13053.7442415777;9431.50575180572;62524.4233434751;39314.4056512804;3769.83625903773;9.14971383231806;2014.98266188313;17103.9086118043;9968.46028140038;7821.52694244683;2598.80197258005;12939.5653959441;10068.027763584;26;27;27;15;15;16;0;7;7;9;10;11
"Saint-Cloud";92064;23718.8059068931;14423.6023026115;1062.17708845779;17.9518048222559;962.258423540565;7345.4886812142;2912.39634302148;2532.83346697301;769.581214634774;4771.5445180821;4406.75145460473;23605.6172398746;14030.0294343512;1061.24538148254;4.0373854487671;906.988913735278;7376.76732136048;3037.88945431221;2454.30376811085;600.713598886367;5169.54111355775;4055.37568446293;24132.968223259;14655.3401683519;1192.64234626516;9.56044468255382;972.753255487507;8016.94224087909;3048.08648266812;2322.61124809636;624.971795410326;4743.55075315262;4394.49200288246;31;31;33;19;17;18;6;5;7;8;8;0
"Sceaux";92071;16146.8616789657;8786.41848603342;589.029328587734;5.6695087484553;375.554180965718;4438.94586018906;2162.12152838992;1463.39610162695;460.657818846656;3936.41367851229;3304.10300168662;16370.9481917497;9004.13158202715;829.356993686775;0;461.242054759747;4409.40626391158;2114.26927086877;1630.33483201731;503.010096545507;4059.68284408466;3193.00282956215;16165.4636153081;8904.99677546925;768.042278120385;0;581.778458181375;4549.1582548637;1926.4445577669;1548.24765827631;438.938729358351;3838.3292729841;3282.56668387735;27;27;28;20;20;20;4;0;7;9;9;0
"Sèvres";92072;18479.6967090226;11869.0518267999;932.693277654744;8.79228045747179;538.08506947917;5006.26540232826;2883.94063001132;2550.33023854011;956.265553522196;3530.38624674092;3005.63128794319;18675.0239992927;11541.094937204;1114.6347043679;0;640.017895993752;5191.96974467157;2749.5374751833;2301.59878535356;728.911566267218;3989.97294847258;3073.01558335071;18728.2272312627;11725.8885182303;1212.12207741979;1.17277865128803;640.391752302025;5393.07343484413;2717.79604647257;2337.14443510099;769.22775518074;3996.16541589934;2873.25561281159;27;28;29;16;16;15;4;-6;8;10;10;0
"Suresnes";92073;36001.3192207044;24614.0964357761;2236.01687706723;2.08582255319963;1091.06504935194;9471.6938738394;6210.89642075221;5703.49237843051;2155.01648309545;6343.23206968951;5023.83712299217;38129.880417827;25955.6056077302;2581.30209239486;3.50752444867249;1273.30730830865;10787.5033330128;5931.47798583966;5999.81059145334;2047.98036927668;6458.15024469348;5628.1430607938;38823.9862717884;26873.8357184871;2644.18608153775;7.45623306075204;1481.24196978364;12066.9251726156;6341.67492587097;5364.5553313439;1785.16479150541;6148.8350184559;5628.1328291523;26;28;31;14;15;14;12;-7;9;10;10;0
"Vanves";92075;21998.970339261;14131.2872598355;1036.19815848069;14.6777233312523;573.679371687944;5213.23192534879;3860.32116107251;3450.15347422841;1018.12339219877;4546.43281044845;3322.35048094491;23213.8119530074;14934.6922302748;1374.66717894736;3.50128061016475;625.539634057894;5808.09249757596;4385.47834289454;3179.84468660502;1037.91278277496;4781.59851672545;3391.84421176345;23129.5762459167;14277.6069043782;1304.70050870523;0;594.748884142378;6232.12140990412;3773.88465026369;2860.08737044106;892.861766112729;5023.36625543967;3752.50590961308;24;25;27;15;15;16;8;7;7;9;9;0
"Vaucresson";92076;6757.80551189668;3926.63339755793;262.821474295488;4.06049334873136;343.544504319623;1903.64920606017;890.387016196967;659.375228518177;218.514401306407;1442.17714922603;1296.09751292058;7084.45435666372;3944.94162305641;275.588022192189;0;343.918651844903;2035.5147147052;749.998293408748;676.891111044926;159.948101029448;1744.29954214726;1373.88394248323;7037.61449042148;3906.95788987345;318.451059863755;5.01072412196089;339.185704342587;2119.88665420753;819.253109384489;538.965344526629;170.042329572721;1739.45933483863;1305.81128942693;28;29;30;19;19;19;4;0;7;7;8;14
"Ville-d'Avray";92077;8622.34822566849;5005.30715600568;387.669432204;0;326.916283802774;2431.51645005775;969.377366778093;1038.6967966102;291.46376086721;1973.57303623979;1590.80453131268;8847.34290244213;5286.04110869527;397.533174889154;0;353.258852487188;2716.00683089259;1182.73846215942;851.44057968193;271.247756121915;1813.05519762019;1659.5952234789;8944.82127399924;5473.44231073834;500.289289485438;0;275.875691862896;2569.7976045541;1273.29768351438;1145.40042769582;277.87750136825;1818.8519344494;1583.7204305544;28;31;29;18;19;18;-7;-6;8;8;9;12
"Villeneuve-la-Garenne";92078;18912.5088980447;12118.0324123424;1892.19480624854;9.04730370679742;442.874293172412;1120.00716067128;2776.76822942287;4677.37107791806;2966.88535289754;3046.38206925587;3873.17341099986;19276.4905671325;11938.1180590332;2299.72968901496;0;467.007729257193;1227.06914624946;2724.80753587223;4600.31629105039;2792.36620953158;3258.98314638339;4205.94050878827;18347.0047272678;10750.7139406269;1976.33178348378;4.55894034764928;446.464653912279;1306.54519736088;2459.19832814815;4051.14136151381;2300.14948321156;3226.75416322856;4552.19259954492;6;6;7;20;22;25;17;15;16;19;18;-5
"Aubervilliers";93001;58255.5884104212;35180.9145195257;7427.47222645052;0;1824.45593631879;2698.88287679789;5954.77511051676;13331.4812083689;10296.4346310242;8793.42161195246;15356.1370354422;60497.1991577541;37397.0853532998;9002.85758034875;10.4774277861725;1985.42250441242;2885.01665826931;6334.92192232202;13564.5204692902;11047.6138155098;8444.9965285306;16224.2298316337;67851.2229642907;41549.1038775699;9184.59317508683;24.0874090368564;2154.69402376771;4410.44011344867;7232.54084900852;14981.7584020435;11705.6297149118;7716.3126757699;19625.7597763038;5;5;7;26;27;29;40;8;21;24;22;-8
"Aulnay-sous-Bois";93005;62978.3507133571;37940.7855567767;6015.87048258368;12.3071672878021;1768.72169803432;4276.929042884;8550.20859388123;12404.7074061256;10425.3012827165;11498.0344904131;14042.1410320146;63207.7442876371;37475.6274345268;7197.73596897999;1.05381106334143;1844.00622682964;4352.83399896057;8256.66193450321;12577.7634758737;9535.84173580822;12114.879976588;14524.7031280104;65944.5035304514;39000.0766611051;7405.74006033901;6.98615743548377;1992.01269443272;4509.76290283352;8617.99636797535;12913.6317881729;10075.6706405918;11028.1158235909;16800.3271554187;7;7;7;22;23;25;0;9;16;19;19;0
"Bagnolet";93006;26769.1550213827;16736.9483474292;2896.35591358969;0;869.622954443822;2554.34035466033;3914.77401156795;5646.35394171578;3488.33128975748;4852.46860204666;5443.26386719071;28286.2664220623;18186.986089264;3309.49850052984;2.86195158189625;947.742974015447;3476.58087751653;4055.80420944109;5659.66230706062;3731.79230234388;4863.84862314539;5547.97317695747;28575.7103239646;17784.8627336158;2850.92658247888;4.24681875030101;1090.693996187;3753.65550010318;4155.75988525745;5467.26341484042;3236.97341547018;4793.71982672264;6073.39746663339;10;12;13;20;20;21;10;5;17;18;16;-11
"Le Blanc-Mesnil";93007;38974.8238637564;24039.129907474;3904.06125752372;0.999992470287006;1241.89439897067;1646.47339815414;5014.43809304183;8973.98113637752;6655.4188018037;6960.76363045266;8480.85441248563;39986.8023428521;24758.699474803;5282.72727475836;0;1352.25745485931;1699.27052865858;5211.66075193094;8880.10525932658;6858.97209492212;6882.83545374838;9101.70079940617;43377.9874769149;25800.2215968179;5256.70198613353;5.62288022592118;1545.01989375309;1765.39974193183;4974.74496242449;9402.19980050958;7325.58209631134;7262.26298021783;11097.1551215408;4;4;4;22;23;26;0;14;16;21;20;-5
"Bobigny";93008;36135.2320307326;21564.0775197508;3905.67885337933;0;967.412331812614;1234.21499387126;3766.74503814891;8685.21090427873;6481.64121870731;5255.56540550065;9744.44213841315;37786.9772763568;22966.9531723409;5218.81796498992;4.20595506266789;927.207320575188;1711.3134566901;3994.94182753811;8999.66224849771;6468.35744145629;5920.71277117974;9760.57625535696;40910.9658521779;22853.2086763746;4820.53672130042;6.06633802923367;942.521575050826;1859.93556126767;4233.18969113682;8678.83653203052;6258.31508563539;5454.85830461273;13477.2427644147;3;5;5;27;26;33;0;26;18;23;21;-9
"Bondy";93010;41058.1529617466;25282.7303390224;4495.55038922943;14.2391132164992;1327.94191451665;2385.57212050306;5809.66905209764;8964.16240667688;6206.50652538985;7255.66493996114;9094.3968893849;40551.8673399829;25030.942432807;5140.15751795712;2.69781039785798;1210.52365157218;2321.15500531813;5651.95320060787;9053.44153555764;6186.6886577324;7425.97365312165;8699.43382567522;41246.9581973983;24518.3189649486;5031.53540448203;3.91574934731711;1346.67637094767;2494.57732405318;5076.86255741834;9058.10300253869;6018.1031214411;6884.93969157273;10363.7803800793;6;6;6;22;21;25;0;18;18;21;21;0
