"LIB_MOD";"CODGEO";"C08_POP15P";"P08_ACT1564";"P08_CHOM1564";"C08_POP15P_CS1";"C08_POP15P_CS2";"C08_POP15P_CS3";"C08_POP15P_CS4";"C08_POP15P_CS5";"C08_POP15P_CS6";"C08_POP15P_CS7";"C08_POP15P_CS8";"C13_POP15P";"P13_ACT1564";"P13_CHOM1564";"C13_POP15P_CS1";"C13_POP15P_CS2";"C13_POP15P_CS3";"C13_POP15P_CS4";"C13_POP15P_CS5";"C13_POP15P_CS6";"C13_POP15P_CS7";"C13_POP15P_CS8";"C18_POP15P";"P18_ACT1564";"P18_CHOM1564";"C18_POP15P_CS1";"C18_POP15P_CS2";"C18_POP15P_CS3";"C18_POP15P_CS4";"C18_POP15P_CS5";"C18_POP15P_CS6";"C18_POP15P_CS7";"C18_POP15P_CS8";"Cadres_2008_%";"Cadres_2013_%";"Cadres_2018_%";"Aturats_2008_%";"Aturats_2013_%";"Aturats_2018_%";"Cad_13_18_%";"At_13_18_%";"CHOM_08_%";"CHOM_13_%";"CHOM_18_%";"CHOM_13_18_%"
"Le Bourget";93013;10789.6145652369;6761.89276749146;1146.31978381234;0;272.930989329349;893.825810790292;1694.12851322982;2253.08165476792;1517.65771984954;2025.23221267613;2132.75766459381;12226.0604342991;7948.61536739331;1380.42461404488;0;425.563812431802;1208.75673801585;1676.60922450122;2395.21214968219;2113.02650242688;1936.87814687636;2470.01386036476;12421.9398925348;7877.07016695862;1455.58564899098;9.26441057876326;427.184856488331;916.39066537269;1531.48975874307;2618.73725222132;2126.72159544553;2004.67686346311;2787.47449022196;8;10;7;20;20;22;-38;10;17;17;18;6
"Clichy-sous-Bois";93014;20892.05747971;12162.5488196568;2680.44254896461;3.63096200857234;608.331007236171;654.876144559523;1814.31612198301;4420.91939096784;4237.91754699849;2326.13727975055;6825.92902620581;21778.4196050128;12171.7708006746;2974.45883576773;3.76147978640147;666.115779746421;529.960200702085;1940.84044869272;4360.0766396766;4263.80436769799;2627.83613965508;7386.0245490555;20846.0425228339;11006.1563225313;2215.50561315533;2.82295583853603;615.039448984183;543.825558888719;2066.44224400722;4165.48235924713;3424.61756112257;2605.78010479546;7422.03228995004;3;2;3;33;34;36;33;6;22;24;20;-17
"Coubron";93015;3794.99495288497;2376.56409082207;178.989550353239;0;103.602258033775;494.103076776463;860.695682126742;686.702022207848;346.684106834197;804.909850877787;498.297956028163;3810.73619394536;2319.07232790185;208.290121949196;4.91405432998438;147.421629899531;442.35048176182;884.615371460414;525.803813308329;272.465111329739;943.498431357001;589.667300498543;3803.41884921551;2315.64728160899;192.241883673203;0;162.437900314344;397.231721562926;759.705667489095;627.764988320418;312.819980730804;1025.20227582836;518.256314969566;13;12;10;13;15;14;-15;-8;8;9;8;-11
"La Courneuve";93027;27903.2012321303;16862.8824327148;4031.18590801388;7.2782390103399;858.533188004646;819.64028595671;2685.3791935201;6375.89556675653;5589.44338669002;3977.17295768212;7589.85841450981;30787.0687812155;18462.17702596;4961.40018044997;1.00573321855039;869.037821283752;1012.16621354633;2796.28312947838;7132.72645229715;5893.6152044415;4335.90775385631;8746.32647309353;33427.835111668;20472.803352432;5169.95019353927;12.3875561047837;1272.10105784081;1241.6919012277;3227.20015262524;7586.58345482622;6345.13205428903;4154.14906978186;9588.58986497231;3;3;4;27;28;29;33;4;24;27;25;-7
"Drancy";93029;52293.1749121025;31179.0756722905;5080.79328895771;4.474693497784;1487.44951221246;2559.03279696551;6733.95302025051;11283.5179440702;8572.83688963314;10898.695089411;10753.2149660619;53583.8827141323;33008.598725154;6181.68989173108;0;1739.94493827544;2710.77294662212;7416.67289780056;11615.0574724084;8688.92614205127;10328.7437472994;11083.7645696752;56056.1211660344;34177.6666233239;6873.81716867488;0;2089.3653731045;2891.73474492724;7451.78012479202;12107.173588404;8561.65433966617;9810.93559833466;13143.4773968058;5;5;5;21;21;23;0;10;16;19;20;5
"Dugny";93030;7933.68276013367;5263.94642687824;877.304067375678;0;143.232444282225;412.513416047899;1227.70245144367;2209.78236001202;1221.01429419541;1145.8595542578;1573.57823989465;7674.96349510184;5027.49757933113;888.260019787402;0;154.90019179642;379.300808599927;1055.60305870244;2267.46684028094;1113.42520492027;1113.23988089233;1591.02750990951;8025.54442379641;5062.89591614722;1090.56554719901;2.71926022324049;173.048448569414;285.784964672223;1011.09348348217;2139.29553560687;1255.70718300559;1028.44189740966;2129.45365082725;5;5;4;20;21;27;-20;30;17;18;22;22
"Épinay-sur-Seine";93031;40192.6106177726;23880.2530376211;3938.37808737989;0;1019.0759106733;1956.96802022005;5132.98656166857;9204.48916380748;6183.18097640424;6624.68504756724;10071.2249374318;41288.4406575075;24022.1881670266;3947.96259267235;11.8076087821429;1030.55740754715;1573.61609823159;5145.65494714913;9552.89489285581;6345.52915408457;6818.8738273445;10809.5067215126;41520.3151666614;24949.0739285923;4570.2395327093;1.99495515274293;1135.39473917687;2827.99143068416;5415.56702921472;9279.93882662835;5844.06570462451;6567.0366183199;10448.3258628602;5;4;7;25;26;25;60;-4;16;16;18;12
"Gagny";93032;30237.9624798243;18698.3852352594;1964.98166173566;0;846.115245619141;2756.02099104771;5358.29458232416;6281.92416434389;3352.00733686921;6767.15076570648;4876.44939391374;30813.3497239907;19162.6093399549;2438.11258727536;0;855.953572734823;3291.46436030995;5647.18152111206;5910.04441363745;3280.16815765066;6700.19001543706;5128.3476831087;30877.7084725213;19237.5437120872;2616.49839661392;2.98164151791292;972.94665137495;3567.36298809739;5333.00927734354;5878.51401006859;3406.92636183246;6130.30377817804;5585.66376410843;9;11;12;16;17;18;11;6;11;13;14;8
"Gournay-sur-Marne";93033;5132;3121;196;0;200;900;1036;680;304;1324;688;5485.27755168485;3392;273;0;219.580009767215;1000.77812143904;1051.45043138532;743.193879212111;371.596939606056;1317.48005860329;781.198111671822;5565;3410;248;0;180;1045;1075;750;320;1370;825;18;18;19;13;14;15;6;8;6;8;7;-12
"L'Île-Saint-Denis";93039;5390.37681142126;3421.69342682808;667.149825998611;0;134.345194573935;365.0638405795;698.823727721865;1310.45067702433;864.680559623196;825.742317259341;1191.27049463909;5221.62577186887;3360.39956232554;685.008709152743;0;123.092631412437;433.493761038346;762.529270857634;1176.67659434623;782.341558932173;882.885015272454;1060.6069400096;6057.58985716324;3850.48591123779;880.875256721801;0;138.759879917665;512.725177585767;950.066452925772;1454.83560903066;653.030312538992;911.015742853661;1437.15668231073;7;8;8;22;20;24;0;18;19;20;23;15
"Les Lilas";93045;18009.3901899596;11387.9386572358;1506.73568521194;0.972941388357124;631.532777136173;2903.18964646488;3361.59129757169;3076.59883411792;1384.74641172947;3941.74567860594;2709.01260294514;18360.1191360954;11663.4088788061;1692.3991542007;2.92905542360424;635.634078710251;3242.22488085208;3426.29552921814;3045.03753972552;1293.6976883396;3856.9532604661;2857.34710336007;19097.7610573537;12081.3502400273;1626.90568691023;1.00002026235897;686.366240460317;3949.28713028863;3319.19811182571;2880.4089539544;1221.17746802865;3994.78911591874;3045.53401661486;16;18;21;15;16;16;19;0;13;15;13;-13
"Livry-Gargan";93046;33702.4959681986;20854.0978070142;1969.54955933473;17.4348894374354;1113.23102534741;2853.85166079385;6602.06155905321;6386.89436769831;3823.16754139523;7536.13451765431;5369.72040681879;34351.9846876562;21130.4364360396;2611.07836118053;2.00001757690908;1268.53261583945;2853.44735314951;6079.00478412306;6763.41375994014;3970.76159001721;7426.84964239774;5987.97492461216;35341.3944659382;21684.991138565;2793.11549727809;1.00000598389074;1271.42266198036;3075.7214920059;6049.37447072561;7084.53084148474;4009.24452312424;7315.06668417068;6535.03378646279;8;8;9;16;17;18;12;6;9;12;13;8
"Montfermeil";93047;19097.8158013768;10774.0204022685;1703.4737804971;0;667.710941000076;1136.29210482901;2643.21422778914;3404.63298424626;2737.12572443667;3899.03729105422;4609.8025280214;19962.0213959569;11498.319307219;1907.84502076108;0;796.43257487878;1182.39325238989;2926.64468979797;3671.03314420709;2715.763832235;4101.72906974721;4568.02483270092;20752.8723958007;11770.5276839876;1681.68268836465;0;827.413186994207;1348.59058947165;2958.47876460016;3778.15822666341;2696.10136857514;3935.98730543365;5208.14295406251;6;6;6;24;23;25;0;8;16;17;14;-18
"Montreuil";93048;81637.8712662254;53589.3233653794;9191.79051362712;22.6579191829068;2145.27534989892;10683.9954878843;12760.2481985846;15997.7756847241;11062.8071396688;13675.2732926828;15289.838193599;82484.0204971433;55140.1703073462;9937.54871131216;8.80168201292196;2402.73324099455;12304.8047783702;13889.184021927;15354.1173339216;10148.3270061053;14148.47239611;14227.5800377016;88197.0999116222;57081.6641152883;9800.28495931028;0.837781679614553;2713.70933385864;15536.6248848513;14391.8353045566;15235.3735947434;8558.86071061073;15057.8445961764;16702.0137051455;13;15;18;19;17;19;23;11;17;18;17;-6
"Neuilly-Plaisance";93049;16458.1346194543;10571.7482211557;1102.05606582873;2.21790953687842;569.593222905831;2299.74913016127;2955.92824150097;3006.4263044221;1678.36711191242;3373.27580903071;2572.57688998412;16627.310037539;10816.8856917653;1185.09114480562;0;527.378357968229;2785.06469756049;3010.72322886135;2905.52897408948;1479.69832370867;3425.49159494452;2493.42486040626;16995.5969303159;11106.1043106369;1224.16335872142;0.999552796494078;647.417240497698;3093.88510584827;3079.59423756663;2915.08828642067;1369.97225127591;3270.55947779239;2618.08077811785;14;17;18;16;15;15;7;0;10;11;11;0
"Neuilly-sur-Marne";93050;26221.2605885438;17216.8956210734;2017.27116663045;0;536.756526783135;2117.76569094062;4762.84402204005;6335.62085780795;3295.31314113234;4731.52421798875;4441.43613185091;27108.9323439112;17987.5046244692;2495.95972282931;3.93563240506496;613.084394811527;2428.21807018487;4845.58832743258;6515.27333515264;3402.28980266883;4711.98815184801;4588.55462940769;27704.8285037407;17218.225162998;1938.74622546758;4.472943194242;709.695176615743;2356.26753326839;4490.81059083071;6534.78793877595;3106.8176771813;4778.76334961632;5723.21329425804;8;9;9;17;17;21;0;24;12;14;11;-21
"Noisy-le-Grand";93051;50279.3548771816;33607.4033206371;3726.86919727033;12.1658138528582;1307.46484957607;6585.80035445279;9075.42772277439;10780.62188688;5580.08203750557;7821.73752636066;9116.05468577929;49867.9221553289;32896.6565164188;4338.66099443376;9.9833877977824;1463.32337273069;6493.95717835462;8841.18825531705;10403.9373835368;5482.42516286872;8716.40113553844;8456.70627918475;53651.3061581473;34639.026505643;4686.75363354258;4.99922021463562;1391.87234055488;7812.35083515825;9557.9314166912;10573.9976419926;5042.72398388113;9507.17632291681;9760.2543967378;13;13;15;18;17;18;15;6;11;13;14;8
"Noisy-le-Sec";93053;30137.8514629395;19336.7451562338;3311.14221308602;2.03118423829152;797.063584203111;2085.22855445984;4406.35840645267;7105.95473966038;4617.31735406289;5334.42370962782;5789.47393023454;31537.6451663006;19991.6296501327;4321.57081383593;3.37803944752209;850.27435759107;2300.58646564156;4493.26902341306;7153.83872361417;4631.22476673985;5371.09986086066;6733.97392899273;33568.3720286967;20576.3804002602;3637.67627480588;3.43668937820198;1052.19640476856;2629.88049466114;4468.63265696549;7692.45907830734;4361.07330442673;5261.97816411909;8098.71523607012;7;7;8;19;21;24;14;16;17;22;18;-18
"Pantin";93055;41665.4412278451;26741.1528924858;4699.97046337547;0;1198.43883938563;4138.82113510443;6292.11494009246;8673.89250826843;6098.52368925121;6716.58201878769;8547.06809695526;42532.9009582307;27568.9697178005;5163.3471609078;4.19916256470253;1339.69429675885;4833.67796845776;6531.30448690159;8786.35548635708;5510.17503349484;6986.03498786286;8541.45953583302;46257.7840478094;30238.9620153986;4968.43303616494;0;1356.07877567081;6692.90399487131;7439.06242014187;8739.26196193628;5669.43318790169;6912.07047461676;9448.97323267073;10;11;14;21;20;20;30;0;18;19;16;-16
"Les Pavillons-sous-Bois";93057;16473.2199393577;10397.8766078175;1097.60941056333;0;682.981206119276;1547.68086850399;2881.06216642792;3350.64663734232;1880.66305678582;3566.17259072767;2564.01341345072;17746.3896175507;11363.0654966889;1325.72912733278;0;636.758939459911;1655.88440191248;3096.71964027527;3720.01558404381;2151.36724605129;3352.80871929849;3132.83508650948;18599.7932087018;12026.8158995249;1650.22761926549;0;855.802310574079;1883.87621500104;3325.85793667757;3538.30492830241;2302.23257696745;3288.51702387652;3405.20221730272;9;9;10;16;18;18;11;0;11;12;14;17
"Pierrefitte-sur-Seine";93059;21883.0130927513;13394.249637626;2396.0737456369;0;569.635355157476;785.300284258437;2536.20761168519;5175.06221361772;4005.02164826533;3428.87989423899;5382.90608552819;21333.0333202323;13149.8435003341;2795.55276020512;0;634.584058818937;1079.40552023535;2557.77017521289;4904.39073093268;3711.41016246429;3242.02411802531;5203.44855454285;23231.2183315534;13604.7280280253;2954.91074012294;0;746.1055679747;1162.62776803935;2437.22361017115;4861.64302978503;3940.04788728184;3200.98920186161;6882.58126643973;4;5;5;25;24;30;0;24;18;21;22;5
"Le Pré-Saint-Gervais";93061;13973.9002193583;9546.85336010173;1704.40427262836;7.52793611333724;425.028855827219;1643.38825669551;2290.01028049775;3150.94600351169;1841.5751547384;2052.89502248727;2562.52870948714;14299.754131858;9733.87365491128;1706.32537552868;5.86567081085365;415.476172566427;1987.0617006938;2661.75490937907;2982.18879117716;1523.98635875613;2392.72368150395;2330.69684697063;14329.3457137523;9130.41415202098;1557.16046462525;4.47944035977702;446.599385418054;2177.49057883813;2394.84338223563;2630.11187314917;1448.99334428421;2467.11587151908;2759.71183794821;12;14;15;18;16;19;8;17;18;18;17;-6
"Le Raincy";93062;11254.3959227802;6757.55034733406;582.216426749957;0;473.323661230304;1916.27632026566;2154.26700289113;1554.6483471925;666.510868880966;2674.60606408277;1814.7636582369;11795.4762438243;7397.03018346566;790.266042592242;0;457.690455912184;2243.64434679623;2193.59317905593;1752.8439937855;733.676493808088;2617.5661721609;1796.46160230544;11978.0557669982;7621.5366945295;860.578714626107;5.82776980875854;624.736903880697;2397.93616039825;2265.29548927646;1729.31739016522;642.063481730804;2403.9711665355;1908.90740520255;17;19;20;16;15;16;6;6;9;11;11;0
"Romainville";93063;20021.0006062578;12292.8588130419;2106.49516215545;1.01318947141588;688.269287805583;1423.50672376504;2692.88250947108;4339.71508097172;3003.6133743244;3831.667944983;4040.33249546553;20080.730808941;12242.4405321898;2460.73327915691;0;701.541816867357;1781.09335896932;2934.74726169264;4108.97756331279;2497.59991856474;4045.71890505474;4011.05198447946;21920.9511654859;13954.8307537873;2362.60551116095;5.62347011432171;743.16519863035;2716.42656263207;3615.4658140708;4425.10790818111;2398.55038852641;3432.00900667786;4584.60281665299;7;9;12;20;20;21;43;5;17;20;17;-15
"Rosny-sous-Bois";93064;32941.6657310161;21077.9986070156;2495.88503810576;0;827.74766226373;3198.58561935702;5988.78543840783;7328.31288232976;3545.79013504209;6782.26042954808;5270.18356406762;34336.4754437269;22101.7641055221;3094.14959473326;7.06387420490243;826.890301050404;3626.83059718304;6289.64061511726;7426.92540140768;3666.70033547161;6515.18999544589;5977.23432384613;35989.380884377;22836.7716976654;3135.00898853901;0;951.297360750306;4049.45705712057;5946.09894907365;7743.5584826271;3830.87579588824;6515.97738348011;6952.11585543705;10;11;11;16;17;19;0;12;12;14;14;0
"Saint-Denis";93066;79600.9127551271;51308.4489359124;11299.1324732629;8.0282273249988;2010.91013175095;4649.829833466;9793.83570427462;18562.3726263828;14530.1394824332;10641.6239887567;19404.1727607378;83255.1197557337;54624.4258845308;12790.0456007603;7.42122026838643;2238.06351001856;6340.38851479945;10553.4049655781;19545.843845023;14271.113944392;11030.0303828546;19268.8533727997;86739.5247273701;54052.7987537912;11925.0145975;2.90871672995576;2323.16825386223;7908.88902000942;10796.0982379997;18320.9238954955;12725.8542299251;10852.1315378347;23809.5508355134;6;8;9;24;23;27;17;17;22;23;22;-4
"Saint-Ouen-sur-Seine";93070;36669.84641573;23751.6902023605;4237.60148963326;0;1097.13782722629;3006.92943105527;5463.30852619202;8224.88945509522;5540.96388909337;5438.93010997921;7897.68717708861;37968.6722708387;25197.1701727634;4647.95805958627;5.28629844565667;1233.28458964023;4316.299033488;6141.21496670383;8278.48778653695;4855.80954697245;5488.70598996005;7649.58405909149;40316.4433639802;27198.6628639541;4838.18078426504;5.03367949626771;1303.3168191003;6721.91581959792;6470.60324635773;7784.32285078908;4473.20391550445;5024.61275041086;8533.43428272357;8;11;17;22;20;21;75;5;18;18;18;0
"Sevran";93071;38281.453755831;23642.3406801806;4248.2668637663;0.985348943339584;955.516341321974;1864.3602709266;5090.85077470596;8547.76440025852;6651.8521597197;6471.71486445265;8698.40959550219;37417.508815687;22805.7929091603;4447.09357177939;10.1454539182579;919.345589735621;1789.288415256;4750.85671053039;8552.58185067074;6244.65927358067;6469.82848424523;8680.80303775011;38538.1858803377;22725.5635981795;4654.4931400039;0;1057.62380256038;1817.26501510084;4829.90112162667;8402.60473838348;5971.27253161765;6473.28587959156;9986.2327914571;5;5;5;23;23;26;0;13;18;19;20;5
"Stains";93072;25983.919463943;14850.9891534771;2743.35420634341;0;591.896889710891;714.826849016172;2709.9801530441;6109.20395905528;4522.9011816906;4644.25028224877;6690.86014917722;27420.7089828449;16274.6861726174;3691.79597145612;0;788.162113732335;813.463758281552;3146.6475934885;6443.41989722867;4675.17599679317;4290.78542260119;7263.05420071952;28688.5808327931;16788.3567022977;3671.92569859864;8.10662552190639;972.634387334034;792.646513679552;3090.12695949952;6669.92704457807;4683.12696074425;4161.64413446828;8310.36820696745;3;3;3;26;26;29;0;12;18;23;22;-4
"Tremblay-en-France";93073;27501.849305315;17020.2077361028;2222.11250363089;5.84618079959143;705.657942494989;1671.91383186447;4686.60080427316;6024.32147581425;3805.99190156693;5282.38718683753;5319.12998166413;26869.2106263496;16734.9922080903;2476.10527645479;2.80648517823136;735.970698590164;1895.0199595698;4646.89570951305;5650.12686363822;3582.85603023839;5481.66022518563;4873.87465443613;27988.6082150223;17520.3518380781;2683.55111216052;1.03502926435878;898.011918313555;1888.21173619983;4854.09007247289;5745.08822579584;3888.18884798704;5202.97178787701;5511.01059711175;6;7;7;19;18;20;0;11;13;15;15;0
"Vaujours";93074;4787.15534544415;3239.57835251831;287.145904512844;0;172.676485569428;458.558937922551;832.683684261784;1045.86363720347;623.115198491696;928.083057635318;726.1743443599;5357.1406979206;3700.83189261134;398.711890284504;0;183.613067978191;520.517704093184;1184.23649436809;1100.50697515975;663.700073464075;911.717651585321;792.84873127198;5416.11584023012;3545.48093181605;463.137902797629;0;109.571889692002;437.94209598012;1055.05049408581;1139.85324291496;717.259707455;1028.28742320348;928.150986898742;10;10;8;15;15;17;-20;13;9;11;13;18
"Villemomble";93077;22642.5237940933;13812.431578058;1559.5185582766;0;713.742645682378;2682.53132448667;3951.01255424279;4320.50629337032;2158.55220710996;4904.91486161641;3911.26390758476;23360.5716837116;14682.3135683531;1761.86220286552;0;889.139865838579;3235.39618221026;3920.11104602663;4271.35570556187;2341.50238623483;4750.65568590773;3952.4108119317;23793.9334570638;14844.2181062032;1728.03032455346;0;805.1718131302;3355.94365144661;4017.7359460901;4308.64728609602;2294.93564262717;4783.12412335272;4228.37499432095;12;14;14;17;17;18;0;6;11;12;12;0
"Villepinte";93078;27911.7901047035;17458.0399605119;2642.35970274089;0;723.019992536541;1479.64343686694;4552.95851391171;6240.1172402;4238.74606152946;3872.38434699672;6804.9205126621;27002.5500033467;16450.5574841157;2952.15005092524;0;706.703233003768;1420.74076266832;4019.33612345848;5781.51387095078;4157.87429973942;4456.48616714203;6459.89554638392;28195.5512943883;16769.9589702927;3212.0768850344;0;811.954078970743;1629.83183486849;3831.28993579174;6172.87869359853;3910.60605143753;4538.24751574334;7300.74318397798;5;5;6;24;24;26;20;8;15;18;19;6
"Villetaneuse";93079;9318.69366394385;5848.37087719414;1230.86172237009;0;205.158637956574;315.729634688933;936.374525021899;2473.61720539062;1762.425925263;1126.21766436149;2499.17007126134;9312.07373351077;6110.27605886863;1569.28391875392;0;260.459459317794;292.507021145738;1109.79974938071;2535.81194437107;1636.18595362733;1305.86287103623;2171.44673463189;10195.0124591756;6062.93701225659;1364.3648446006;3.51092482861182;260.233246957602;341.409305531957;1293.32738651271;2404.69751540162;1529.26949804638;1555.85267362171;2806.71190827499;3;3;3;27;23;28;0;19;21;26;23;-12
"Ablon-sur-Seine";94001;4201.88913954079;2564.82059323142;203.827583954005;0;119.898079184634;451.61609826212;819.303541094997;767.347706781656;427.636482425194;1104.51869657724;511.568535214949;4182.29739212897;2723.17117117117;312.102702702703;0;138.297297297297;378.16936936937;846.933333333334;826.443243243244;535.227027027027;896.391085822666;560.836036036036;4561.88444728633;2930.61389115729;340.459815562119;0;124.430489912285;492.744740052649;826.240946970207;990.489193654423;557.448594807037;841.150111807047;729.380370082687;11;9;11;12;13;16;18;25;8;11;12;9
"Alfortville";94002;35814.6776634395;23315.3123745538;2919.14225449873;1.62179740809478;994.759738565608;4074.57139121362;6111.02607820054;7563.67291928872;4261.19093284674;6166.03640359775;6641.79840231842;35972.1540146886;23958.7489247893;3602.67824442634;0;1154.96834137381;4934.85932996676;6466.74956314348;7164.89638682356;3938.03168174709;6132.58039312024;6180.06831851368;35811.5730099591;23627.7867426695;3586.54056160351;4.16266086489326;1111.14335123014;5850.40640581421;6276.13314811063;6659.67121534115;3480.24419776479;6007.58743818055;6422.22459265278;11;14;16;19;17;18;18;5;13;15;15;0
"Arcueil";94003;16104.8364402303;10108.765190111;1179.41653823776;0;373.189614401987;2297.8830303082;2692.71661447582;3134.94566147215;1601.30463428701;3088.18186649116;2916.61501879397;15839.950664352;10196.3165465789;1395.98605190213;0;466.760422355002;2815.12106334296;2492.76614781772;3030.09954446642;1359.60738324702;2890.27701199982;2785.31909112307;17717.6813727686;11246.49357101;1405.79597990826;0;462.892158137488;3574.21265941049;2912.22083425467;2874.89967730951;1406.91710915306;3042.5570975727;3443.9818369307;14;18;20;18;18;19;14;6;12;14;12;-14
"Boissy-Saint-Léger";94004;12340.6178146257;8108.99653194376;863.934749723393;6.41227492090566;302.496492348373;1015.57921969642;2121.33107213065;2933.02128952052;1704.33074515343;2172.07071994009;2085.37600091531;12833.6066036681;8358.9857393989;1281.37557826835;0;308.869382305515;1120.382521402;2045.87930844541;2891.09054559497;1853.61837350329;2264.15965719795;2349.60681521896;13042.6088235677;8002.38441486594;1197.78351027081;0;375.949692076148;1114.67497972805;1930.3368197938;3017.44070995061;1554.53501066996;2239.19843871612;2810.47317263303;8;9;9;17;18;22;0;24;11;15;15;0
"Bonneuil-sur-Marne";94011;12744.045330782;8018.97362193768;1133.57040622656;0;289.177874451267;767.88233115852;1811.72950112993;3077.81905990974;1954.00008154912;2275.68387805155;2567.75260453191;12953.9081569658;7592.90824846509;1154.56819728595;0.999975206420175;298.881730820393;672.461135283566;1783.81802849966;3091.37127938924;1705.85139088331;2568.74078300688;2831.78383387637;14110.5789310624;8522.67002412736;1557.12722277411;0;388.459412580278;833.555276968683;1908.95412408863;3372.92135215559;1932.87194442958;2500.59360473457;3173.22321610506;6;5;6;20;22;22;17;0;14;15;18;20
"Bry-sur-Marne";94015;12372.8153342154;7791.8270839549;588.094510274168;0;476.565470229846;2555.51651477825;2201.47942867016;1924.4408316626;662.991911973983;2780.22852489698;1771.59265200358;13330.8181382201;8308.49353625571;633.493079336462;4.71809300448365;552.59939670122;3062.61716459406;2463.39941274426;1749.59109059957;745.661518740674;2747.43343849001;2004.79802334581;13660.0667896572;8430.90590222503;768.712324433073;0;473.627678612865;3190.53753512837;2373.62382931835;1797.27807736631;673.735164476172;3041.12451173682;2110.13999301829;21;23;23;14;15;15;0;0;8;8;9;12
"Cachan";94016;22470.8960482116;13259.58754752;1361.76118516609;0;442.054355583128;3940.20806551571;3952.71716024748;3384.70278652599;1466.54097054225;4900.12967204228;4384.54303775479;24159.0657658697;13650.4644141915;1587.35186949684;0;438.790281427393;4617.59308466716;3412.07765977972;3718.35981676346;1461.53174427541;4850.69180183139;5660.02137712513;25397.2116055011;15068.1119224758;1985.24689383654;3.6383308217756;564.713021225969;5496.85900125834;3693.99523120232;3740.19343884448;1405.28732724224;4182.15655853614;6310.36869636982;18;19;22;20;23;25;17;10;10;12;13;8
"Champigny-sur-Marne";94017;59244.7966095727;37287.7777777947;5248.75267377883;10.3139400030225;1640.16299299602;5497.93322525219;9401.69682093838;12361.4066755801;8012.32991973216;11637.5474847422;10683.4055503287;59647.0921461708;37150.9264851168;5392.64205125916;10.5943364126264;1765.98389323819;5937.26575563303;9486.53686126807;12569.8560032292;7337.0257043564;11394.0955841479;11145.7340078854;60784.0378111086;37443.4849204767;5314.61194459488;3.2978761493629;1976.66016221864;6104.79802891236;9828.19051367707;12304.2392405291;6936.67760841212;11187.1574924357;12443.0168887743;9;10;10;18;19;20;0;6;14;15;14;-7
"Charenton-le-Pont";94018;23212.2973541889;15545.3489682723;1277.78518094738;4.23646143205461;852.949161935668;5572.69293810752;4447.36918114667;3610.54697362342;1076.7323569656;4393.86486534754;3253.90541563047;24606.2623461449;16144.5648784707;1685.6167124005;0;786.558284884775;5846.48308919359;4587.20701804412;3862.03448589457;1149.31350093212;4577.94336978383;3796.72259741194;24495.3027862562;15837.6442825145;1471.36987600378;0;887.440649614556;6363.04530861083;4588.68403516337;3211.20708821875;963.045043487844;4837.19306161397;3644.68759954684;24;24;26;14;15;15;8;0;8;10;9;-10
"Chennevières-sur-Marne";94019;14082.7681381554;8775.63537759162;966.925975596592;0;515.328533990686;1503.04613113273;2232.5137349218;2841.65882004371;1666.88282919035;2897.3715786451;2425.96651023104;14376.5222326915;8881.03950320087;1160.31055488214;0;516.744369091408;1574.92168133134;2385.57842055953;2728.26784119679;1606.01981081123;3232.0432731291;2332.94683657205;14514.4477855409;8863.13081787274;1215.22943785386;0;524.248904723832;1520.93073390121;2373.30783217588;2767.90270708504;1657.04948353268;3086.76587347105;2584.24225065117;11;11;10;17;16;18;-9;12;11;13;14;8
"Chevilly-Larue";94021;15334.3847602661;9691.83979536114;1064.47681651471;0;384.675713008132;1506.89792252059;2577.22290760682;3309.59004236213;1981.22047598967;2989.35752333089;2585.42017544783;15242.1524138067;9811.70390676899;1063.24889700768;3.69731748227556;397.623532766531;1481.16392706875;2836.78475795789;3461.39928069412;1697.39448322558;2960.70135513521;2403.3877594763;15649.3387092657;9508.86506067061;1005.67314470025;0;438.455970414349;1595.25031701889;2386.22970036705;3309.8201738129;1751.97949068697;3129.24394980767;3038.35910715783;10;10;10;17;16;19;0;18;11;11;11;0
"Choisy-le-Roi";94022;30339.6523572535;19799.8470027659;2507.64408528505;0;744.77804565008;2873.24902595628;5382.70195858641;6433.2250713278;4244.26571670763;5702.35352577659;4959.07901324873;33671.1414057518;22436.225827171;3389.68672107695;0;955.997192260168;3774.88423829531;6108.59515203139;7123.25287730796;4196.51975749853;5922.22642323813;5589.6657651203;36221.3904503013;23767.8061596701;3698.4589886105;0;1222.69525858758;4410.25965544894;6375.88507957797;7246.93501861319;4181.16011517737;5910.67023272065;6873.78509017558;9;11;12;16;17;19;11;12;13;15;16;7
"Créteil";94028;70295.4574494301;44477.6777567079;5896.30000901918;4.11585645357229;1790.99630882333;7351.34465989246;11755.8887224702;16178.6707232199;7111.24769359469;11903.8764407375;14199.3170442384;70368.9066493555;43980.7256805564;6436.99203228576;0;2028.88747358544;7830.7258195228;11731.0006446986;15792.3519947681;6384.56611639437;12991.6478175082;13609.726782878;72930.6624810435;45296.174762672;6446.03653084119;2.93613811947784;2081.63796015898;8664.66279660173;12132.4615276762;15835.1614098028;6353.62684291607;12739.7377803094;15120.4380254588;10;11;12;20;19;21;10;10;13;15;14;-7
