"LIB_MOD";"CODGEO";"P08_SAL15P";"P08_HSAL15P_CDI";"P08_HSAL15P_CDD";"P08_FSAL15P_CDI";"P08_FSAL15P_CDD";"P13_SAL15P";"P13_HSAL15P_CDI";"P13_HSAL15P_CDD";"P13_FSAL15P_CDI";"P13_FSAL15P_CDD";"P18_SAL15P";"P18_HSAL15P_CDI";"P18_HSAL15P_CDD";"P18_FSAL15P_CDI";"P18_FSAL15P_CDD";"CDI_08_%";"CDD_08_%";"CDI_13_%";"CDD_13_%";"CDI_18_%";"CDD_18_%";"CDI_13_18_%";"CDD_13_18_%"
"Cachan";94016;11099.0524024338;4425.12030472078;412.800943838849;5273.42546394054;589.987921329774;11293.6590476979;4697.36789918744;468.773025303082;4991.02206027978;602.210138837636;12133.653034725;4890.73319211977;518.57789428716;5415.12281292457;733.051591848052;87;9;86;9;85;10;-1;11
"Champigny-sur-Marne";94017;29686.2497099079;12898.1089973983;972.485256027258;13102.936318507;1415.76705889996;29433.7631454766;12312.516872867;1309.15188207843;13124.1013746713;1476.03855389745;29488.3951332355;12671.6667002032;1023.94581138213;12752.8611406201;1517.2482513417;88;8;86;9;86;9;0;0
"Charenton-le-Pont";94018;12484.9252828891;5188.60871885091;364.950192432831;5950.39985053753;612.823281322214;12743.0441572545;5237.68211477483;427.927523128192;5940.27572083426;728.009071343448;12477.0075947716;5188.43139022673;403.879726132215;5873.15550396674;579.135056581282;89;8;88;9;89;8;1;-11
"Chennevières-sur-Marne";94019;7055.3659744431;3160.52777089659;214.645871614875;3097.58913160518;318.823643588916;6932.65567476607;3001.62142807725;203.458755056465;3097.74316405667;322.306098366057;6959.79988170078;2979.54723423831;258.513554232188;3103.52731837884;291.16782642843;89;8;88;8;87;8;-1;0
"Chevilly-Larue";94021;8194.5746969151;3595.57340537417;298.553453781552;3585.35709102288;330.21382978422;8373.75659605391;3595.73059538889;312.716041176683;3744.11049233902;336.942971725685;7782.43107362191;3339.96136536258;285.819174377342;3464.48340024204;332.294211609115;88;8;88;8;87;8;-1;0
"Choisy-le-Roi";94022;16324.3594452535;7184.84733614769;628.698939542239;7144.27678876336;742.582162867114;17736.3804084853;7867.44239794137;619.957713745323;7453.42942720213;876.522723664746;18613.804361368;8085.61545923477;814.416989494215;7781.67571736074;1005.74631996957;88;8;86;8;85;10;-1;25
"Créteil";94028;36077.8621412239;15171.0551707345;1216.86762658001;16170.1605040772;1767.38000577118;34665.7107372556;14445.2456823927;1290.58966065927;15596.4777300293;1714.74249930275;36034.8503098977;14838.61661347;1309.12481984801;16067.3870931164;1991.65214999656;87;8;87;9;86;9;-1;0
"Fontenay-sous-Bois";94033;21925.7616583057;9109.1326325395;802.945401928953;10185.2942307406;1019.41425318771;21340.8968034909;9114.9889070982;857.949898680988;9516.26756578472;1054.37948225659;20812.409371166;8523.19333992231;1000.28984232905;9328.72091119865;1237.06614509161;88;8;87;9;86;11;-1;22
"Fresnes";94034;10613.1221314835;4774.84253443415;265.597857401003;4885.34557631959;359.817650073321;11130.102750232;4983.88119504079;296.514200586945;5093.59727871029;420.832623577079;11395.2229861767;4962.91717061027;397.218342581265;4900.36423565843;557.730486551173;91;6;91;6;87;8;-4;33
"Gentilly";94037;7130.32078024748;2904.29833286388;321.331549626942;3172.79832509993;411.033775664076;6639.65688928602;2784.0096323504;308.144789885954;2846.04281821143;405.202225573355;7804.36130618594;3147.8765409331;418.869269192153;3300.19552308189;522.584651890397;85;10;85;11;83;12;-2;9
"L'Haÿ-les-Roses";94038;12192.8088395188;5320.45204946574;350.899689532319;5598.67664468191;453.920950871046;12095.1938999787;5348.82365384265;303.337648780947;5536.37473458853;474.908066362993;11950.0852833063;5045.9127322527;385.783997412051;5492.69331717463;514.904274292483;90;7;90;6;88;8;-2;33
"Ivry-sur-Seine";94041;22830.4122418297;10019.1431479289;1212.23727976331;9044.69526744359;1378.08350147838;23381.6929941633;9811.48313275122;1322.59035776505;9755.1718683778;1363.08217883235;25016.0364273594;10372.6814262424;1392.69666899762;10511.5615661221;1488.2342598425;84;11;84;11;83;12;-1;9
"Joinville-le-Pont";94042;7364.34354769558;3047.00282318587;303.250226874166;3408.85203728261;378.318136128077;7138.23093668139;3042.21122067112;265.750866705342;3223.95380358421;347.733850975119;7756.98980636928;3454.98546835958;253.215676705019;3474.97799118598;251.991604039323;88;9;88;9;89;7;1;-22
"Le Kremlin-Bicêtre";94043;11596.5648477407;5043.15863128202;636.64942396981;4768.68349441596;649.640405725456;11389.6554538235;4722.25413319347;608.3769417401;4846.36209036573;705.240520759561;10463.8147309595;4387.11426712526;529.083541200974;4379.52217105212;663.724778425412;85;11;84;12;84;11;0;-8
"Limeil-Brévannes";94044;8165.34245321671;3579.91620136201;177.965542152181;3808.30526834914;327.650654680665;9724.11227066272;4230.04727409391;251.361556862609;4485.82012953278;373.930076667822;11646.0370272842;5000.54550487747;338.895293506594;5441.38011541601;505.969136189185;90;6;90;6;90;7;0;17
"Maisons-Alfort";94046;23642.2181886804;10143.1629659567;798.438767423302;10677.1683101851;1047.49153762205;24029.6102145994;9992.86758106233;1095.43021411555;11012.7109103255;1015.19290561321;24602.0840299885;10426.3582169144;794.878538819344;11108.8843180669;1263.97865123122;88;8;87;9;88;8;1;-11
"Mandres-les-Roses";94047;1843.37126114564;787.763629030362;94.8096297985851;798.64230385652;100.804730819252;1740.60118906064;735.294649227111;82.1942925089181;788.806658739596;71.8749108204519;1868.73886669626;826.93741677763;47.8224589436307;853.500517828081;69.7410859594615;86;11;88;9;90;6;2;-33
"Marolles-en-Brie";94048;2162;924;61;982;69;1956;819;64;911;65;1885;813;44;871;60;88;6;88;7;89;6;1;-14
"Nogent-sur-Marne";94052;12918.9645050228;5629.56954292877;356.52711494379;6138.01678908528;490.399650148935;13113.989281671;5442.25170377411;424.214863964794;6246.67123384831;583.886658385353;13385.556562057;5670.07176479085;374.401997343778;6396.47121567974;534.093772105139;91;7;89;8;90;7;1;-12
"Noiseau";94053;1890;869;29;888;47;1953;878;42;891;71;1891;838;39;883;73;93;4;91;6;91;6;0;0
"Orly";94054;8037.06895863855;3418.77124088299;238.899852827565;3498.35933781558;425.564025145856;8289.9559510127;3573.66266700026;286.711377277902;3668.3043695124;378.107726827362;8752.77677773726;3860.67388894956;330.910111817884;3750.39703067171;462.840253852354;86;8;87;8;87;9;0;12
"Ormesson-sur-Marne";94055;3751.53413054075;1674.79966193374;91.7413384279132;1714.69959432049;145.606247150023;3742.5798168098;1648.47035134509;64.0852708357842;1756.92234814411;138.029814107843;3858.70485843822;1708.70250032605;68.2473555387419;1813.31142711163;139.860656163202;90;6;91;5;91;5;0;0
"Périgny";94056;995.943604605266;466.528109533088;22.8629114157995;445.701598119664;33.0422677194776;1042.82341269967;470.109532024464;23.3429961956107;468.042013711911;34.7129822782031;1135.42427932501;501.928809202059;30.1005515214807;516.048951839028;42.1744057243173;92;6;90;6;90;6;0;0
"Le Perreux-sur-Marne";94058;13309.5729716638;5674.16801777834;386.254199665201;6260.11925201539;628.422011284734;13863.1354803735;5812.04253439236;457.987132360918;6525.98396683854;529.458878274378;14100.7390893618;5944.15288500575;345.080455525432;6673.69688257699;585.031060284261;90;8;89;7;89;7;0;0
"Le Plessis-Trévise";94059;7939.39864249548;3475.56994969461;223.533872036528;3695.771327628;310.350346342775;7852.74022187724;3508.87744745241;183.674655732909;3633.93260371704;311.034983515596;8170.73425192285;3612.18313212608;140.312821119451;3862.48341650243;257.304349782508;90;7;91;6;91;5;0;-17
"La Queue-en-Brie";94060;4838.05496211053;2145.35242878812;157.635433556736;2205.50229967121;138.826967003669;4974.93703405177;2140.46432386615;141.341152288868;2319.34004400055;164.188559490633;4908.21480344436;2108.32619831971;171.628576964543;2291.81884461876;156.730202987262;90;6;90;6;90;7;0;17
"Rungis";94065;2723.71279473726;1210.69849504873;55.1490495159415;1297.42092170451;71.9044616912478;2767.24341502956;1184.60451593915;62.6153697393099;1316.51012648232;99.2158529347226;2637.04963636139;1108.28078706488;50.4170479831672;1287.4533829882;98.6064539524119;92;5;90;6;91;6;1;0
"Saint-Mandé";94067;8750.12245187715;3565.48723329332;294.89465379857;4126.31185720105;510.594160063507;8374.88884765915;3501.160238005;316.100457366225;3842.25661405398;463.334485388122;8329.70912132238;3451.10551013607;308.599097482547;3774.80767500161;483.270125768877;88;9;88;9;87;10;-1;11
"Saint-Maur-des-Fossés";94068;30571.1853427757;13035.5667648254;971.68595300652;14215.7418690531;1244.69929144003;28733.9320209233;12252.0425604127;887.372112582024;13338.9636359913;1269.34092369274;29342.6153048307;12371.5176155488;811.688045724826;13924.1838332964;1266.98412384373;89;7;89;8;90;7;1;-12
"Saint-Maurice";94069;6354.21034967115;2656.3917177532;215.295789945728;3006.94822483868;298.085062375883;6594.54076341647;2748.40280750851;209.013704323895;3091.51333205115;246.201490917855;5742.22566204749;2439.37102864397;209.343238893973;2605.52874940522;271.373459382523;89;8;89;7;88;8;-1;14
"Santeny";94070;1326.17967418425;604.680504026709;35.6256077053074;594.28053615016;43.7732976403925;1206.77991975356;552.358222295484;22.9364017106417;549.035806574456;48.7918897121166;1446.80390573743;629.176988647659;33.1780051651895;659.084869905943;46.2246301874515;90;6;91;6;89;5;-2;-17
"Sucy-en-Brie";94071;10554.570953072;4610.97849678324;279.047563114382;4845.55003759753;423.757937514538;9967.32035278559;4425.74927568309;224.793299309394;4488.55906022503;436.295886757371;10422.2863910176;4505.24928821276;290.000944238468;4829.05518508005;402.037871556473;90;7;89;7;90;7;1;0
"Thiais";94073;12422.0214278841;5617.84347595701;384.51394762005;5466.42424847052;442.861085926161;12017.3104551442;5278.58082859583;267.556434605402;5476.88288879263;454.880917773179;12431.5074897497;5334.82693329396;485.260821589396;5625.55774191531;461.319168900162;89;7;89;6;88;8;-1;33
"Valenton";94074;4645.68745983895;2034.41710698638;133.246658776167;1995.68143665597;208.225766132889;4751.42090141095;2025.93377448814;159.879844134078;1989.82245318774;293.800875677276;5113.95331674562;2251.03894949528;252.135230425109;1996.65201732325;327.941884614978;87;7;85;10;83;11;-2;10
"Villecresnes";94075;3910.30268873398;1737.69228857185;90.9366489354691;1837.51337359823;118.628264424037;3901.66825972877;1717.86710679724;82.5113357002074;1793.36582965933;146.901178349853;4290.00995027037;1868.78379143199;115.027099446372;2012.97424031151;148.969522233826;91;5;90;6;90;6;0;0
"Villejuif";94076;21751.9763527237;9366.59454676966;716.798141063586;9630.46863512793;1146.2374426251;22452.909532619;9431.91004758506;982.388703087643;9864.6852142737;1225.68237026649;20915.2744293218;8484.59685513788;906.406574824966;9276.94030166172;1219.26548212847;87;9;86;10;85;10;-1;0
"Villeneuve-le-Roi";94077;7330.54628913947;3422.23988049284;209.632835852228;3099.57711995002;310.325578168889;8056.46928707042;3576.33830200039;280.123895635592;3413.03751833534;378.355524901719;8149.25926733462;3645.57610667339;235.962566816853;3515.77669397136;402.631371273079;89;7;87;8;88;8;1;0
"Villeneuve-Saint-Georges";94078;12332.2243725308;5648.62430777603;614.458619815575;4882.09113555054;594.732813975686;12810.9802928035;5902.13159479041;565.240861593885;4859.87358739454;787.078129177285;12264.9875558813;5561.47236971433;709.905000435672;4411.12832421032;768.073935717567;85;10;84;11;81;12;-4;9
"Villiers-sur-Marne";94079;11571.3080712988;5002.01951101431;330.795150917237;5312.22733373145;481.375618332243;11381.0432706048;5095.79884045557;309.038909947617;5008.64149971211;477.54638404136;12044.6242830765;5448.83450146428;308.325494650336;5195.76853727941;462.021781790657;89;7;89;7;88;6;-1;-14
"Vincennes";94080;22398.2864929126;9410.71833527992;836.244030659145;10304.3153688925;1125.86307780026;22313.3033753228;9431.96637957506;684.51578019897;10375.0159519992;1146.3099784226;22200.422221961;9208.92774743511;791.206727313914;10400.3133569172;1000.69556367347;88;9;89;8;88;8;-1;0
"Vitry-sur-Seine";94081;32753.5047427219;14341.9035571224;1212.02356854349;13993.1942686998;1695.57608628141;33692.8511177617;14778.8201312657;1249.29207252782;14330.4005019423;1687.45500913169;35091.5569201225;15502.4144806274;1463.52187293511;14547.0471065529;1889.60957597629;87;9;86;9;86;10;0;11
