"LIB_MOD";"INSEE_COM";"P08_LOG";"C08_MEN";"P08_RP";"P08_RSECOCC";"P08_LOGVAC";"P08_RP_PROP";"P08_RP_LOC";"P08_ANEM_RP_PROP";"P08_ANEM_RP_LOC";"P08_RP_VOIT1P";"P13_LOG";"C13_MEN";"P13_RP";"P13_RSECOCC";"P13_LOGVAC";"P13_RP_PROP";"P13_RP_LOC";"P13_ANEM_RP_PROP";"P13_ANEM_RP_LOC";"P13_RP_VOIT1P";"P18_LOG";"C18_MEN";"P18_RP";"P18_RSECOCC";"P18_LOGVAC";"P18_RP_PROP";"P18_RP_LOC";"P18_ANEM_RP_PROP";"P18_ANEM_RP_LOC";"P18_RP_VOIT1P";"Prixm2";"Nb_Ventes";"PrixMoyen_M2";"PrixMoyen_M2_1819";"loyer_apparts";"loyer_maisons";"RP_13_%";"RSE_13_%";"VAC_13_%";"RP_18_%";"RSE_18_%";"VAC_18_%";"RP_PROP_13_%";"RP_LOC_13_%";"RP_PROP_18_%";"RP_LOC_18_%";"PROP_13_18_%";"LOC_13_18_%";"VOIT_13_%";"VOIT_18_%";"VOIT_13_18_%";"PRIX17_19_%"
"Le Perreux-sur-Marne";94058;15395.928005288;14151.3465357313;14152.4758276362;222.838391749587;1020.61378590215;9014.5761436235;4795.9446355947;145126.160306076;42019.7680424721;10982.7343447836;15967.3468224918;14890.5029538302;14890.5029538302;234.675628995372;842.168239666177;9510.01590804572;5082.09342866161;167991.483106897;43742.1316089188;11585.024760361;16626.0127088239;14950.1682378048;14950.1682378048;291.522036370628;1384.3224346485;9373.25073419942;5320.44451238703;162564.699746005;42122.2716814336;11464.4921809538;4879;627;5349;5318.36886503067;18.89208908;18.19656081;93;1;5;90;2;8;64;34;63;36;-2;6;78;77;-1;9
"Le Plessis-Trévise";94059;7685.0192568899;7461.68399174894;7462.68399432937;41.1356130999194;181.199649460614;4574.2324254341;2803.60576857414;64985.9297512336;22114.6108641062;6389.86989321219;8124.39658444351;7931.63326818411;7932.63325514755;49.8201377791473;141.943191516814;4983.63368326628;2860.14510624849;77408.31973946;19667.0288060242;6860.49340537092;8441.51675502349;8289.30252506705;8289.30252506705;60.0257450928619;92.1884848635784;4709.75853705979;3463.12879628425;81395.0007399549;28632.2462278386;7109.3421611115;3365;336;3689;3650.42833052277;16.08918978;13.81655105;98;1;2;98;1;1;63;36;57;42;-10;17;86;86;0;8
"La Queue-en-Brie";94060;4083.48825457647;4043.64876461005;4043.64876461005;16.808507103186;23.030982863227;2734.27486748433;1210.33400906319;41432.3889691413;11052.8874684084;3647.83232377413;4327.0798973735;4221.3800738782;4218.38001705623;5.38356885231975;103.316311464945;2893.01772673383;1290.48392715543;48354.8181508456;12277.6620550539;3753.00094093137;4468.347672419;4289.03564230317;4289.03564230317;42.336508418453;136.97552169738;2802.8338488976;1447.6834681421;48294.6858423395;15321.9896098944;3738.70847054369;3108;177;3191;3200.45205479452;16.7168477;13.39403114;97;0;2;96;1;3;69;31;65;34;-6;10;89;87;-2;3
"Rungis";94065;2283.70731707297;2171.00704503707;2171.9999999998;42.6518847006651;69.0554323725054;1455.70260065708;665.16085361511;20261.7397782046;3569.03349301254;1962.71844076351;2389.90849134323;2277.96890675319;2278.99999999946;30.9744435284419;79.9340478153339;1480.03212963364;749.001648746975;24073.2984975527;4690.5840067184;2071.46377179443;2503.45634599841;2353.77819423968;2352.00000000003;41.2126111560228;110.243734842361;1536.17694259342;765.189073304082;28129.9054734341;5862.53027858653;2132.28328379438;4112;67;4118;4081.87837837838;18.02606035;14.11220547;95;1;3;94;2;4;65;33;65;33;0;0;91;91;0;-1
"Saint-Mandé";94067;11570.124168011;10478.9126847638;10481.7851297135;341.320378165478;747.018660132053;4994.6025228053;5017.84391684574;86977.3316598318;44814.5490957762;6724.31319956779;11497.1391984807;10408.3470439415;10411.3470840517;293.336807937979;792.455306491003;4741.10060470611;5221.95031873259;85819.0438085401;47481.6137532715;6279.35268086861;11680.7142306443;10439.619753437;10441.6197944719;387.77936537049;851.315070801983;5337.37313880282;4749.4670112818;93158.3169033093;41402.8910189681;5791.45499037852;7228;371;8507;8269.57364341085;25.36151077;21.55803658;91;3;7;89;3;7;46;50;51;45;11;-10;60;55;-8;14
"Saint-Maur-des-Fossés";94068;36599.8749347158;33989.0071555892;33989.0071555892;485.320806541026;2125.54697258557;21215.8347371809;11670.3614549041;383901.788374685;98696.9335098545;26851.5153644389;36787.99336737;33702.9848444843;33700.9848448779;418.91581731325;2668.09270517882;20706.8009717902;12075.3529670753;396690.087121678;103194.639448868;25926.9137358968;37394.8742554656;34042.488758094;34047.3496353492;649.156080167525;2698.36853994885;21409.7855515197;11765.5298414869;409181.029551497;104613.166209683;26516.6149857978;5007;1422;5699;5643.07875722543;19.19334228;20.77046611;92;1;7;91;2;7;61;36;63;35;3;-3;77;78;1;13
"Saint-Maurice";94069;7105.13734140327;6613.58268548723;6612.5826647171;181.993591739899;310.56108494628;2764.68008602502;3639.5118012476;35028.5122795038;28205.8098417363;4730.13392586207;7124.15703207413;6660.61950527324;6658.61945810557;155.610513257474;309.927060711078;2851.01235017286;3526.63899622116;39200.0170364364;31189.7671342716;4868.55532019337;7169.32901109754;6419.87698299372;6418.96296761441;173.476650999089;576.889392484044;2545.9764111209;3472.43916069592;40332.7894575781;33489.0829106693;4426.59446446251;5560;215;5860;5711.98152424942;21.35545829;20.01006164;93;2;4;90;2;8;43;53;40;54;-7;2;73;69;-5;3
"Santeny";94070;1312.96727549467;1268.79286776041;1271;5.1179604261796;36.8493150684931;1014.00156359467;228.335026961017;16674.3086015642;1351.05239749408;1227.60391363424;1401.45222465354;1341.27243942077;1339;6.0437636761488;56.4084609773888;1037.26237550225;268.672443670953;19110.4738294099;1663.18774436168;1244.95131417799;1641.52122795558;1559.91978537508;1557;9.75244937949054;74.7687785760941;1178.41507408794;348.490320779321;23438.2772848901;2412.09314614221;1466.5751576705;2930;45;3169;3318.26530612245;16.08115013;13.73337663;96;0;4;95;1;5;77;20;76;22;-1;10;93;94;1;13
"Sucy-en-Brie";94071;10469.5837795132;10091.1027777029;10089.1027610948;100.647447631515;279.833570786882;6676.56314466128;3213.90748157463;116602.158156706;36965.8999859488;8689.50921612353;10775.5827939559;10222.2513478052;10220.2513316031;95.2724254383124;460.059036914497;6652.66278945823;3346.60175370097;128955.032847029;39222.907100933;8657.24354316313;11095.9325330355;10856.5279317913;10853.5279504395;67.2680054360727;175.136577159843;7127.75816437519;3573.00081698494;142534.71878118;39908.8819386255;9136.07597673968;3454;315;3887;3782.54929577465;17.07937564;15.1286982;95;1;4;98;1;2;65;33;66;33;2;0;85;84;-1;10
"Thiais";94073;12304.9998078909;11736.5153122654;11743.4807625671;74.8976083324471;486.621436991396;6073.6357117491;5430.95063524197;100020.852470973;66045.7829140416;9317.40907329212;12781.9513803146;11971.3376620465;11971.3376620465;102.750393990291;707.863324277782;6219.59196383595;5502.55383397223;107239.354129305;63699.5166842587;9561.63566500035;13478.6689384268;12639.9251727365;12626.1621219619;244.511089691171;607.995726773673;6934.5902356455;5381.7796833276;119681.200605723;57227.4257733493;10066.2701326366;3427;349;3543;3583.10825439784;17.23557316;15.00739;94;1;6;94;2;5;52;46;55;43;6;-7;80;80;0;5
"Valenton";94074;4218.50881043047;4109.41993196059;4110.41993410404;8.85856858215321;99.2303077442827;1368.10006676125;2687.84427894713;25994.8755729892;34051.4637433237;3067.62401891002;4569.64826751252;4441.51566077865;4441.51566077865;13.3819823154017;114.750624418462;1255.91561464854;3134.38944645301;24425.2271439329;39061.3334341903;3195.224265435;5474.54596596976;5244.07801322366;5244.07801322366;43.4914229124956;186.976529833602;1456.27441709439;3728.41372982117;27891.6117091645;43182.5291344737;3819.70949668168;3111;62;3165;3247.9219858156;16.37935944;14.52170661;97;0;3;96;1;3;28;71;28;71;0;0;72;73;1;4
"Villecresnes";94075;3698.42496191225;3459.54642689285;3466.47706018201;40.86128838771;191.086613342526;2805.19793129197;572.319363627085;46704.8652048897;4913.5443680241;3201.57464806565;3852.41217087359;3636.09631074751;3624.01960005584;22.4648430312536;205.927727786491;2857.14847113539;701.455612673958;51467.9217901849;5630.76635998679;3325.12101043724;4452.43686015765;4238.0886230446;4239.03146812203;40.4923051554762;172.913086880141;3103.84599489718;1037.1295851722;54253.1914454355;6220.89182087837;3850.57929622117;3006;181;3370;3248.41176470588;15.92755952;13.73337663;94;1;5;95;1;4;79;19;73;24;-8;26;91;91;0;8
"Villejuif";94076;23824.5639825647;22561.9438504219;22559.9438447496;160.011325629584;1104.60881218553;8336.22416385466;13549.4976568813;150671.147487947;146585.201310026;14249.4851860728;25199.8740628081;23490.135857013;23486.1358784616;512.927752576976;1200.81043176947;8810.76286543929;14078.4731676098;169114.807754148;160498.193859407;14772.1016387284;26596.4708022205;24231.72004104;24246.1696524771;688.209917813283;1662.09123193016;9139.60974969742;14398.1517341279;178841.839743018;164193.641596455;14230.0270458839;4323;479;4867;4778.91340782123;19.51052563;16.89462138;93;2;5;91;3;6;38;60;38;59;0;-2;63;59;-6;11
"Villeneuve-le-Roi";94077;7946.14288003738;7407.17329405907;7409.17333262823;47.2627372825499;489.706810126605;4116.75948495042;3106.28886990077;87248.8976608723;34111.2522570566;5559.20528851818;8353.93100377278;7900.73518436917;7900.73518436917;47.9020492128883;405.293770190717;4493.39563912921;3273.05957594002;90380.9350227361;37339.3747402272;6045.72195509486;8616.1442776242;8264.75590276036;8268.08897974132;43.8274737634924;304.227824119388;4768.66187835148;3363.44820656863;97455.5392745066;33286.6950505201;6415.73875720944;3359;242;3613;3630.40700218818;16.80653027;12.71482825;95;1;5;96;1;4;57;41;58;41;2;0;77;78;1;8
"Villeneuve-Saint-Georges";94078;12460.8541355305;11716.521179034;11715.5014480389;75.740569339614;669.612118152012;4495.68917765513;6925.36292007185;79257.7309566368;79784.9795815432;7808.0908651868;13352.4655277676;12364.2537762318;12367.2537678697;82.0781381772235;903.133621720742;4602.40559586346;7547.65180173144;84095.2592708983;79623.3142865523;7792.2543602353;13739.4106377504;12663.1473415606;12663.1473415606;106.926629450888;969.336666738895;4249.20571439492;8220.07122235616;79860.7361470737;93990.930513705;7827.15853639071;2734;284;3031;3043.04379562044;15.14805433;14.04288141;93;1;7;92;1;7;37;61;34;65;-8;7;63;62;-2;11
"Villiers-sur-Marne";94079;11003.9062188739;10367.421393063;10364.4214202079;66.5933221272047;572.891476538763;6049.74366342607;4189.6191291141;95277.6118331845;44190.0864927204;8069.79112273189;11442.5467911527;10897.1456530061;10898.1456572996;120.731832059418;423.669301793697;5791.35497448354;4943.4418063862;98414.9911821646;55065.7252290173;8250.66712711691;12394.8116240338;11801.234110371;11805.9813051946;188.833037141121;399.997281698048;6309.00241461357;5357.9294811904;109161.898530499;60623.8699728475;8996.38594757828;3582;420;3835;3874.05735660848;17.07219892;14.10509925;95;1;4;95;2;3;53;45;53;45;0;0;76;76;0;8
"Vincennes";94080;27143.2890905425;24554.1634162572;24555.1634076681;732.484606969421;1855.64107590498;11707.7373996276;11907.8544672426;177066.408758485;102664.723906043;13739.3011559422;27426.9520709769;24882.2071486283;24880.2071524811;942.584904749008;1604.16001374681;12102.1844075167;11956.3922889321;198415.199420059;104140.176737572;13495.4861060132;27650.9922108373;24925.9374613877;24927.9374607627;1185.52433362713;1537.53041644746;11997.4890796415;12012.7112883773;198026.895165243;101188.635114561;12538.3473664139;7226;882;8438;8244.11174458381;25.04831934;23.48252488;91;3;6;90;4;6;49;48;48;48;-2;0;54;50;-7;14
"Vitry-sur-Seine";94081;34676.6248428589;32748.4882460208;32750.0660677416;249.873850177026;1676.68492494028;13010.7474882515;18806.6999337893;243760.922287904;235079.758403139;22317.5289008176;37343.9547898384;35347.4695375456;35350.8491845276;416.48328839207;1576.62231691878;13614.2190058529;20982.4283893569;259838.668797428;254039.294823773;23366.6181568828;40049.8189821565;37555.3848556167;37559.3848363387;552.688876673912;1937.74526914381;13707.0915294311;22954.0309055055;264319.826556233;280008.851733495;23983.9779695314;3704;657;4125;4114.94700984103;17.91417274;13.6949208;95;1;4;94;1;5;39;59;36;61;-8;3;66;64;-3;11
