"LIB_MOD";"INSEE_COM";"P08_LOG";"C08_MEN";"P08_RP";"P08_RSECOCC";"P08_LOGVAC";"P08_RP_PROP";"P08_RP_LOC";"P08_ANEM_RP_PROP";"P08_ANEM_RP_LOC";"P08_RP_VOIT1P";"P13_LOG";"C13_MEN";"P13_RP";"P13_RSECOCC";"P13_LOGVAC";"P13_RP_PROP";"P13_RP_LOC";"P13_ANEM_RP_PROP";"P13_ANEM_RP_LOC";"P13_RP_VOIT1P";"P18_LOG";"C18_MEN";"P18_RP";"P18_RSECOCC";"P18_LOGVAC";"P18_RP_PROP";"P18_RP_LOC";"P18_ANEM_RP_PROP";"P18_ANEM_RP_LOC";"P18_RP_VOIT1P";"Prixm2";"Nb_Ventes";"PrixMoyen_M2";"PrixMoyen_M2_1819";"loyer_apparts";"loyer_maisons";"RP_13_%";"RSE_13_%";"VAC_13_%";"RP_18_%";"RSE_18_%";"VAC_18_%";"RP_PROP_13_%";"RP_LOC_13_%";"RP_PROP_18_%";"RP_LOC_18_%";"PROP_13_18_%";"LOC_13_18_%";"VOIT_13_%";"VOIT_18_%";"VOIT_13_18_%";"PRIX17_19_%"
"Les Pavillons-sous-Bois";93057;9417.61596461555;8599.56075624953;8599.56075624953;61.3769698564758;756.678238509548;5147.98098163557;3198.23624428526;91115.8374738857;22315.7041541979;6611.53135509273;9855.87273720526;9069.32628269048;9069.32628269048;61.4711443981791;725.075310116596;5468.69384440324;3423.3231578843;94632.0429395666;24368.800127546;7046.49626958888;10416.4970085358;9542.43664808998;9542.43664808998;86.7464354262725;787.313925019593;5111.21768227775;4274.92877682745;88156.7072053348;28920.9884078625;7195.64242342782;3141;297;3431;3361.41095890411;16.17282265;15.80411075;92;1;7;92;1;8;60;38;54;45;-10;18;78;75;-4;7
"Pierrefitte-sur-Seine";93059;10422.0143824477;9753.88029479632;9754.88029627071;57.9194924617675;609.214593715216;3788.79230519846;5824.55537958295;66534.5344457155;66865.3330266719;6568.23591502547;10363.4871148399;9494.55540338502;9495.55540202806;290.248975208505;577.682737603345;3700.64091189293;5538.62683480047;70139.9279765162;54276.4229343425;5806.06908910753;11351.9737154411;10571.0550740246;10572.0550715384;97.3023712784602;682.616272624295;3292.50315847455;7161.26738733223;63897.4841486832;73194.3091006124;6232.80735127458;2792;182;2893;2995.41866666667;16.332421;12.7321056;92;3;6;93;1;6;39;58;31;68;-21;17;61;59;-3;7
"Le Pré-Saint-Gervais";93061;8641.82706080237;7894.74356990012;7894.74356990012;79.1806006568785;667.902890245373;2140.17395674212;5585.56779791105;31244.8754502529;59887.6679418292;3951.12930748414;8679.54678434592;8107.69498599676;8107.69498599676;95.0574547533915;476.794343595769;2220.39738692568;5747.70678230056;32286.8862121369;69136.23319183;4160.53938518148;8900.60686959302;8204.69306185925;8204.69306185925;138.554861046967;557.3589466868;2258.94960195742;5799.55785532644;36491.5091591187;71312.5832677386;3784.30699419085;5059;171;6096;5733.64705882353;20.75934594;24.34543923;93;1;5;92;2;6;27;71;28;71;4;0;51;46;-10;13
"Le Raincy";93062;6801.87912907551;6039.18275153924;6038.18277155661;67.2130090905241;696.483348428379;3862.41443373002;1956.87427207524;67261.2175488212;14440.1929730372;4658.89491499381;6985.69266156085;6369.24423984951;6369.24423984951;116.213888057021;500.23453365432;3768.94913102007;2436.36268555326;66792.8537473287;18028.8661018415;4910.68859313598;7306.70298290168;6623.40876435;6623.40876435;112.384129668968;570.910088882709;3572.60152020464;2895.3587702358;64097.3912054406;19651.9908614239;4934.26833006495;3821;273;4020;4017.99270072993;17.07106996;15.9233238;91;2;7;91;2;8;59;38;54;44;-8;16;77;74;-4;5
"Romainville";93063;10735.6272697362;10125.9249160613;10125.9249160613;62.0280103053733;547.674343369505;3678.44137356303;6181.58606858527;65204.7549996575;77500.8572437059;6389.71949445229;10921.9575379427;10348.014750732;10348.014750732;96.5573304363637;477.385456774319;4024.66698639853;6159.64990088332;72590.7323911531;78143.0007122573;6589.63313292949;12387.4975279827;11415.3119452634;11417.3119448304;80.5688432000641;889.616739952292;4116.01532430899;7162.40428115911;62560.3193210365;86528.2146122631;6898.12737343754;4178;185;5141;4904.93621867882;18.62489399;15.26024819;95;1;4;92;1;7;39;60;36;63;-8;5;64;60;-6;17
"Rosny-sous-Bois";93064;17716.0378579755;16557.5675207447;16559.567525317;133.537263974584;1022.93306868389;8378.69372627727;7335.73843186037;131472.272418699;78362.2430686025;12202.4738695623;18872.4237321833;17626.2127957649;17627.2127914382;97.6679398036391;1147.54300094149;8146.96161192539;8569.93260448016;131478.524921454;92078.9630688075;12384.3672687288;20842.8331350372;18986.6469798168;18988.6469622417;276.576145061797;1577.61002773377;8693.09879659917;9535.59051139251;150716.669532891;99758.8613010337;13324.7059735136;3329;527;3737;3616.6712962963;17.21817194;15.16614387;93;1;6;91;1;8;46;49;46;50;0;2;70;70;0;9
"Saint-Denis";93066;42769.1772468703;40206.2252217728;40221.3753209521;392.102735358469;2155.69919055973;8324.94414818349;30700.7078900809;126816.285939637;301319.013640891;19288.6681767736;45739.5502812475;42647.797597052;42647.6969204312;328.478315170733;2763.37504564556;9756.32948310803;31983.1983887242;145275.367024056;312427.0461351;20032.3710012433;48627.8475149315;44911.1977734158;44928.5967790125;695.064219771818;3004.18651614721;10065.9626368317;33909.9316173768;143260.565126827;343785.805790644;20576.9537536771;3335;836;3775;3661.20125786164;17.79438308;13.28459954;93;1;6;92;1;6;23;75;22;75;-4;0;47;46;-2;10
"Saint-Ouen-sur-Seine";93070;22112.6791979648;20447.1261728987;20448.1261816623;245.197137563575;1419.35587873894;4013.64255366109;15891.9564161322;65652.1806395145;164750.343481159;8909.25621225022;23904.6126176262;21940.141299902;21940.141299902;251.938470136586;1712.53284758762;4797.21130116046;16679.6258307836;72902.1060146836;166772.075034146;9217.54679063503;26565.5419437492;23227.2243978151;23227.8635846632;676.674788209585;2661.00357087639;5112.13306594693;17814.2249547184;64558.0697288891;191879.059270145;9404.62498124116;4717;561;5781;5487.46875;19.70570038;21.15358131;92;1;7;87;3;10;22;76;22;77;0;1;42;40;-5;16
"Sevran";93071;17561.365430173;16745.4191211034;16743.4191371776;40.8913605269822;777.054932468415;8426.19858420025;8068.04137786706;146434.100806698;83073.3331985148;12090.4436756059;17327.3879555849;16547.1712187802;16548.1712120094;53.8615708758431;725.355172699633;8353.71907668715;7896.9031163458;152005.309009342;87219.0819966076;11567.4650962465;17947.8424876432;17052.9920009655;17056.991964028;90.7799082680758;800.070615347138;8116.14420186226;8714.60016185349;152180.223748612;102634.720982813;11899.8402664437;2597;375;2684;2684;16.27419824;12.51785257;96;0;4;95;1;4;50;48;48;51;-4;6;70;70;0;3
"Stains";93072;12676.9832059116;12028.1726879749;12028.1726879749;44.3659042421672;604.444613694594;3646.99967457807;8211.18526673717;67324.0803886762;105727.092517438;6910.40216037775;13422.5526781429;12556.4910428019;12556.4910428019;29.1463533077668;836.915282033184;3704.44372676869;8692.78404993684;70800.7828861755;114410.031696;7506.02557475022;14620.4314372331;13485.5320082488;13482.5320235046;33.1302763903566;1104.76913733811;3971.89744478682;9362.93181516897;68785.5409526804;110402.099946027;8073.06856438387;2778;177;2874;2839.57297297297;16.79351254;12.96321057;94;0;6;92;0;8;30;69;29;69;-3;0;60;60;0;2
"Tremblay-en-France";93073;13214.5148506637;12670.8944547048;12665.8944488423;153.926098264396;394.694303557006;7419.43057190748;5049.13204262699;135883.569099123;48205.2402288301;10380.4994584249;13264.1275367038;12598.8997445705;12599.8997546926;134.303774864638;529.924007146481;7474.86373629017;4943.30561092723;144185.235011291;47906.5694026874;10267.4830933475;14118.1107773985;13275.1590120838;13276.1751914613;119.048037920721;722.887548016477;7613.77388329097;5434.87379040016;152021.9724644;50611.9725344034;11042.4577895549;2884;357;3065;3011.75778078484;16.05560074;12.25412458;95;1;4;94;1;5;59;39;57;41;-3;5;81;83;2;4
"Vaujours";93074;2531.02486785844;2394.08628683975;2393.99999973485;12.0904295403166;124.934438583271;1584.03743794361;758.509777981903;26631.8594576163;4618.80269322944;2055.59821875216;2942.55427186819;2730.9854087688;2731.99999935087;23.0607060376113;187.493566479709;1666.0524130311;1003.63870400973;28196.5167046841;5857.74128443975;2338.74632074834;3033.15666126804;2714.19188613719;2715.99999995183;28.8324237560193;288.324237560193;1618.96923320357;1051.32196215767;29912.2228089619;6534.95669752619;2307.20110117823;3132;120;3303;3165.30769230769;15.35594261;12.33405149;93;1;6;90;1;10;61;37;60;39;-2;5;86;85;-1;1
"Villemomble";93077;12514.9777736976;11855.7262253441;11853.9955625267;39.8832907899816;621.098920380882;6316.60204905232;5264.84293731936;114786.955665251;54778.1644150714;8633.10576915468;12852.9649241073;12027.5918378857;12027.5918378857;88.3182692911461;737.054816930494;6045.15535452021;5787.96838172355;109578.779796991;54755.167803912;8715.53788937811;13348.4164194714;12419.3726226294;12422.6562113267;103.480946405822;822.279261738911;6451.241354603;5788.37999347249;119536.204266439;58961.4204073079;9339.03316082453;3388;392;3802;3784.04347826087;16.51077219;16.35736537;94;1;6;93;1;6;50;48;52;47;4;-2;72;75;4;12
"Villepinte";93078;12073.9211373786;11559.5932115505;11561.5931979084;78.9544866133685;433.373452856789;6929.98279856652;4358.36596561221;104786.19892022;37843.9516741762;9522.25068421244;12052.4952111508;11428.7274027421;11428.7274027421;71.5189750228554;552.248833385794;6894.94297556369;4353.23937710109;121733.811543957;42228.6317917206;9256.60311189236;12918.4969736732;12156.3198274925;12159.3198267458;115.86415777908;643.312989148275;6750.08463647473;5238.86276355615;127219.928051036;52235.4054363608;9833.6728566592;2590;327;2894;2807.5170178282;15.67040652;12.82446395;95;1;5;94;1;5;60;38;56;43;-7;13;81;81;0;8
"Villetaneuse";93079;4312.85657237291;4104.58239138744;4104.58239138744;14.1015311750998;194.172649810369;1024.41717065674;2985.13412544566;16959.2227091029;35342.7822662782;2563.27118265862;4563.56622974774;4392.65551563364;4392.65551563364;18.8872005762132;152.023513537891;931.858108922924;3396.07859216032;14966.6779651487;42351.0754825638;2516.53498252451;4824.62685966646;4580.1027573073;4580.1027573073;16.2717655279519;228.252336831205;1160.31954547178;3339.02262978802;21232.7489524675;47921.3992852022;2961.54598712294;2753;51;2931;2872.8407079646;15.28804692;12.40572712;96;0;3;95;0;5;21;77;25;73;19;-5;57;65;14;4
"Ablon-sur-Seine";94001;2389.67996910642;2246.09068339214;2247.09068339214;25.8443080357143;116.744977678571;1500.72429112766;698.407160590619;27144.9251274011;7036.03168692017;1739.52129883706;2419.77768807285;2236.62162162162;2237.58378378378;35.1102836390383;147.083620650025;1454.42162162162;743.666666666667;26837.1891891892;6454.11891891892;1775.32252252252;2612.59596966365;2374.2012293843;2367.21962557763;32.0454180709356;213.330926015086;1477.23877623865;861.112975679334;26364.3322026149;6787.27854985571;1854.51202165269;2737;116;2873;2864.31707317073;16.42744992;12.52735204;92;1;6;91;1;8;65;33;62;36;-5;9;79;78;-1;5
"Alfortville";94002;20929.4484925957;19654.7722762394;19651.7722841024;132.210140732685;1145.46606776054;5745.57919952244;13533.1951447719;86855.3379507856;145925.635939007;12663.4222046875;21458.1739218987;19931.3756919863;19931.3756919863;239.20333346378;1287.59489644866;5807.48366608436;13789.2984518933;94829.1350218516;152795.483607593;12340.1231174161;22294.0181614062;20363.8875261558;20375.1260801973;197.274131102722;1721.61795010627;6465.14689072295;13502.2414630349;108201.193386263;150388.860420849;12500.6143320608;4362;537;4906;4733.14859813084;18.44240303;18.12897204;93;1;6;91;1;8;29;69;32;66;10;-4;62;61;-2;9
"Arcueil";94003;9302.13637543258;8806.14446864092;8811.87405865613;79.6507872097913;410.611529566657;2799.26726598717;5763.48924227978;55044.1433050544;75979.3133254707;5784.48701413063;9700.3490789165;8934.63318692801;8932.63322071839;67.6823709636696;700.033487234444;2839.03636009106;5858.26868691651;49789.4992670742;75008.6721463171;5328.92709661445;10823.2268584355;9964.92324257021;9967.9233108483;178.951844892704;676.351702694444;3111.52215971195;6624.49461644054;56853.8878942992;74195.1666236631;5682.31096308755;4611;169;5661;5448.86337209302;19.9222186;19.5628012;92;1;7;92;2;6;32;66;31;66;-3;0;60;57;-5;18
"Boissy-Saint-Léger";94004;6225.02826127985;5903.56784124468;5903.56784124468;88.8630470150737;232.597373020095;3045.33415824736;2718.84032651843;47730.2911493367;29302.2750793476;4591.85879000863;6352.39341083921;5971.73810043598;5967.73817187829;135.801595441192;248.853643519727;2576.08763865943;3300.52551780767;43332.7148021633;37304.2561000063;4428.06324552128;6808.42838114209;6394.20192317273;6395.20191197401;99.9871650348701;313.239304133204;2793.86372989566;3525.44716129213;49987.8444762425;39930.1722725993;4541.9709625554;2842;198;3174;3072.94210526316;16.64498951;14.52170661;94;2;4;94;1;5;43;55;44;55;2;0;74;71;-4;8
"Bonneuil-sur-Marne";94011;6547.97746769091;6313.38355194985;6312.38355551938;19.1962431334163;216.397669038117;1675.77956743407;4515.49022706388;30096.3572158956;56589.4738089085;4347.58531092146;6588.84276743716;6343.5071305293;6341.50718011646;41.4487533731838;205.886833947521;1717.18580699924;4505.78489427974;37660.7462001923;64033.7107120201;4365.36888067357;7310.41226616341;7042.12539974404;7042.19151900952;5.98429478938302;262.236452364502;1869.81705968781;5098.47690993717;37960.8647015074;69556.3724348083;4702.70423165689;3336;117;3626;3582.92727272727;16.68653895;14.52170661;96;1;3;96;0;4;27;71;27;72;0;1;69;67;-3;7
"Bry-sur-Marne";94015;6792.08042408954;6202.88561506836;6202.88561506836;204.507695666581;384.687113354603;4389.36176482529;1650.7438726923;75127.8185088349;12527.1146088699;5313.41193704116;7283.95075667359;6721.51933335034;6722.51932602526;235.231160062294;326.20027058603;4758.6334263493;1848.27176275402;82750.1573119324;11697.3305374754;5579.94276485837;7566.98751332211;6902.00758007611;6899.00758550587;212.821636839939;455.158290976308;4595.36677957243;2180.06052451394;80524.9306681915;18442.9885358629;5628.80819160299;4375;252;5085;4931.41538461538;17.72259832;18.42514627;92;3;4;91;3;6;71;27;67;32;-6;19;83;82;-1;13
"Cachan";94016;12354.1327224427;11445.6693088827;11449.3691336325;119.714582583115;785.049006227132;5313.43219003194;5909.70816402994;97067.5075072367;64172.8943901724;8046.13003576353;13124.5622497437;12476.0371876395;12474.0371776587;120.356231585926;530.168840499016;5007.59248453927;7129.64451060457;90059.174958314;72441.6718561302;8292.92570055542;14501.6337727074;13543.942364832;13547.9424043285;197.494397918571;756.196970460327;5034.58465494485;8259.67057100773;88992.6504524248;85896.2246514861;8450.57882090861;4543;260;5179;5087.14336917563;20.21728389;18.82253254;95;1;4;93;1;5;40;57;37;61;-8;7;66;62;-6;12
"Champigny-sur-Marne";94017;30848.5896714589;29121.2375163216;29118.2375070829;148.196284402773;1582.15587997321;13408.618980878;15107.0625573644;238535.501265439;180868.408406846;21401.1239394765;31313.3752766326;29293.5140023617;29291.5140108777;165.370048902431;1856.49121685247;13607.3148309901;15161.2937384138;250332.364826547;191347.418082389;21363.0091184059;32441.690357146;30363.7210269079;30365.7210394456;297.220726224342;1778.74859147605;13645.2380451539;16240.4433429884;259003.996695025;197433.118128634;21799.1121641994;3553;843;3837;3846.94253591505;17.39399847;15.2823049;94;1;6;94;1;5;46;52;45;53;-2;2;73;72;-1;8
"Charenton-le-Pont";94018;14923.7300253696;13578.9425238206;13578.9425238206;488.535311577602;856.252189971425;5480.71235062318;7681.56158074261;77084.9055117471;70502.6083512402;8831.20444442045;15225.8971174354;13972.7665220695;13972.7665220695;462.59276038256;790.537834983297;5481.29388017411;8113.18629926669;85849.5488736357;83343.7954394589;8813.14250970601;15706.9243727276;14066.4395584449;14074.1484932132;661.844588652833;970.931290861521;5413.61859969535;8335.84443759254;87181.5920675533;96862.4947106415;8893.96200842655;6347;402;7402;7172.53012048193;23.51227478;18.12897204;92;3;5;90;4;6;39;58;38;59;-3;2;63;63;0;13
"Chennevières-sur-Marne";94019;7726.9639888632;7137.04902813026;7137.04902813026;175.885396937352;414.029563795589;4096.36709102931;2838.0137372724;66331.6502389646;32592.7352195115;5820.52765875283;7915.32471526232;7185.71879132126;7185.71879132126;206.625292941518;522.980630999538;4313.46894625112;2716.29915826597;71590.9858902554;33024.9434911494;5880.18698630577;8162.9134037496;7327.85908716691;7328.83359044184;263.408389908189;570.671423399572;3909.52690062703;3288.58338924948;67617.3795058607;40627.0482337438;5869.60796271329;3342;319;3539;3464.95979899497;17.16488384;14.93138377;91;3;7;90;3;7;60;38;53;45;-12;18;82;80;-2;4
"Chevilly-Larue";94021;7806.6641907001;7392.65441549792;7392.65441549792;41.323078511204;372.686696690974;3088.83451782283;4110.43778100468;52576.5765395906;45743.3395786123;5762.07178313516;8090.30952462413;7715.99419924696;7717.99414988941;20.7532002020218;351.562174532704;3300.70575209969;4218.39515858789;59628.9857956798;45904.1290494449;5740.89953911411;8430.10265378934;7850.84570687468;7853.05769328881;181.442365588789;395.602594911738;3402.22559803174;4278.56721622088;65094.7253101841;48818.2280867878;5789.0917488939;3344;158;3533;3506.94736842105;17.4077206;14.52170661;95;0;4;93;2;5;43;55;43;54;0;-2;74;74;0;5
"Choisy-le-Roi";94022;17448.8850442683;16348.2176093235;16349.6621054535;81.8497287170775;1017.37321009763;6691.62407741317;9201.74949352333;113959.848236733;92666.272963988;10750.9955341077;19058.1869734324;17850.2504017555;17848.3437928403;116.307379268334;1093.53580132374;7313.18082448346;10180.683370602;123194.754801046;93661.9465374362;11770.8198076662;20824.2085824597;19384.932451711;19385.1755397752;290.60738723464;1148.42565544988;7756.05204613507;11231.2784830689;124949.600075612;106261.334873278;12558.1794669798;3362;494;3700;3620.22551928783;17.27088411;12.72602266;94;1;6;93;1;6;41;57;40;58;-2;2;66;65;-2;8
"Créteil";94028;36513.8591605955;35244.1922418394;35245.8095835866;303.823055600374;964.22652140848;12922.0311982608;21317.9727778283;208918.764902353;242597.572993772;24586.2649105468;37759.5327303625;36327.3226842488;36328.3226851498;287.792330174999;1143.41771503768;12954.2906872848;22544.4752672994;223530.207995925;265808.125315131;24729.7160079313;39548.8266499923;37632.9913464188;37634.9913372066;347.01337963781;1566.82193314781;13013.4783142762;23867.7542559347;228131.251763744;290158.3636413;24880.854428862;3447;873;3765;3678.51590106007;17.13094747;14.77154;96;1;3;95;1;4;36;62;35;63;-3;2;68;66;-3;7
"Fontenay-sous-Bois";94033;23363.4463241702;22277.9151139456;22275.9151187648;183.59255810297;903.938647302504;9814.99950646562;11924.0267595629;177299.886706995;137079.870576592;15044.987796339;23404.3575935891;22185.909625498;22183.9096383366;197.376023733774;1023.07193151873;10240.7277225712;11451.1452043756;190292.335292778;133930.003521399;15001.700194713;23804.3804222564;21853.2917265349;21854.2917210634;425.533563285592;1524.55513790745;9904.10412785662;11512.8655177855;183426.849434807;147124.333389265;14307.9459762947;5193;687;5850;5790.84324324324;20.454934;17.39488106;95;1;4;92;2;6;46;52;45;53;-2;2;68;65;-4;12
"Fresnes";94034;9975.59894278948;9499.25987747514;9498.25986705809;49.9892680378757;427.349807693508;4715.48619335102;4407.09556801663;84019.5591898569;56648.7948078713;7599.53587160038;10768.5874109673;10104.37625171;10101.3762257497;82.9519280801034;584.259257137571;5402.79313914393;4419.63681606679;95418.75972399;50985.9527749233;7897.11178984944;11714.925904425;10910.1225101117;10907.1225304916;104.55515725543;703.248216677967;5335.88976473542;5405.61189588674;96883.4946254809;53259.5249347302;8094.17048422346;3135;356;3408;3292.86413043478;16.69837888;19.0797695;94;1;5;93;1;6;53;44;49;50;-8;14;78;74;-5;5
"Gentilly";94037;8474.79955035829;7764.97114908292;7764.97114908292;69.3579549678258;640.470446307547;1685.98711947297;5882.46319170149;32486.9614250547;78318.5675930129;4403.97263088197;8458.01860450678;7706.41019940172;7703.4101921564;60.3268674437592;694.28154490662;1919.53096628372;5609.56013718816;38702.5128723435;71338.8273160407;4004.26592728259;9627.57538765233;8829.28719006515;8833.28722420342;245.331359762638;548.956803686263;2015.24674204648;6598.78148016754;34405.0848700587;75840.1768194004;4474.00635470184;5040;115;6129;6047.73895582329;21.41971415;19.3835071;91;1;8;92;3;6;25;73;23;75;-8;3;52;51;-2;20
"L'Haÿ-les-Roses";94038;12806.8174219582;12162.1254612622;12164.1254312435;56.6335134558506;586.058477258848;6187.69186150673;5720.79674810379;119896.710086797;69625.0338557718;9480.78817357917;13164.6676942481;12575.8403683054;12576.8403816392;64.0652186842163;523.762093924765;6273.96194253759;6067.2858209224;125935.384529191;78312.9298054402;9896.90642813802;13928.0809172287;12960.2074597171;12958.3493666469;154.760246967364;814.971303614457;6074.26119202684;6601.80750035009;125774.263967183;84163.5237506655;9918.80361537607;3888;274;4244;4225.42105263158;17.84094066;17.85361256;96;0;4;93;1;6;50;48;47;51;-6;6;79;77;-3;9
"Ivry-sur-Seine";94041;26704.7088950665;24872.8879122345;24870.887895436;395.959613037112;1437.86138659332;7650.39903096533;16416.8222674165;127840.582272879;183510.677428479;13447.3785424654;27900.1668680748;25778.2289937656;25782.2908088154;630.413669020799;1487.46239023864;7152.85143259525;17921.670998506;133223.236978037;202779.235204232;13440.3079739627;31407.5075354538;28685.3394352208;28710.8394419135;938.146848729505;1758.52124481075;8790.59412992804;19118.4409903691;149745.934139424;198616.222966573;13943.8062326887;4310;461;4906;4850.82281059063;20.05169999;18.36445976;92;2;5;91;3;6;28;70;31;67;11;-4;52;49;-6;13
"Joinville-le-Pont";94042;8788.61553468942;8239.8182940294;8241.81832206601;104.085562056516;442.711650566888;3784.41524934183;4238.73209370968;65688.8018649383;48062.7047898245;5749.21988128097;8863.9209222993;8332.06810477797;8334.06808580118;147.188796726888;382.664039771235;4054.76115795443;4084.87615807752;73627.4726278481;49108.6264908729;5824.56547657706;9368.80509931317;8804.09335727127;8804.09335727127;135.80424791757;428.907494124338;4398.48422049667;4241.21095477719;74751.4775461404;46297.1012017287;6033.22761091483;5036;295;5825;5595.69488536155;19.42727755;18.70972628;94;2;4;94;1;5;49;49;50;48;2;-2;70;69;-1;11
"Le Kremlin-Bicêtre";94043;12814.0081512807;11823.2689578172;11826.2689598849;204.299552383143;783.43963901263;3528.93146619986;7855.20710718353;52199.3868827781;72094.4007535138;7183.36073460472;12686.0044031989;11763.6823497925;11763.6823497925;195.293575052869;727.028478353502;2978.35388675167;8430.18416857283;50191.6990725655;79126.5916974386;6595.29185895721;12772.3838178791;11473.907053394;11477.9070129054;327.837086751875;966.639718221846;3236.24070390154;7916.1968510717;57799.7249034318;78463.384395455;6125.01939861316;4983;234;5793;5675.5;21.20631733;18.12897204;93;2;6;90;3;8;25;72;28;69;12;-4;56;53;-5;14
"Limeil-Brévannes";94044;7395.33294442394;6914.98130335958;6913.98132752099;28.6349948468612;452.716622056092;3966.97542901882;2787.17083017243;57210.4861217456;25897.249821356;5807.34188662077;9379.87034293399;8675.50216100365;8675.50216100365;89.0548552065321;615.313326723807;4863.21862956278;3654.78766508194;65612.7161724509;31318.7486027893;7324.72833670464;11049.532469613;10277.1971996944;10276.2320512723;164.925672188234;608.374746152455;5531.17250055504;4600.7131400039;77453.057790276;35253.6611713789;8485.51546981658;2915;377;3164;3131.53911806543;16.76962133;15.05952058;92;1;7;93;1;6;56;42;54;45;-4;7;84;83;-1;7
"Maisons-Alfort";94046;26596.726668516;24745.9266416184;24752.0940602226;482.947916005378;1361.684692288;9945.42561230022;13298.4653799033;168119.408503125;141742.927504065;16938.1732094577;27086.4784208238;25010.781192367;25013.7811897789;522.156305123179;1550.54092592169;10822.383440422;12569.3190586325;199680.506108297;150664.970370591;17499.4508218579;28376.3560529407;25789.6908407038;25792.6908239611;744.284712289118;1839.38051669053;11418.5248133215;12928.8268276002;213453.296228019;146772.663674851;17539.6805675476;4846;721;5407;5290.18502824859;19.62820388;16.98340019;92;2;6;91;3;6;43;50;44;50;2;0;70;68;-3;9
"Mandres-les-Roses";94047;1650.10970200883;1551.77559085378;1550.78593805349;16.8850398724083;82.4387240829346;1187.58336034728;341.430216099843;19553.560028118;1956.54358617214;1434.99656041963;1683.00161354251;1565.72175980975;1571.66753864447;22.7728789564162;88.5611959416186;1206.99310344828;321.072057074911;22493.872294887;1986.88109393579;1459.6887039239;1873.99303148842;1738.54564284658;1737.54934161858;29.8470571590265;106.596632710809;1263.30995709425;438.372540316615;24002.8891847907;3002.85190116881;1615.00429057553;2766;68;3264;3160.40625;15.66937501;13.73337663;93;1;5;93;2;6;77;20;73;25;-5;25;93;93;0;14
"Marolles-en-Brie";94048;1738;1696;1690;16;32;1374;299;19341;2301;1642;1760;1700;1698;21;41;1364;310;22572;3106;1637;1889;1810;1808;28;53;1426;363;25347;4124;1708;2872;60;3279;3202.32203389831;15.73743077;13.73337663;96;1;2;96;1;3;80;18;79;20;-1;11;96;94;-2;12
"Nogent-sur-Marne";94052;15474.8389858319;14197.3039974928;14199.5833260561;213.294329444759;1061.96133033103;7852.51341588811;6014.37848203758;117719.749971065;49593.5652253304;10610.1276194917;16296.1619531067;14501.0437778603;14500.0437666911;200.968699930593;1595.149486485;7923.61257156945;6137.3906172169;126559.335760035;49545.7852201539;10487.156849377;16825.5246862054;15006.423720684;15012.6112025302;466.097010833755;1346.81647284137;8181.67142699596;6438.35269518394;134802.545528818;53603.6013052549;10582.8370859695;5568;639;6210;6069.5797914996;20.37143395;20.24467802;89;1;10;89;3;8;55;42;54;43;-2;2;72;71;-1;9
"Noiseau";94053;1695;1640;1640;6;49;1318;296;21095;1936;1537;1888;1816;1815;11;62;1353;440;23957;2749;1690;1931;1835;1837;10;84;1359;450;26073;3314;1714;3686;63;3980;3824.28346456693;16.18982692;13.73337663;96;1;3;95;1;4;75;24;74;24;-1;0;93;93;0;4
"Orly";94054;8664.94702806738;8133.37333193748;8130.37335148329;25.5159114841097;509.057765099979;2507.94522901358;5458.61824490627;48408.3438994228;65771.345653112;5599.32317066598;9140.17428962579;8619.40905784076;8619.40905784076;25.4278671324606;495.337364652569;2936.42054039512;5475.75298295305;51625.6984819293;72948.7510488397;6084.92040345803;9730.85490213098;9194.0237691343;9194.0237691343;75.376197009834;461.454935986841;2959.57993785971;6091.84657299266;50196.6597285391;74745.3308679116;6240.4874791167;3141;151;3325;3318.9801980198;16.31067032;14.52170661;94;0;5;94;1;5;34;64;32;66;-6;3;71;68;-4;6
"Ormesson-sur-Marne";94055;3925.81054842588;3691.75125084517;3691.74374577417;36.0102773310321;198.056525320676;3214.9370520622;390.024340770791;61245.3987153482;2682.27795807978;3373.53928329953;4041.54552161491;3776.10134309313;3767.22799790048;32.1544350141456;242.163088700284;3256.51768570146;429.864278221568;65656.8388621263;2941.02096774068;3462.5764796196;4143.30518533875;3867.70329145553;3894.57107244002;30.9215768014535;217.812536097275;3346.11261383339;456.668914972337;68227.6648610953;2893.95879866257;3574.03407461077;3903;123;4034;4153.08461538462;16.81590751;14.95247699;93;1;6;94;1;5;86;11;86;12;0;9;92;92;0;6
"Périgny";94056;854.286705202317;823.73634954274;823.000000000005;7.06473988439303;24.221965317919;726.005244998988;77.6538027201494;10412.9071669175;483.003351926411;781.51216636813;976.246808510639;935.77884611728;941;4.27234042553192;30.9744680851064;790.166408972126;137.940711347231;12619.7046260836;522.965329813824;888.701394130881;1066.28999064397;1010.0360394508;1003.99999999851;11.0514499532273;51.2385406922357;794.857339899934;189.024122264378;13084.6921037283;837.555352400893;943.571094666733;3087;48;3211;3138.04081632653;15.11474826;13.73337663;96;0;3;94;1;5;84;15;79;19;-6;27;95;93;-2;2
